tconst,Year,IMDb rating,Movie title,rotten_tomatoes_link,Director name,movie_title,tomatometer_status,Rotten Tomatoes rating
tt0450843,2006,5.6,Satan,,Kim Chapiron,,,
tt0451079,2008,6.8,Horton Hears a Who!,,Jimmy Hayward,,,
tt0451079,2008,6.8,Horton Hears a Who!,,Steve Martino,,,
tt0451094,2005,7.5,Lady Vengeance,,Park Chan-wook,,,
tt0451279,2017,7.4,Wonder Woman,m/wonder_woman_2017,Patty Jenkins,Wonder Woman,Certified-Fresh,93.0
tt0451833,2005,6.6,No Entry,,Anees Bazmee,,,
tt0451850,2005,6.3,Paheli,m/1219165-paheli,Amol Palekar,Paheli,Rotten,57.0
tt0451919,2005,7.4,Socha Na Tha,,Imtiaz Ali,,,
tt0452039,2004,7.7,Mind Game,,Masaaki Yuasa,,,
tt0452039,2004,7.7,Mind Game,,Kôji Morimoto,,,
tt0452592,2007,5.6,Borderland,m/10008140-borderland,Zev Berman,Borderland,Fresh,100.0
tt0452594,2006,5.8,The Break-Up,m/break_up,Peyton Reed,The Break-Up,Rotten,34.0
tt0452598,2005,5.5,Cheaper by the Dozen 2,m/cheaper_by_the_dozen_2,Adam Shankman,Cheaper by the Dozen 2,Rotten,6.0
tt0452608,2008,6.4,Death Race,m/death_race,Paul W.S. Anderson,Death Race,Rotten,42.0
tt0452623,2007,7.6,Gone Baby Gone,m/gone_baby_gone,Ben Affleck,Gone Baby Gone,Certified-Fresh,94.0
tt0452624,2006,6.0,The Good German,m/good_german,Steven Soderbergh,The Good German,Rotten,34.0
tt0452625,2007,5.6,Good Luck Chuck,m/good_luck_chuck,Mark Helfrich,Good Luck Chuck,Rotten,5.0
tt0452637,2006,5.5,Lady in the Water,m/lady_in_the_water,M. Night Shyamalan,Lady in the Water,Rotten,25.0
tt0452643,2006,6.1,Love and Other Disasters,m/1194842-love_and_other_disasters,Alek Keshishian,Love and Other Disasters,Rotten,20.0
tt0452681,2006,4.7,The Santa Clause 3: The Escape Clause,m/santa_clause_3,Michael Lembeck,The Santa Clause 3: The Escape Clause,Rotten,17.0
tt0452694,2009,7.1,The Time Traveler's Wife,m/time_travelers_wife,Robert Schwentke,The Time Traveler's Wife,Rotten,38.0
tt0452702,2007,6.2,Vacancy,m/vacancy,Nimród Antal,Vacancy,Rotten,55.0
tt0452971,2006,7.2,Dark Blue Almost Black,,Daniel Sánchez Arévalo,,,
tt0453201,2005,7.3,Sachien,,John Mahendran,,,
tt0453383,2005,6.4,Next Door,,Pål Sletaune,,,
tt0453383,2005,6.4,Next Door,,Tony Spataro,,,
tt0453451,2007,6.4,Mr. Bean's Holiday,m/mr_beans_holiday,Steve Bendelack,Mr. Bean's Holiday,Rotten,52.0
tt0453453,2006,5.9,Beer League,m/beer_league,Frank Sebastiano,Beer League,Rotten,27.0
tt0453467,2006,7.1,Deja Vu,,Tony Scott,,,
tt0453494,2006,5.5,Hoot,m/hoot,Wil Shriner,Hoot,Rotten,26.0
tt0453533,2006,5.0,Unrest,,Jason Todd Ipson,,,
tt0453548,2007,6.8,Snow Angels,m/snow_angels,David Gordon Green,Snow Angels,Fresh,68.0
tt0453556,2007,6.2,TMNT,m/tmnt_2007,Kevin Munroe,TMNT,Rotten,35.0
tt0453562,2013,7.5,42,m/42_2013,Brian Helgeland,42,Certified-Fresh,80.0
tt0453671,2005,6.7,Garam Masala,,Priyadarshan,,,
tt0453729,2005,8.1,Iqbal,,Nagesh Kukunoor,,,
tt0454082,2006,4.6,Black Christmas,m/black_christmas,Glen Morgan,Black Christmas,Rotten,14.0
tt0454084,2006,6.0,Blind Dating,m/blind_dating,James Keach,Blind Dating,Rotten,25.0
tt0454224,2006,4.9,Penny Dreadful,,Richard Brandes,,,
tt0454776,2006,7.4,Amazing Grace,m/10007415-amazing_grace,Michael Apted,Amazing Grace,Fresh,67.0
tt0454792,2005,6.5,Bubble,,Steven Soderbergh,,,
tt0454824,2006,6.5,Flyboys,m/flyboys,Tony Bill,Flyboys,Rotten,33.0
tt0454841,2006,6.4,The Hills Have Eyes,m/hills_have_eyes,Alexandre Aja,The Hills Have Eyes,Rotten,52.0
tt0454848,2006,7.6,Inside Man,m/inside_man,Spike Lee,Inside Man,Certified-Fresh,86.0
tt0454864,2006,5.5,The Last Winter,m/last_winter,Larry Fessenden,The Last Winter,Certified-Fresh,76.0
tt0454876,2012,7.9,Life of Pi,m/life-of-pi,Ang Lee,Life of Pi,Certified-Fresh,87.0
tt0454919,2006,4.7,Pulse,m/pulse,Jim Sonzero,Pulse,Rotten,11.0
tt0454921,2006,8.0,The Pursuit of Happyness,m/pursuit_of_happyness,Gabriele Muccino,The Pursuit of Happyness,Fresh,67.0
tt0454945,2006,6.3,She's the Man,m/shes_the_man,Andy Fickman,She's the Man,Rotten,43.0
tt0454970,2006,5.4,Turistas,,John Stockwell,,,
tt0454976,2008,6.7,Maradona by Kusturica,,Emir Kusturica,,,
tt0454987,2006,5.9,Let's Go to Prison,m/lets_go_to_prison,Bob Odenkirk,Let's Go to Prison,Rotten,12.0
tt0455323,2012,6.4,Being Flynn,m/being_flynn,Paul Weitz,Being Flynn,Rotten,51.0
tt0455326,2007,6.7,Aqua Teen Hunger Force Colon Movie Film for Theaters,m/aqua_teen_hunger_force_colon_movie_film_for_theatres,Matt Maiellaro,Aqua Teen Hunger Force Colon Movie Film for Theaters,Rotten,48.0
tt0455362,2006,5.1,The Breed,,Nicholas Mastandrea,,,
tt0455407,2010,6.5,The Crazies,m/1205380-crazies,Breck Eisner,The Crazies,Fresh,70.0
tt0455499,2006,5.0,Garfield: A Tail of Two Kitties,m/garfield_2,Tim Hill,Garfield: A Tail of Two Kitties,Rotten,11.0
tt0455499,2006,5.0,Garfield: A Tail of Two Kitties,m/garfield_2,Steven Rimdzius,Garfield: A Tail of Two Kitties,Rotten,11.0
tt0455538,2008,6.4,How to Lose Friends & Alienate People,m/how_to_lose_friends_and_alienate_people,Robert B. Weide,How to Lose Friends & Alienate People,Rotten,37.0
tt0455590,2006,7.6,The Last King of Scotland,m/last_king_of_scotland,Kevin Macdonald,The Last King of Scotland,Certified-Fresh,87.0
tt0455760,2007,6.1,Dead Silence,m/dead_silence,James Wan,Dead Silence,Rotten,20.0
tt0455782,2007,6.8,The Hunting Party,m/1183674-hunting_party,Richard Shepard,The Hunting Party,Rotten,55.0
tt0455824,2008,6.6,Australia,m/australia,Baz Luhrmann,Australia,Rotten,55.0
tt0455829,2006,7.9,Vettaiyaadu Vilaiyaadu,,Gautham Vasudev Menon,,,
tt0455857,2006,5.1,When a Stranger Calls,m/when_a_stranger_calls,Simon West,When a Stranger Calls,Rotten,9.0
tt0455944,2014,7.2,The Equalizer,m/the_equalizer_2013,Antoine Fuqua,The Equalizer,Rotten,59.0
tt0455957,2006,6.9,Goya's Ghosts,m/goyas_ghosts,Milos Forman,Goya's Ghosts,Rotten,30.0
tt0455960,2007,5.6,The Hitcher,m/hitcher,Dave Meyers,The Hitcher,Rotten,19.0
tt0455967,2006,5.7,John Tucker Must Die,m/john_tucker_must_die,Betty Thomas,John Tucker Must Die,Rotten,27.0
tt0456020,2006,5.8,Waist Deep,m/waist_deep,Vondie Curtis-Hall,Waist Deep,Rotten,28.0
tt0456047,1975,8.4,Our Family,,Ergin Orbey,,,
tt0456144,2006,8.0,"Carry On, Munna Bhai",,Rajkumar Hirani,,,
tt0456149,2005,7.8,The Death of Mr. Lazarescu,m/the_death_of_mr_lazarescu,Cristi Puiu,The Death of Mr. Lazarescu,Certified-Fresh,93.0
tt0456165,2005,6.1,Salaam Namaste,m/1194893-salaam_namaste,Siddharth Anand,Salaam Namaste,Fresh,83.0
tt0456396,2005,7.4,The Child,,Jean-Pierre Dardenne,,,
tt0456396,2005,7.4,The Child,,Luc Dardenne,,,
tt0456470,2005,7.1,The Bow,,Kim Ki-duk,,,
tt0456481,2006,6.1,Jaan-E-Mann: Let's Fall in Love... Again,,Shirish Kunder,,,
tt0456554,2006,6.9,Grandma's Boy,m/grandmas_boy,Nicholaus Goossen,Grandma's Boy,Rotten,16.0
tt0456630,2005,6.1,Reincarnation,,Takashi Shimizu,,,
tt0456912,2005,7.5,A Bittersweet Life,,Jee-woon Kim,,,
tt0457275,2006,5.6,Altered,,Eduardo Sánchez,,,
tt0457297,2006,4.5,The Butterfly Effect 2,,John R. Leonetti,,,
tt0457400,2009,5.3,Land of the Lost,m/10009083-land_of_the_lost,Brad Silberling,Land of the Lost,Rotten,26.0
tt0457419,2007,6.2,Mr. Magorium's Wonder Emporium,m/mr_magoriums_wonder_emporium,Zach Helm,Mr. Magorium's Wonder Emporium,Rotten,38.0
tt0457430,2006,8.2,Pan's Labyrinth,m/pans_labyrinth,Guillermo del Toro,Pan's Labyrinth,Certified-Fresh,95.0
tt0457433,2007,5.7,Perfect Stranger,m/1171939-perfect_stranger,James Foley,Perfect Stranger,Rotten,10.0
tt0457495,2006,5.1,Stormbreaker,,Geoffrey Sax,,,
tt0457510,2006,5.8,Nacho Libre,m/nacho_libre,Jared Hess,Nacho Libre,Rotten,40.0
tt0457513,2006,6.6,Scoop,m/scoop,Woody Allen,Scoop,Rotten,41.0
tt0457572,2006,6.7,Fido,m/fido,Andrew Currie,Fido,Fresh,73.0
tt0457655,2006,7.7,After the Wedding,,Susanne Bier,,,
tt0457939,2006,6.9,The Holiday,m/the_holiday,Nancy Meyers,The Holiday,Rotten,49.0
tt0458242,2006,6.8,Lights in the Dusk,,Aki Kaurismäki,,,
tt0458339,2011,6.9,Captain America: The First Avenger,m/captain_america_the_first_avenger,Joe Johnston,Captain America: The First Avenger,Certified-Fresh,80.0
tt0458352,2006,6.9,The Devil Wears Prada,m/the_devil_wears_prada,David Frankel,The Devil Wears Prada,Certified-Fresh,75.0
tt0458364,2006,5.4,The Ex,m/fast-track-the-ex,Jesse Peretz,The Ex,Rotten,18.0
tt0458367,2006,6.1,Right at Your Door,m/right_at_your_door,Chris Gorak,Right at Your Door,Fresh,69.0
tt0458413,2014,6.3,A Long Way Down,m/a_long_way_down,Pascal Chaumeil,A Long Way Down,Rotten,22.0
tt0458455,2009,6.7,Pope Joan,,Sönke Wortmann,,,
tt0458481,2014,6.5,Sin City: A Dame to Kill For,,Frank Miller,,,
tt0458481,2014,6.5,Sin City: A Dame to Kill For,,Robert Rodriguez,,,
tt0458525,2009,6.5,X-Men Origins: Wolverine,,Gavin Hood,,,
tt0459242,2005,7.8,Crossing the Bridge: The Sound of Istanbul,,Fatih Akin,,,
tt0459516,2006,8.5,Pudhu Pettai,,K. Selvaraghavan,,,
tt0460740,2006,7.1,Cashback,,Sean Ellis,,,
tt0460745,2007,6.6,Chaos Theory,m/chaos_theory,Marcos Siega,Chaos Theory,Rotten,31.0
tt0460780,2007,3.8,In the Name of the King: A Dungeon Siege Tale,m/in-the-name-of-the-king-a-dungeon-siege-tale,Uwe Boll,In the Name of the King: A Dungeon Siege Tale,Rotten,4.0
tt0460791,2006,7.8,The Fall,m/the-fall-2008,Tarsem Singh,The Fall,Fresh,61.0
tt0460792,2006,6.3,Fast Food Nation,m/fast_food_nation,Richard Linklater,Fast Food Nation,Rotten,50.0
tt0460810,2008,6.4,The Great Buck Howard,m/1189629-the_great_buck_howard,Sean McGinly,The Great Buck Howard,Fresh,71.0
tt0460812,2006,6.9,Griffin & Phoenix,,Ed Stone,,,
tt0460829,2006,6.8,Inland Empire,,David Lynch,,,
tt0460890,2017,6.3,The Only Living Boy in New York,,Marc Webb,,,
tt0460989,2006,7.5,The Wind that Shakes the Barley,,Ken Loach,,,
tt0461694,2006,7.3,Four Minutes,m/four_minutes,Chris Kraus,Four Minutes,Fresh,76.0
tt0461703,2006,4.5,Skinwalkers,,James Isaac,,,
tt0461770,2007,7.1,Enchanted,m/enchanted,Kevin Lima,Enchanted,Certified-Fresh,93.0
tt0461936,2006,7.1,Don,,Farhan Akhtar,,,
tt0462200,2006,6.9,Black Snake Moan,m/black_snake_moan,Craig Brewer,Black Snake Moan,Fresh,66.0
tt0462229,2007,4.6,Code Name: The Cleaner,m/code_name_the_cleaner,Les Mayfield,Code Name: The Cleaner,Rotten,4.0
tt0462244,2007,3.1,Daddy Day Camp,m/daddy_day_camp,Fred Savage,Daddy Day Camp,Rotten,1.0
tt0462322,2007,7.5,Grindhouse,,Robert Rodriguez,,,
tt0462322,2007,7.5,Grindhouse,,Eli Roth,,,
tt0462322,2007,7.5,Grindhouse,,Quentin Tarantino,,,
tt0462322,2007,7.5,Grindhouse,,Edgar Wright,,,
tt0462322,2007,7.5,Grindhouse,,Rob Zombie,,,
tt0462335,2015,5.5,High-Rise,m/high_rise_2016,Ben Wheatley,High-Rise,Fresh,60.0
tt0462338,2006,6.7,The Hoax,,Lasse Hallström,,,
tt0462395,2006,3.4,Larry the Cable Guy: Health Inspector,m/larry_the_cable_guy_health_inspector,Trent Cooper,Larry the Cable Guy: Health Inspector,Rotten,5.0
tt0462396,2007,5.4,The Last Legion,m/last_legion,Doug Lefler,The Last Legion,Rotten,15.0
tt0462465,2008,6.2,Outlander,m/outlander,Howard McCain,Outlander,Rotten,37.0
tt0462485,2006,6.0,Poultrygeist: Night of the Chicken Dead,m/poultrygeist-night-of-the-chicken-dead,Lloyd Kaufman,Poultrygeist: Night of the Chicken Dead,Fresh,65.0
tt0462504,2006,7.3,Rescue Dawn,m/rescue_dawn,Werner Herzog,Rescue Dawn,Certified-Fresh,90.0
tt0462519,2006,5.9,School for Scoundrels,m/school_for_scoundrels,Todd Phillips,School for Scoundrels,Rotten,26.0
tt0462538,2007,7.3,The Simpsons Movie,m/simpsons_movie,David Silverman,The Simpsons Movie,Certified-Fresh,88.0
tt0462570,2005,7.5,On Probation,,Damián Szifron,,,
tt0462590,2006,6.5,Step Up,m/step_up,Anne Fletcher,Step Up,Rotten,21.0
tt0463034,2006,5.6,"You, Me and Dupree",m/you_me_and_dupree,Anthony Russo,"You, Me and Dupree",Rotten,20.0
tt0463034,2006,5.6,"You, Me and Dupree",m/you_me_and_dupree,Joe Russo,"You, Me and Dupree",Rotten,20.0
tt0463392,2004,1.5,Zombie Nation,,Ulli Lommel,,,
tt0463854,2007,6.9,28 Weeks Later,,Juan Carlos Fresnadillo,,,
tt0463872,2008,5.2,Asterix at the Olympic Games,,Frédéric Forestier,,,
tt0463872,2008,5.2,Asterix at the Olympic Games,,Thomas Langmann,,,
tt0463985,2006,6.0,The Fast and the Furious: Tokyo Drift,m/fast_and_the_furious_tokyo_drift,Justin Lin,The Fast and the Furious: Tokyo Drift,Rotten,37.0
tt0463998,2007,7.6,Freedom Writers,m/freedom_writers,Richard LaGravenese,Freedom Writers,Fresh,70.0
tt0464029,2006,7.2,Grbavica: The Land of My Dreams,,Jasmila Zbanic,,,
tt0464041,2008,6.1,The Lazarus Project,,John Glenn,,,
tt0464049,2006,6.8,The History Boys,m/history_boys,Nicholas Hytner,The History Boys,Fresh,66.0
tt0464141,2007,7.4,The Orphanage,m/the_orphanage,J.A. Bayona,The Orphanage,Certified-Fresh,87.0
tt0464154,2010,5.5,Piranha 3D,,Alexandre Aja,,,
tt0464160,2006,6.9,Chup Chup Ke,,Priyadarshan,,,
tt0464160,2006,6.9,Chup Chup Ke,,Kookie Gulati,,,
tt0464196,2006,6.4,Severance,m/severance,Christopher Smith,Severance,Fresh,66.0
tt0464913,2006,7.0,"OSS 117: Cairo, Nest of Spies",,Michel Hazanavicius,,,
tt0465142,2006,5.5,American Dreamz,m/american_dreamz,Paul Weitz,American Dreamz,Rotten,38.0
tt0465203,2006,6.4,Them,m/them_2007,David Moreau,Them,Fresh,62.0
tt0465203,2006,6.4,Them,m/them_2007,Xavier Palud,Them,Fresh,62.0
tt0465234,2007,6.5,National Treasure: Book of Secrets,m/national_treasure_book_of_secrets,Jon Turteltaub,National Treasure: Book of Secrets,Rotten,36.0
tt0465375,2007,5.5,After Sex,,Eric Amadio,,,
tt0465430,2008,6.1,The Cottage,m/1193203-cottage,Paul Andrew Williams,The Cottage,Fresh,72.0
tt0465436,2007,6.5,December Boys,m/december_boys,Rod Hardy,December Boys,Rotten,41.0
tt0465494,2007,6.2,Hitman,m/hitman,Xavier Gens,Hitman,Rotten,15.0
tt0465502,2008,5.9,Igor,m/10009636-igor,Tony Leondis,Igor,Rotten,39.0
tt0465538,2007,7.2,Michael Clayton,m/michael_clayton,Tony Gilroy,Michael Clayton,Certified-Fresh,91.0
tt0465551,2006,7.4,Notes on a Scandal,m/notes_on_a_scandal,Richard Eyre,Notes on a Scandal,Certified-Fresh,87.0
tt0465580,2009,6.1,Push,m/10010066-push,Paul McGuigan,Push,Rotten,23.0
tt0465602,2007,6.6,Shoot 'Em Up,m/shoot_em_up,Michael Davis,Shoot 'Em Up,Fresh,67.0
tt0465624,2006,5.2,My Super Ex-Girlfriend,m/my_super_ex_girlfriend,Ivan Reitman,My Super Ex-Girlfriend,Rotten,39.0
tt0465670,2006,6.1,Wilderness,,M.J. Bassett,,,
tt0465676,2006,6.4,The Banquet,,Xiaogang Feng,,,
tt0466342,2006,2.8,Date Movie,m/1155470-date_movie,Aaron Seltzer,Date Movie,Rotten,7.0
tt0466342,2006,2.8,Date Movie,m/1155470-date_movie,Jason Friedberg,Date Movie,Rotten,7.0
tt0466460,2006,8.3,Khosla Ka Ghosla!,,Dibakar Banerjee,,,
tt0466460,2006,8.3,Khosla Ka Ghosla!,,Pravin E. Birje,,,
tt0466561,2006,7.6,The Border Post,,Rajko Grlic,,,
tt0466664,2006,5.9,Alien Autopsy,,Jonny Campbell,,,
tt0466816,2007,6.9,Hallam Foe,,David Mackenzie,,,
tt0466839,2007,6.0,I Could Never Be Your Woman,,Amy Heckerling,,,
tt0466856,2006,6.1,ATL,m/atl,Chris Robinson,ATL,Fresh,62.0
tt0466893,2011,6.5,Margaret,m/margaret_2010,Kenneth Lonergan,Margaret,Certified-Fresh,74.0
tt0466909,2006,5.5,The Omen,m/omen,John Moore,The Omen,Rotten,26.0
tt0467110,2007,4.7,Underdog,m/underdog,Frederik Du Chau,Underdog,Rotten,16.0
tt0467197,2008,5.3,Max Payne,m/max_payne,John Moore,Max Payne,Rotten,16.0
tt0467200,2008,6.7,The Other Boleyn Girl,m/other_boleyn_girl,Justin Chadwick,The Other Boleyn Girl,Rotten,43.0
tt0467406,2007,7.5,Juno,m/juno,Jason Reitman,Juno,Certified-Fresh,94.0
tt0468094,2006,7.4,The Road to Guantanamo,,Mat Whitecross,,,
tt0468094,2006,7.4,The Road to Guantanamo,,Michael Winterbottom,,,
tt0468489,2006,7.1,Half Nelson,m/half_nelson,Ryan Fleck,Half Nelson,Certified-Fresh,90.0
tt0468492,2006,7.1,The Host,m/the_host_2007,Bong Joon Ho,The Host,Certified-Fresh,93.0
tt0468526,2006,6.8,Old Joy,m/old_joy,Kelly Reichardt,Old Joy,Certified-Fresh,85.0
tt0468536,2007,4.7,Prey,,Darrell Roodt,,,
tt0468565,2005,7.2,Tsotsi,,Gavin Hood,,,
tt0468569,2008,9.0,The Dark Knight,m/the_dark_knight,Christopher Nolan,The Dark Knight,Certified-Fresh,94.0
tt0468644,2007,7.0,Love Is All,,Joram Lürsen,,,
tt0468704,2006,7.4,Daisy,,Andrew Lau,,,
tt0469021,2013,6.9,Alan Partridge,m/alan_partridge,Declan Lowney,Alan Partridge,Certified-Fresh,86.0
tt0469263,2006,6.3,The Astronaut Farmer,m/astronaut_farmer,Michael Polish,The Astronaut Farmer,Rotten,58.0
tt0469494,2007,8.2,There Will Be Blood,m/there_will_be_blood,Paul Thomas Anderson,There Will Be Blood,Certified-Fresh,92.0
tt0469623,2007,7.1,Things We Lost in the Fire,m/things_we_lost_in_the_fire,Susanne Bier,Things We Lost in the Fire,Fresh,65.0
tt0469641,2006,6.0,World Trade Center,m/world_trade_center,Oliver Stone,World Trade Center,Fresh,67.0
tt0469754,2006,6.6,The Boss of It All,,Lars von Trier,,,
tt0469903,2008,7.2,The Express,m/1185801-the_express,Gary Fleder,The Express,Fresh,62.0
tt0470000,2006,5.0,Wicked Little Things,m/wicked_little_things,J.S. Cardone,Wicked Little Things,Rotten,40.0
tt0470055,2006,5.2,Open Water 2: Adrift,m/open_water_2_adrift,Hans Horn,Open Water 2: Adrift,Rotten,45.0
tt0470705,2006,6.1,Bug,m/bug,William Friedkin,Bug,Fresh,62.0
tt0470752,2014,7.7,Ex Machina,m/ex_machina,Alex Garland,Ex Machina,Certified-Fresh,92.0
tt0470833,2006,1.5,Keloglan vs. the Black Prince,,Tayfun Güneyer,,,
tt0471030,2006,6.8,Red Road,m/red_road,Andrea Arnold,Red Road,Certified-Fresh,88.0
tt0471041,2009,6.0,The Tournament,,Scott Mann,,,
tt0471042,2011,6.2,Tower Heist,m/tower_heist,Brett Ratner,Tower Heist,Fresh,67.0
tt0471571,2005,8.2,Athadu,,Trivikram Srinivas,,,
tt0472033,2009,7.0,9,m/1205483_nine,Shane Acker,9,Rotten,57.0
tt0472043,2006,7.8,Apocalypto,m/apocalypto,Mel Gibson,Apocalypto,Fresh,66.0
tt0472062,2007,7.0,Charlie Wilson's War,m/charlie_wilsons_war,Mike Nichols,Charlie Wilson's War,Certified-Fresh,82.0
tt0472071,2007,5.8,Death Defying Acts,m/death_defying_acts,Gillian Armstrong,Death Defying Acts,Rotten,42.0
tt0472160,2006,6.7,Penelope,m/penelope2008,Mark Palansky,Penelope,Rotten,54.0
tt0472181,2011,5.4,The Smurfs,m/the_smurfs,Raja Gosnell,The Smurfs,Rotten,21.0
tt0472198,2009,6.6,Notorious,m/10009632-notorious,George Tillman Jr.,Notorious,Rotten,52.0
tt0472399,2011,6.5,The Mechanic,m/mechanic,Simon West,The Mechanic,Rotten,53.0
tt0472458,2004,6.7,Dumplings,,Fruit Chan,,,
tt0472582,2006,6.8,2:37,,Murali K. Thalluri,,,
tt0473024,2006,2.1,Crossover,m/crossover,Preston A. Whitmore II,Crossover,Rotten,2.0
tt0473075,2010,6.6,Prince of Persia: The Sands of Time,m/prince_of_persia_sands_of_time,Mike Newell,Prince of Persia: The Sands of Time,Rotten,37.0
tt0473188,2007,5.8,Bobby Z,,John Herzfeld,,,
tt0473308,2007,7.0,Waitress,m/waitress,Adrienne Shelly,Waitress,Certified-Fresh,89.0
tt0473310,2007,1.4,Ram Gopal Varma Ki Aag,,Ram Gopal Varma,,,
tt0473356,2007,5.7,The Flock,,Andrew Lau,,,
tt0473360,2007,5.8,Goal II: Living the Dream,m/goal_2_living_the_dream,Jaume Collet-Serra,Goal II: Living the Dream,Rotten,39.0
tt0473367,2008,7.4,Jaane Tu... Ya Jaane Na,,Abbas Tyrewala,,,
tt0473444,2006,7.0,Curse of the Golden Flower,m/curse_of_the_golden_flower,Yimou Zhang,Curse of the Golden Flower,Fresh,65.0
tt0473488,2006,6.9,A Guide to Recognizing Your Saints,m/a_guide_to_recognizing_your_saints,Dito Montiel,A Guide to Recognizing Your Saints,Certified-Fresh,76.0
tt0473514,2006,5.5,Mulberry St,,Jim Mickle,,,
tt0473705,2009,7.1,State of Play,m/1193230-state_of_play,Kevin Macdonald,State of Play,Certified-Fresh,84.0
tt0473753,2005,7.0,Angel-A,m/angela-2007,Luc Besson,Angel-A,Rotten,45.0
tt0475169,2005,7.3,13,m/13-2010,Géla Babluani,13,Rotten,8.0
tt0475276,2006,7.6,United 93,m/united_93,Paul Greengrass,United 93,Certified-Fresh,90.0
tt0475290,2016,6.3,"Hail, Caesar!",m/hail_caesar_2016,Ethan Coen,"Hail, Caesar!",Certified-Fresh,85.0
tt0475290,2016,6.3,"Hail, Caesar!",m/hail_caesar_2016,Joel Coen,"Hail, Caesar!",Certified-Fresh,85.0
tt0475355,2007,6.2,Pride,m/pride,Sunu Gonera,Pride,Rotten,46.0
tt0475394,2006,6.6,Smokin' Aces,m/smokin_aces,Joe Carnahan,Smokin' Aces,Rotten,30.0
tt0475723,2005,6.8,Shinobi: Heart Under Blade,,Ten Shimoyama,,,
tt0475783,2005,7.6,Welcome to Dongmakgol,,Kwang-Hyun Park,,,
tt0475937,2006,5.5,The Abandoned,m/abandoned,Nacho Cerdà,The Abandoned,Rotten,38.0
tt0475944,2006,5.1,The Covenant,m/covenant,Renny Harlin,The Covenant,Rotten,4.0
tt0475984,2007,6.4,Mister Lonely,m/1192616-mister_lonely,Harmony Korine,Mister Lonely,Rotten,47.0
tt0476527,2005,6.6,Bluffmaster,,Rohan Sippy,,,
tt0476680,2004,6.6,Naruto the Movie: Ninja Clash in the Land of Snow,,Tensai Okamura,,,
tt0476735,2005,8.2,My Father and My Son,,Çagan Irmak,,,
tt0476805,2006,7.0,Malamaal Weekly,,Priyadarshan,,,
tt0476884,2006,7.2,Taxi No. 9 2 11: Nau Do Gyarah,,Milan Luthria,,,
tt0476958,2008,4.9,Amusement,,John Simpson,,,
tt0476964,2007,6.7,The Brave One,m/brave_one,Neil Jordan,The Brave One,Rotten,43.0
tt0477051,2007,4.1,Norbit,m/norbit,Brian Robbins,Norbit,Rotten,9.0
tt0477071,2007,5.9,Premonition,m/premonition,Mennan Yapo,Premonition,Rotten,8.0
tt0477078,2007,6.6,Rocket Science,m/rocket_science,Jeffrey Blitz,Rocket Science,Certified-Fresh,84.0
tt0477080,2010,6.8,Unstoppable,m/unstoppable-2010,Tony Scott,Unstoppable,Certified-Fresh,87.0
tt0477095,2006,6.7,Starter for 10,m/starter_for_ten,Tom Vaughan,Starter for 10,Certified-Fresh,90.0
tt0477139,2006,7.2,Wristcutters: A Love Story,m/wristcutters_a_love_story,Goran Dukic,Wristcutters: A Love Story,Fresh,67.0
tt0477302,2011,6.9,Extremely Loud & Incredibly Close,,Stephen Daldry,,,
tt0477347,2006,6.4,Night at the Museum,m/night_at_the_museum,Shawn Levy,Night at the Museum,Rotten,43.0
tt0477348,2007,8.2,No Country for Old Men,m/no_country_for_old_men,Ethan Coen,No Country for Old Men,Certified-Fresh,93.0
tt0477348,2007,8.2,No Country for Old Men,m/no_country_for_old_men,Joel Coen,No Country for Old Men,Certified-Fresh,93.0
tt0478024,2005,6.9,Kill Zone,,Wilson Yip,,,
tt0478087,2008,6.8,21,m/10009192-21,Robert Luketic,21,Rotten,35.0
tt0478134,2007,7.2,In the Valley of Elah,m/in_the_valley_of_elah,Paul Haggis,In the Valley of Elah,Fresh,74.0
tt0478209,2005,8.0,Metal: A Headbanger's Journey,,Sam Dunn,,,
tt0478209,2005,8.0,Metal: A Headbanger's Journey,,Scot McFadyen,,,
tt0478209,2005,8.0,Metal: A Headbanger's Journey,,Jessica Joy Wise,,,
tt0478304,2011,6.8,The Tree of Life,m/the_tree_of_life_2011,Terrence Malick,The Tree of Life,Certified-Fresh,85.0
tt0478311,2007,6.9,Knocked Up,m/knocked_up,Judd Apatow,Knocked Up,Certified-Fresh,90.0
tt0478724,2006,6.7,I Do: How to Get Married and Stay Single,,Éric Lartigau,,,
tt0478813,2007,7.8,The Trap,,Srdan Golubovic,,,
tt0478970,2015,7.3,Ant-Man,m/antman,Peyton Reed,Ant-Man,Certified-Fresh,83.0
tt0478988,2005,7.1,The Call of Cthulhu,,Andrew Leman,,,
tt0479468,2008,7.6,Gonzo,,Alex Gibney,,,
tt0479500,2007,5.9,Nancy Drew,m/nancy_drew,Andrew Fleming,Nancy Drew,Rotten,50.0
tt0479519,2007,6.9,Promise Me This,,Emir Kusturica,,,
tt0479528,2007,6.2,Rogue,,Greg McLean,,,
tt0479537,2006,6.6,Seraphim Falls,m/seraphim_falls,David Von Ancken,Seraphim Falls,Rotten,55.0
tt0479647,2006,6.7,Bon Cop Bad Cop,,Erik Canuel,,,
tt0479651,2008,7.2,Dasavatharam,,K.S. Ravikumar,,,
tt0479751,2007,7.5,Sivaji,,S. Shankar,,,
tt0479884,2006,6.9,Crank,m/crank,Mark Neveldine,Crank,Fresh,61.0
