imdb_id,id
tt2236160,268725
tt2481512,308361
tt4475970,327029
tt3077108,249916
tt3084028,331161
tt3162938,339065
tt3263614,244563
tt4420110,360605
tt3066630,315855
tt3462002,319152
tt5210380,369058
tt4163224,347762
tt2523832,325113
tt3103412,336167
tt4073952,320996
tt2194826,312797
tt4288636,312804
tt3748512,339751
tt3762974,333350
tt2837336,351043
tt3983674,224972
tt3253624,295595
tt3581932,371758
tt3487994,317981
tt2090629,309889
tt4504452,333103
tt3007302,263105
tt4145178,319076
tt3727824,309063
tt3154310,278247
,355131
tt2689958,332839
tt5083702,367215
tt3539664,261860
tt5052966,362434
tt4701546,371759
tt3899932,316761
tt2911674,341077
tt3908634,321160
tt3802576,330037
tt3620762,347944
tt4146128,373977
tt1991031,279972
tt3282858,306952
tt3877296,339060
tt5113926,362439
tt4995590,355600
tt4175888,346170
tt2948202,308447
tt4835636,348035
tt3058674,298032
tt4974584,371833
tt3262990,295886
tt2204080,300654
tt4016250,365717
tt4368814,321594
tt2415458,307931
tt1974382,340247
tt4530184,326665
tt3244446,332706
tt3270538,333377
tt2123884,275696
tt4085238,326247
tt2537390,333287
tt3962848,318973
tt3018070,273899
tt4341532,321039
tt4255110,345468
tt4177746,269033
tt4185572,319091
tt3975510,323435
tt3986532,318225
tt5204384,363480
tt3236976,291290
tt4902012,352552
tt4293752,343981
tt4781700,366929
tt2914740,341051
tt3518012,319067
tt3746298,332177
tt3676370,254800
tt2238470,291151
tt4550996,332479
tt1517471,299780
tt4660980,348296
tt3132422,357974
tt4224478,347258
tt3499458,312793
tt4163636,340361
tt2597760,306943
tt2980626,324325
tt4299972,321640
tt1772261,309919
tt4171032,303867
tt1421361,325365
tt3863484,330916
tt2517300,273599
tt4328642,333620
tt4333210,325843
tt2656588,253303
tt4590930,356846
tt3328442,331501
tt5022680,361043
tt2737926,329289
tt4504040,334682
tt2933794,356335
tt4002772,339928
tt5069564,367735
tt2378401,266764
tt4300028,328346
tt4323536,333346
tt0816692,157336
tt2015381,118340
tt1843866,100402
tt2911666,245891
tt1951265,131631
tt2310332,122917
tt2245084,177572
tt2084970,205596
tt1790864,198663
tt2562232,194662
tt2267998,210577
tt2713180,228150
tt2692250,181533
tt1840309,157350
tt1877832,127585
tt2872732,240832
tt1291150,98566
tt1956620,225886
tt2872718,242582
tt2109248,91314
tt2278388,120467
tt2582802,244786
tt2103281,119450
tt0455944,156022
tt2170439,227159
tt1872181,102382
tt1631867,137113
tt2788710,228967
tt2179136,190859
tt1528100,147441
tt0831387,124905
tt1587310,102651
tt2402157,254904
tt1204977,242512
tt1646971,82702
tt3235888,270303
tt2333784,138103
tt1490017,137106
tt1850397,72784
tt1121096,68737
tt2980516,266856
tt1924435,193893
tt0829150,49017
tt1911658,270946
tt2180411,224141
tt1253863,53182
tt0435651,227156
tt2294449,187017
tt0365907,169917
tt1109624,116149
tt3442006,284276
tt2883512,212778
tt2975578,238636
tt2467046,218043
tt1065073,85350
tt2937898,241239
tt1267297,184315
tt1959490,86834
tt1872194,205587
tt2968804,256092
tt1086772,232672
tt2004420,195589
tt1355630,249164
tt2626350,243683
tt1638002,200727
tt2582846,222935
tt2884206,244267
tt1408253,168530
tt2326612,244761
tt1791528,171274
tt1205537,137094
tt2024469,225574
tt2397535,206487
tt1971325,262543
tt3405714,321068
tt1600196,154400
tt1234721,97020
tt2209764,157353
tt2203939,193610
tt0864835,82703
tt0910885,286532
tt0458481,189
tt3120408,297270
tt2357291,172385
tt2096672,100042
tt1726592,204922
tt2177771,152760
tt1809398,227306
tt1020072,273895
tt3612616,265177
tt2515030,255343
tt2483260,175112
tt2305051,228970
tt1921064,76649
tt1972779,239571
tt1823664,196867
tt1772264,207933
tt2262227,228326
tt2170593,239563
tt2369135,136797
tt2140619,286554
tt1361318,262338
tt2980648,228194
tt0787474,170687
tt1126590,87093
tt1085492,241254
tt2261331,246080
tt1865505,110416
tt3438640,253980
tt2910814,242095
tt2238050,157825
tt2106361,216282
tt1552224,289720
tt2172934,192102
tt2980706,218836
tt2614684,252178
tt1742334,144336
tt2557490,188161
tt2376218,255157
tt1605717,171372
tt2994190,244506
tt2011159,136835
tt3316960,284293
tt2870612,256274
tt1100089,87492
tt2139555,277547
tt2318092,226857
tt2345737,157845
tt2239832,184098
tt0900387,271674
tt1976000,192149
tt2463288,187596
tt2316411,181886
tt3322940,250546
tt3033948,328763
tt3336368,261103
tt1418377,100241
tt1800246,225565
tt2479800,192132
tt2223990,200505
tt1430612,254473
tt2321549,242224
tt2103254,226486
tt3302706,286519
tt1247690,164251
tt1441953,284689
tt2923316,250066
tt2544734,169298
tt1571249,244772
tt2904626,260339
tt1666335,283384
tt1837709,137321
tt3169706,234200
tt2034031,244264
tt2980592,241848
tt2510028,259611
tt3203616,238215
tt2359024,188166
tt1725986,253344
tt3007512,256917
tt2403021,171424
tt2870756,229297
tt2044801,192712
tt1698641,218778
tt1371150,239678
tt2398231,264656
tt2452200,294652
tt1179031,244509
tt1825157,146015
tt1821658,227783
tt1641841,327833
tt2409818,151368
tt2088003,230179
tt2212008,242076
tt1742044,209451
tt1826590,222899
tt1647668,198185
tt2870708,231576
tt1969062,244539
tt3093522,240745
tt3318750,287587
tt3102206,285135
tt0443465,283350
tt1441395,97370
tt2771372,177494
tt1626146,254375
tt3210686,235260
tt2381335,250657
tt3139086,242643
tt2355495,242042
tt3060952,217993
tt2333804,157834
tt3504048,253306
tt2180994,288281
tt2247476,232679
tt2904608,260202
tt3473654,256835
tt3689498,293299
tt3270108,289891
tt2717860,270302
tt2396721,251852
tt2095649,215211
tt1464191,177047
tt2785032,276844
tt2101569,226448
tt2996648,255268
tt2390237,201086
tt1274586,297596
tt2235779,193612
tt2401807,242310
tt1972571,157849
tt2784678,284296
tt2473602,239566
tt2799166,282813
tt2377322,184346
tt2452254,246860
tt1216491,245916
tt2234003,157832
tt2669336,273271
tt1767372,245906
tt3416742,246741
tt1661820,276902
tt3177316,254191
tt2567712,209276
tt2369317,253312
tt2692904,210479
tt2920540,246400
tt2978462,227735
tt2064968,206821
tt2909476,252830
tt1294970,152790
tt3186318,244536
tt2339741,288158
tt2920808,244517
tt2300975,203834
tt2281587,145220
tt1198156,290542
tt3450134,263986
tt2758904,239568
tt3141912,258750
tt3387648,297608
tt3099498,246403
tt3179568,243684
tt3136112,287426
tt3762944,303623
tt2041331,228496
tt2725962,276843
tt2962726,269173
tt2494280,227300
tt2933544,286521
tt2828996,184345
tt0903657,271714
tt1929263,236751
tt0959306,251994
tt2101570,256474
tt3118958,243568
tt1935302,145221
tt2043933,157823
tt3328716,286875
tt3097204,242022
tt3921852,285733
tt3505712,284294
tt4044364,293310
tt2639254,283227
tt2458776,214314
tt2282016,272692
tt2561546,287084
tt1043726,188207
tt2172584,157851
tt2784512,254474
tt2059171,155084
tt2396436,280000
tt2465146,253235
tt2473794,245700
tt2091325,258805
tt2290553,286873
tt1403241,290555
tt3205394,313867
tt3339674,255798
tt1686821,203739
tt3729920,157829
tt2581244,244566
tt2872724,283686
tt2372222,280690
tt2762970,245473
tt2182256,253310
tt2652092,250538
tt2350892,256731
tt2577172,312791
tt2130270,253272
tt2926810,193726
tt3062074,248504
tt2639344,244268
tt2107861,267863
tt1562899,52653
tt2667960,230266
tt2272918,261375
tt2275946,190469
tt2314824,259018
tt3612032,259072
tt2788716,284537
tt2474972,312526
tt2980472,258099
tt3720788,275060
tt2691734,285843
tt1935940,250535
tt2325002,243531
tt3598222,277597
tt2304953,240916
tt2967008,254024
tt2465140,239562
tt2182972,244783
tt3448226,250388
tt2326554,252171
tt3060492,253254
tt2309961,210947
tt3559422,254263
tt2205401,235271
tt3125324,241771
tt2667918,259956
tt2838678,299582
tt0458413,141043
tt3397556,298865
tt3489470,266537
tt2924442,228358
tt3014666,252680
tt3139072,251519
tt2183034,238603
tt2624412,259963
tt2295722,270938
tt2387408,258086
tt3343136,275318
tt2141751,245859
tt2761578,256740
tt2622826,249260
tt2693664,215379
tt2403558,293633
tt3831810,297961
tt1673734,233470
tt2910274,248774
tt3529198,292177
tt1946381,242166
tt2190838,156597
tt3622332,313074
tt3608654,275985
tt3202890,286654
tt2499414,238475
tt2039393,284536
tt2361184,257447
tt3804114,283691
tt2543702,270005
tt1568343,254023
tt2556874,208869
tt2386285,268060
tt2319580,209185
tt2125501,282041
tt2382396,157847
tt2980708,300706
tt2960930,265016
tt2386278,146243
tt3012698,289314
tt2793490,254194
tt3005242,261101
tt1778931,253295
tt1975159,82657
tt3259178,287415
tt2486678,259954
tt2123146,94590
,287663
tt2268458,199575
tt2140577,174337
tt2769184,299939
tt3074694,236399
tt3756722,279171
tt2517044,271164
tt2495104,270654
tt2474024,206296
tt1609479,157099
tt2102496,157424
tt2873214,211076
tt1531924,276401
tt2490326,241843
tt3245656,297680
tt2345613,126172
tt1978532,249923
tt3451956,293894
tt0780548,212231
tt2112277,256687
tt2113659,268171
tt2509850,289727
tt1418754,253849
tt1930463,330115
tt2192016,276496
tt2535470,290999
tt2528814,249660
tt2557276,302828
tt3892434,305091
tt1878942,99367
tt1572306,294308
tt2497980,281418
tt4128102,299969
tt3776288,290729
tt2242176,285549
tt3591568,259910
tt3704538,267806
tt2965412,276908
tt2756032,242090
tt3068192,289416
tt2517658,265010
tt1925466,276901
tt2825230,257117
tt1684226,113833
tt3021360,243526
tt2752758,79316
tt2113636,285387
tt1706598,258284
tt2488778,284284
tt3261302,294093
tt2392385,304336
tt3148348,276488
tt2404299,319389
tt3544734,278774
tt1396523,286709
tt2622874,282672
tt3622120,306650
tt3711030,253675
tt4189442,305932
tt2114461,255491
tt2235108,114750
tt3283556,252102
tt2402603,209269
tt3638012,269650
tt2378453,216580
tt1605798,114155
tt3138376,259074
tt3393070,249021
tt2337576,258893
tt3317874,304613
tt3214002,269100
tt1988621,124470
tt2908856,282296
tt4008652,293262
tt2217895,274820
tt3677466,275619
tt1798243,244403
tt2459156,251232
tt2905838,283589
tt3462696,286548
tt3132738,289394
tt2828954,200511
tt2454430,214087
tt2382298,250766
tt2870808,260001
tt2481496,180305
tt2420756,254193
tt3114132,253251
tt2125685,289712
tt3480556,286668
tt2093995,263855
tt2714900,169607
tt3200980,243352
tt2558318,270771
tt3090252,249170
tt3104818,225044
tt1621046,230779
tt3125220,244260
tt3074780,209416
tt3268458,250658
tt3597380,256346
tt3518988,253292
tt2766268,262788
tt3496892,267793
tt3911200,284274
tt3138558,265019
tt2166934,272160
tt3455224,263614
tt4172224,301959
tt2389162,287950
tt2994948,271665
tt2382422,223954
tt2510434,258193
tt3419894,281298
tt2567038,305127
tt3643208,264170
tt1965162,256969
tt2547210,213927
tt3294200,294741
tt2548208,298093
tt2526846,298445
tt2062622,245685
tt2428170,250574
tt2326574,279914
tt3128900,261037
tt2245151,277702
tt3521134,267480
tt2198241,241765
tt4157220,295799
tt2359307,268321
tt3242756,339992
tt2368635,266040
tt2066048,256690
tt3098874,286987
tt2494384,251321
tt3699508,285423
tt3297792,281778
tt2992552,260063
tt2505294,271185
tt3279176,277688
tt2758890,197696
tt2246565,262481
tt2006753,256766
tt3468260,251768
tt1762233,301056
tt2027136,146229
tt2717318,259453
tt2403393,266102
tt3106120,226140
tt2392810,266084
tt2437548,261820
tt1837613,297265
tt4050552,317182
tt2560102,248212
tt2165765,287524
tt2179936,271467
tt3784160,294959
tt4679082,341747
tt3347518,266353
tt2582426,278632
tt2027231,206192
tt2404583,258251
tt3766424,273641
tt2251281,300467
tt3042626,280922
tt2707848,221667
tt3069212,331727
tt2381046,244562
tt3593120,288445
tt2781516,262840
tt2597242,254188
tt3970482,290382
tt3082826,253270
tt3461828,273621
tt2714380,280002
tt3384904,256284
tt3576038,261041
tt3120054,253283
tt1864405,244580
tt1640718,283161
tt3723996,269711
tt3743126,284711
tt3433074,262340
tt3093546,251736
tt2088745,266442
tt2962876,228108
tt3696720,312497
tt2593224,267804
tt2219210,286657
tt3264102,256876
tt3326366,246743
tt2950236,282248
tt2752688,222649
tt3279124,250761
tt3974790,287703
tt2258285,254772
tt1837574,277237
tt3534842,296626
tt3244992,257451
tt3754976,285841
tt1718915,285838
tt2490004,260535
tt3034594,279973
tt3973198,374430
tt2996684,274626
tt3079016,253287
tt3203290,256561
tt2398249,180296
tt2713642,288154
tt4007494,292985
tt3038142,274899
tt3302820,282297
tt3449040,279661
tt3139538,272602
tt2390283,287935
tt3801438,300441
tt2611026,263510
tt2474310,254005
tt3382842,268508
tt2199251,254047
tt3718778,409696
tt2593392,250643
tt2574698,250551
tt2245171,250230
tt3087752,267795
tt2955096,244534
tt2914762,249926
tt2414822,251979
tt4085696,298931
tt1698647,279828
tt2751310,295315
tt1958043,293572
tt2210781,261768
tt3659786,295144
tt3499424,277594
tt3546370,276137
tt3116154,258152
tt3138192,289239
tt2761630,242754
tt3399112,250665
tt2483208,255278
tt2106529,113091
tt2290739,220471
tt3107070,285270
tt3024964,296370
tt3958494,289333
tt3823690,308571
tt2992524,288463
tt3441700,250114
tt2724236,305276
tt3455822,290802
tt3445270,250700
tt3290276,253046
tt2821314,292607
tt3890264,284298
tt2043865,252444
tt3509114,264555
tt3145220,242083
tt3214248,298935
tt3995006,299729
tt3569356,292483
tt3675568,288789
tt3202670,265964
tt3097084,251227
tt3288290,250578
tt2208568,290336
tt3715406,284470
tt2815072,265018
tt3495000,287767
tt3144600,277231
tt4075578,306963
tt3090634,283330
tt1327601,260947
tt2048824,297462
tt3532608,256273
tt3554418,291157
tt1942971,147778
tt1270114,294690
tt2226495,256347
tt3375370,278878
tt2244889,276729
tt3578504,267872
tt2785390,276918
tt2304459,295588
tt2938416,275657
tt3949586,296244
tt3480164,288587
tt3481550,263111
tt4079776,297098
tt2174896,250777
tt3549508,256503
tt4217172,301235
tt1791681,286372
tt2551396,276922
tt3239442,267463
tt3922754,300900
tt3134058,286256
tt2167266,203819
tt3576060,264166
tt2555268,169760
tt3164198,261857
tt3804556,289339
tt3145422,347520
tt2967006,242088
tt3399916,283322
tt3001638,284288
tt2304915,250798
tt4127138,298077
tt3788052,298533
tt3263996,250666
tt3484800,314065
tt3017412,303281
tt3701804,291155
tt3626804,291343
tt1757800,250769
tt2726270,298653
tt2664838,286101
tt2762334,262903
tt2171902,250745
tt2925642,245158
tt3966544,279992
tt3380264,296690
tt3249478,320420
tt3157224,309049
tt3142688,283201
tt3785068,283559
tt3511812,273997
tt3678938,276928
tt3546114,286817
tt2548738,250668
tt2966760,258614
tt3997238,288301
tt0076759,11
tt0076752,691
tt0076618,11319
tt0075686,703
tt0076538,11114
tt0075860,840
tt0075784,5902
tt0076363,250480
tt0076137,14140
tt0076716,11940
tt0076175,25388
tt0076666,11009
tt0076141,12535
tt0076729,11006
tt0076578,5205
tt0076070,17689
tt0074695,10839
tt0076451,12637
tt0076723,11590
tt0075968,19067
tt0076245,42222
tt0075704,49126
tt0076009,11586
tt0075648,7227
tt0076221,11834
tt0074486,985
tt0076637,21948
tt0074896,26842
tt0077687,1362
tt0074853,4199
tt0075765,50374
tt0075807,14612
tt0076686,47474
tt0076915,47914
tt0076504,12707
tt0076740,38985
tt0076299,72277
tt0076489,24032
tt0075612,41662
tt0076271,30315
tt0075809,24655
tt0076929,16220
tt0076636,10670
tt0077681,12262
tt0075931,18775
tt0076257,11598
tt0076210,26932
tt0077914,26517
tt0075925,20416
tt0075989,42218
tt0075913,64976
tt0076683,18196
tt0076095,14741
tt0079672,33665
tt0076590,29437
tt0076704,26680
tt0075988,20785
tt0499549,19995
tt0361748,16869
tt0834001,12437
tt0417741,767
tt1049413,14160
tt0796366,13475
tt0438488,534
tt1136608,17654
tt0988045,10528
tt1022603,19913
tt1080016,8355
tt1119646,18785
tt0409459,13183
tt1190080,14161
tt0472033,12244
tt0808151,13448
tt0780521,10198
tt0878804,22881
tt1156398,19908
tt1259571,18239
tt1001508,10184
tt1046173,14869
tt1041829,18240
tt0838232,15159
tt1142988,20943
tt0844471,22794
tt0432283,10315
tt0327597,14836
tt1078912,18360
tt0974661,16996
tt1067106,17979
tt1205535,24122
tt0380510,7980
tt1114740,14560
tt1028532,28178
tt1197624,22803
tt0362478,22825
tt1121931,15092
tt1188729,19898
tt1216516,25475
tt1127180,16871
tt1017460,37707
tt0448011,13811
tt1182345,17431
tt0436339,19585
tt1276434,19824
tt1111422,18487
tt1058017,23082
tt1093908,20048
tt0821640,12556
tt1034032,18501
tt1150934,19543
tt0485947,31011
tt1078940,19899
tt0765010,7445
tt0898367,20766
tt0892782,15512
tt1232776,24469
tt1135503,24803
tt1352824,28211
tt1152836,11322
tt1526300,25472
tt1131734,19994
tt1148204,21208
tt0881891,23706
tt1144884,19912
tt1231580,23398
tt0838247,36419
tt0901476,10521
tt0929632,25793
tt0473705,16995
tt1139668,13788
tt0808399,12572
tt1155056,16538
tt1130080,11323
tt1075417,13836
tt0795351,28355
tt1131729,18947
tt1261978,23823
tt0433362,19901
tt0452694,24420
tt0489049,13532
tt0870984,17609
tt1031241,49391
tt0899106,25643
tt0465580,13455
tt1210042,26390
tt1233227,22804
tt0962736,18320
tt1019452,12573
tt0971209,12403
tt1186370,19918
tt0365929,22787
tt0815245,14254
tt1032819,17740
tt1045772,8952
tt1191111,34647
tt1315981,34653
tt1160368,17134
tt1300853,15809
tt1187043,20453
tt1055369,8373
tt1234548,10313
tt1178663,19265
tt1186367,22832
tt0976222,23367
tt0386117,16523
tt1230414,22897
tt0874271,28891
tt1234541,16258
tt1032815,19840
tt0403702,22327
tt0457400,18162
tt1057500,22954
tt0762125,16866
tt1235124,23488
tt0492044,18781
tt1407050,26123
tt1384590,17445
tt0471041,24056
tt1045778,17610
tt0808526,39800
tt1235796,38448
tt0765128,36970
tt1179891,14435
tt0940657,26505
tt1286130,105077
tt1014762,62320
tt0976238,22949
tt1212974,26715
tt1186830,26428
tt0978762,24238
tt1300851,22821
tt1095217,11699
tt1054606,8054
tt0892767,18476
tt0913354,4597
tt0806203,25769
tt1258120,30432
tt1263800,45781
tt1319746,37269
tt0450405,24418
,15257
tt1151359,12834
tt1174732,24684
tt1201167,20829
tt0437405,39414
tt1193138,22947
tt0375568,16577
tt0963178,4959
tt1187064,26466
tt1085779,45650
tt1288403,28510
tt1013752,13804
tt1323605,44028
tt1320352,45806
tt1232207,22074
tt0758751,19851
tt1112782,14979
tt0374569,8880
tt1311067,24150
tt1472059,25833
tt1197628,16991
tt1251757,38842
tt1114677,18126
tt1082601,17336
tt1247640,15357
tt1186788,18131
tt0775552,20856
