tconst,Year,IMDb rating,Movie title,Staff name,dir_mov,dir_mov_set
tt0026752,1935,7.7,Mutiny on the Bounty,Frank Lloyd,Mutiny on the Bounty Frank Lloyd,"frozenset({'on', 'Frank', 'Mutiny', 'Lloyd', 'the', 'Bounty'})"
tt0026778,1935,7.8,A Night at the Opera,Sam Wood Edmund Goulding,A Night at the Opera Sam Wood Edmund Goulding,"frozenset({'Edmund', 'Night', 'Sam', 'at', 'A', 'Goulding', 'the', 'Opera', 'Wood'})"
tt0027125,1935,7.7,Top Hat,Mark Sandrich,Top Hat Mark Sandrich,"frozenset({'Top', 'Hat', 'Mark', 'Sandrich'})"
tt0027260,1936,7.6,After the Thin Man,W.S. Van Dyke,After the Thin Man W.S. Van Dyke,"frozenset({'Man', 'Dyke', 'W.S.', 'Van', 'After', 'Thin', 'the'})"
tt0027532,1936,7.8,Dodsworth,William Wyler,Dodsworth William Wyler,"frozenset({'Dodsworth', 'Wyler', 'William'})"
tt0027545,1936,6.3,Dracula's Daughter,Lambert Hillyer,Dracula's Daughter Lambert Hillyer,"frozenset({'Hillyer', ""Dracula's"", 'Lambert', 'Daughter'})"
tt0027698,1936,6.7,The Great Ziegfeld,Robert Z. Leonard,The Great Ziegfeld Robert Z. Leonard,"frozenset({'Leonard', 'Great', 'Robert', 'Z.', 'Ziegfeld', 'The'})"
tt0027884,1936,7.8,Libeled Lady,Jack Conway,Libeled Lady Jack Conway,"frozenset({'Jack', 'Libeled', 'Conway', 'Lady'})"
tt0027996,1936,7.8,Mr. Deeds Goes to Town,Frank Capra,Mr. Deeds Goes to Town Frank Capra,"frozenset({'to', 'Frank', 'Mr.', 'Deeds', 'Goes', 'Capra', 'Town'})"
tt0028010,1936,8.0,My Man Godfrey,Gregory La Cava,My Man Godfrey Gregory La Cava,"frozenset({'Man', 'My', 'Cava', 'Godfrey', 'La', 'Gregory'})"
tt0028096,1936,7.5,The Petrified Forest,Archie Mayo,The Petrified Forest Archie Mayo,"frozenset({'Forest', 'Mayo', 'Archie', 'The', 'Petrified'})"
tt0028212,1936,7.0,Sabotage,Alfred Hitchcock,Sabotage Alfred Hitchcock,"frozenset({'Sabotage', 'Alfred', 'Hitchcock'})"
tt0028231,1936,6.4,Secret Agent,Alfred Hitchcock,Secret Agent Alfred Hitchcock,"frozenset({'Alfred', 'Agent', 'Secret', 'Hitchcock'})"
tt0028333,1936,7.5,Swing Time,George Stevens,Swing Time George Stevens,"frozenset({'George', 'Time', 'Swing', 'Stevens'})"
tt0028346,1936,3.7,Reefer Madness,Louis J. Gasnier,Reefer Madness Louis J. Gasnier,"frozenset({'Madness', 'Gasnier', 'Louis', 'Reefer', 'J.'})"
tt0028358,1936,6.6,Things to Come,William Cameron Menzies,Things to Come William Cameron Menzies,"frozenset({'to', 'Things', 'Menzies', 'Come', 'William', 'Cameron'})"
tt0028597,1937,7.7,The Awful Truth,Leo McCarey,The Awful Truth Leo McCarey,"frozenset({'Awful', 'McCarey', 'Truth', 'The', 'Leo'})"
tt0028683,1936,7.3,Camille,George Cukor,Camille George Cukor,"frozenset({'George', 'Camille', 'Cukor'})"
tt0028691,1937,8.0,Captains Courageous,Victor Fleming,Captains Courageous Victor Fleming,"frozenset({'Courageous', 'Captains', 'Victor', 'Fleming'})"
tt0028772,1937,7.5,A Day at the Races,Sam Wood,A Day at the Races Sam Wood,"frozenset({'Sam', 'Wood', 'at', 'A', 'Races', 'the', 'Day'})"
tt0028950,1937,8.1,The Grand Illusion,Jean Renoir,The Grand Illusion Jean Renoir,"frozenset({'Illusion', 'Jean', 'Renoir', 'The', 'Grand'})"
tt0029146,1937,7.2,The Life of Emile Zola,William Dieterle,The Life of Emile Zola William Dieterle,"frozenset({'of', 'Zola', 'Life', 'Dieterle', 'The', 'Emile', 'William'})"
tt0029162,1937,7.6,Lost Horizon,Frank Capra,Lost Horizon Frank Capra,"frozenset({'Horizon', 'Frank', 'Capra', 'Lost'})"
tt0029192,1937,8.2,Make Way for Tomorrow,Leo McCarey,Make Way for Tomorrow Leo McCarey,"frozenset({'Way', 'for', 'McCarey', 'Tomorrow', 'Make', 'Leo'})"
tt0029284,1940,7.3,My Favorite Wife,Garson Kanin,My Favorite Wife Garson Kanin,"frozenset({'My', 'Favorite', 'Garson', 'Kanin', 'Wife'})"
tt0029322,1937,6.9,Nothing Sacred,William A. Wellman,Nothing Sacred William A. Wellman,"frozenset({'Wellman', 'Nothing', 'A.', 'William', 'Sacred'})"
tt0029453,1937,7.7,Pépé le Moko,Julien Duvivier,Pépé le Moko Julien Duvivier,"frozenset({'Julien', 'le', 'Moko', 'Duvivier', 'Pépé'})"
tt0029546,1937,7.5,Shall We Dance,Mark Sandrich,Shall We Dance Mark Sandrich,"frozenset({'Sandrich', 'Mark', 'Dance', 'We', 'Shall'})"
tt0029583,1937,7.6,Snow White and the Seven Dwarfs,Ben Sharpsteen William Cottrell David Hand Wilfred Jackson Larry Morey Perce Pearce,Snow White and the Seven Dwarfs Ben Sharpsteen William Cottrell David Hand Wilfred Jackson Larry Morey Perce Pearce,"frozenset({'and', 'Pearce', 'Sharpsteen', 'Larry', 'Jackson', 'White', 'Seven', 'Morey', 'Cottrell', 'David', 'Ben', 'William', 'Hand', 'Dwarfs', 'Wilfred', 'the', 'Perce', 'Snow'})"
tt0029604,1937,7.7,Stage Door,Gregory La Cava,Stage Door Gregory La Cava,"frozenset({'Stage', 'Cava', 'Door', 'La', 'Gregory'})"
tt0029606,1937,7.3,A Star Is Born,William A. Wellman Jack Conway Victor Fleming,A Star Is Born William A. Wellman Jack Conway Victor Fleming,"frozenset({'Wellman', 'Conway', 'Victor', 'Born', 'Fleming', 'Star', 'A.', 'William', 'Jack', 'A', 'Is'})"
tt0029682,1937,7.2,Topper,Norman Z. McLeod,Topper Norman Z. McLeod,"frozenset({'Z.', 'Norman', 'McLeod', 'Topper'})"
tt0029747,1937,7.6,Way Out West,James W. Horne,Way Out West James W. Horne,"frozenset({'Out', 'Way', 'W.', 'James', 'Horne', 'West'})"
tt0029811,1937,6.8,Young and Innocent,Alfred Hitchcock,Young and Innocent Alfred Hitchcock,"frozenset({'and', 'Hitchcock', 'Alfred', 'Innocent', 'Young'})"
tt0029843,1938,7.9,The Adventures of Robin Hood,Michael Curtiz William Keighley,The Adventures of Robin Hood Michael Curtiz William Keighley,"frozenset({'Michael', 'Curtiz', 'of', 'Hood', 'Adventures', 'Keighley', 'The', 'William', 'Robin'})"
tt0029850,1938,7.5,Alexander Nevsky,Sergei Eisenstein Dmitriy Vasilev,Alexander Nevsky Sergei Eisenstein Dmitriy Vasilev,"frozenset({'Vasilev', 'Alexander', 'Eisenstein', 'Nevsky', 'Dmitriy', 'Sergei'})"
tt0029947,1938,7.8,Bringing Up Baby,Howard Hawks,Bringing Up Baby Howard Hawks,"frozenset({'Up', 'Bringing', 'Hawks', 'Howard', 'Baby'})"
tt0029957,1938,7.5,La Bête Humaine,Jean Renoir,La Bête Humaine Jean Renoir,"frozenset({'Jean', 'Bête', 'Renoir', 'Humaine', 'La'})"
tt0029992,1938,7.5,A Christmas Carol,Edwin L. Marin,A Christmas Carol Edwin L. Marin,"frozenset({'Marin', 'Christmas', 'Carol', 'L.', 'A', 'Edwin'})"
tt0030241,1938,7.7,Holiday,George Cukor,Holiday George Cukor,"frozenset({'Holiday', 'Cukor', 'George'})"
tt0030287,1938,7.4,Jezebel,William Wyler,Jezebel William Wyler,"frozenset({'Wyler', 'Jezebel', 'William'})"
tt0030341,1938,7.8,The Lady Vanishes,Alfred Hitchcock,The Lady Vanishes Alfred Hitchcock,"frozenset({'Hitchcock', 'Vanishes', 'Alfred', 'The', 'Lady'})"
tt0030637,1938,7.8,Pygmalion,Anthony Asquith,Pygmalion Anthony Asquith,"frozenset({'Pygmalion', 'Asquith', 'Anthony'})"
tt0030643,1938,7.7,Port of Shadows,Marcel Carné,Port of Shadows Marcel Carné,"frozenset({'Port', 'of', 'Shadows', 'Marcel', 'Carné'})"
tt0030993,1938,7.8,You Can't Take It with You,Frank Capra,You Can't Take It with You Frank Capra,"frozenset({'Frank', 'Take', 'You', 'with', 'Capra', 'It', ""Can't""})"
tt0031022,1939,7.3,The Adventures of Sherlock Holmes,Alfred L. Werker,The Adventures of Sherlock Holmes Alfred L. Werker,"frozenset({'Holmes', 'Sherlock', 'of', 'Alfred', 'Adventures', 'Werker', 'The', 'L.'})"
tt0031047,1939,7.4,Another Thin Man,W.S. Van Dyke,Another Thin Man W.S. Van Dyke,"frozenset({'Man', 'Dyke', 'W.S.', 'Van', 'Another', 'Thin'})"
tt0031060,1939,6.8,At the Circus,Edward Buzzell,At the Circus Edward Buzzell,"frozenset({'At', 'Edward', 'Buzzell', 'Circus', 'the'})"
tt0031088,1939,7.6,Beau Geste,William A. Wellman,Beau Geste William A. Wellman,"frozenset({'Wellman', 'Beau', 'A.', 'William', 'Geste'})"
tt0031210,1939,7.5,Dark Victory,Edmund Goulding,Dark Victory Edmund Goulding,"frozenset({'Goulding', 'Edmund', 'Victory', 'Dark'})"
tt0031225,1939,7.6,Destry Rides Again,George Marshall,Destry Rides Again George Marshall,"frozenset({'Marshall', 'Destry', 'George', 'Again', 'Rides'})"
tt0031252,1939,7.0,Drums Along the Mohawk,John Ford,Drums Along the Mohawk John Ford,"frozenset({'John', 'Along', 'Mohawk', 'Ford', 'Drums', 'the'})"
tt0031334,1939,7.5,The Four Feathers,Zoltan Korda,The Four Feathers Zoltan Korda,"frozenset({'Korda', 'Feathers', 'Zoltan', 'Four', 'The'})"
tt0031381,1939,8.2,Gone with the Wind,Victor Fleming George Cukor Sam Wood,Gone with the Wind Victor Fleming George Cukor Sam Wood,"frozenset({'Victor', 'Gone', 'Sam', 'Fleming', 'George', 'Wood', 'with', 'Cukor', 'the', 'Wind'})"
tt0031385,1939,7.9,"Goodbye, Mr. Chips",Sam Wood Sidney Franklin,"Goodbye, Mr. Chips Sam Wood Sidney Franklin","frozenset({'Sam', 'Goodbye,', 'Mr.', 'Sidney', 'Franklin', 'Chips', 'Wood'})"
tt0031398,1939,7.2,Gunga Din,George Stevens,Gunga Din George Stevens,"frozenset({'George', 'Gunga', 'Din', 'Stevens'})"
tt0031448,1939,7.4,The Hound of the Baskervilles,Sidney Lanfield,The Hound of the Baskervilles Sidney Lanfield,"frozenset({'of', 'Sidney', 'Hound', 'Baskervilles', 'The', 'Lanfield', 'the'})"
tt0031455,1939,7.8,The Hunchback of Notre Dame,William Dieterle,The Hunchback of Notre Dame William Dieterle,"frozenset({'Hunchback', 'Notre', 'of', 'Dieterle', 'The', 'William', 'Dame'})"
tt0031505,1939,6.3,Jamaica Inn,Alfred Hitchcock,Jamaica Inn Alfred Hitchcock,"frozenset({'Jamaica', 'Hitchcock', 'Alfred', 'Inn'})"
tt0031514,1939,7.7,Le Jour Se Leve,Marcel Carné,Le Jour Se Leve Marcel Carné,"frozenset({'Leve', 'Marcel', 'Se', 'Jour', 'Le', 'Carné'})"
tt0031679,1939,8.1,Mr. Smith Goes to Washington,Frank Capra,Mr. Smith Goes to Washington Frank Capra,"frozenset({'to', 'Frank', 'Mr.', 'Goes', 'Washington', 'Capra', 'Smith'})"
tt0031725,1939,7.8,Ninotchka,Ernst Lubitsch,Ninotchka Ernst Lubitsch,"frozenset({'Ninotchka', 'Lubitsch', 'Ernst'})"
tt0031742,1939,7.9,Of Mice and Men,Lewis Milestone,Of Mice and Men Lewis Milestone,"frozenset({'and', 'Milestone', 'Men', 'Mice', 'Lewis', 'Of'})"
tt0031762,1939,7.6,Only Angels Have Wings,Howard Hawks,Only Angels Have Wings Howard Hawks,"frozenset({'Only', 'Hawks', 'Angels', 'Wings', 'Howard', 'Have'})"
tt0031885,1939,7.9,The Rules of the Game,Jean Renoir,The Rules of the Game Jean Renoir,"frozenset({'Jean', 'Renoir', 'Game', 'of', 'The', 'Rules', 'the'})"
tt0031951,1939,7.1,Son of Frankenstein,Rowland V. Lee,Son of Frankenstein Rowland V. Lee,"frozenset({'Rowland', 'Frankenstein', 'Lee', 'of', 'V.', 'Son'})"
tt0031971,1939,7.8,Stagecoach,John Ford,Stagecoach John Ford,"frozenset({'Stagecoach', 'Ford', 'John'})"
tt0032138,1939,8.1,The Wizard of Oz,King Vidor Victor Fleming George Cukor Mervyn LeRoy Norman Taurog Richard Thorpe,The Wizard of Oz King Vidor Victor Fleming George Cukor Mervyn LeRoy Norman Taurog Richard Thorpe,"frozenset({'Victor', 'Oz', 'Vidor', 'Wizard', 'Taurog', 'Fleming', 'George', 'of', 'Mervyn', 'Norman', 'LeRoy', 'The', 'Richard', 'Cukor', 'Thorpe', 'King'})"
tt0032143,1939,7.7,The Women,George Cukor,The Women George Cukor,"frozenset({'George', 'The', 'Cukor', 'Women'})"
tt0032145,1939,7.5,Wuthering Heights,William Wyler,Wuthering Heights William Wyler,"frozenset({'Wyler', 'Wuthering', 'Heights', 'William'})"
tt0032155,1939,7.5,Young Mr. Lincoln,John Ford,Young Mr. Lincoln John Ford,"frozenset({'Mr.', 'Lincoln', 'Ford', 'Young', 'John'})"
tt0032234,1940,7.1,The Bank Dick,Edward F. Cline,The Bank Dick Edward F. Cline,"frozenset({'Bank', 'Cline', 'Dick', 'Edward', 'The', 'F.'})"
tt0032455,1940,7.7,Fantasia,Jim Handley James Algar Samuel Armstrong Ford Beebe Jr. Norman Ferguson David Hand,Fantasia Jim Handley James Algar Samuel Armstrong Ford Beebe Jr. Norman Ferguson David Hand,"frozenset({'Jim', 'Beebe', 'Armstrong', 'Norman', 'Ferguson', 'Algar', 'Samuel', 'James', 'David', 'Hand', 'Ford', 'Fantasia', 'Jr.', 'Handley'})"
tt0032484,1940,7.5,Foreign Correspondent,Alfred Hitchcock,Foreign Correspondent Alfred Hitchcock,"frozenset({'Alfred', 'Foreign', 'Correspondent', 'Hitchcock'})"
tt0032551,1940,8.1,The Grapes of Wrath,John Ford,The Grapes of Wrath John Ford,"frozenset({'Wrath', 'of', 'The', 'Ford', 'Grapes', 'John'})"
tt0032599,1940,7.8,His Girl Friday,Howard Hawks,His Girl Friday Howard Hawks,"frozenset({'Hawks', 'Girl', 'His', 'Howard', 'Friday'})"
tt0032762,1940,7.5,The Mark of Zorro,Rouben Mamoulian,The Mark of Zorro Rouben Mamoulian,"frozenset({'of', 'Mark', 'Mamoulian', 'The', 'Rouben', 'Zorro'})"
tt0032904,1940,7.9,The Philadelphia Story,George Cukor,The Philadelphia Story George Cukor,"frozenset({'George', 'Story', 'The', 'Philadelphia', 'Cukor'})"
tt0032910,1940,7.5,Pinocchio,Bill Roberts Norman Ferguson T. Hee Wilfred Jackson Jack Kinney Hamilton Luske,Pinocchio Bill Roberts Norman Ferguson T. Hee Wilfred Jackson Jack Kinney Hamilton Luske,"frozenset({'Jack', 'Roberts', 'Pinocchio', 'Hamilton', 'Luske', 'Norman', 'Ferguson', 'Bill', 'Kinney', 'Wilfred', 'Jackson', 'T.', 'Hee'})"
tt0032943,1940,7.4,Pride and Prejudice,Robert Z. Leonard,Pride and Prejudice Robert Z. Leonard,"frozenset({'and', 'Pride', 'Leonard', 'Robert', 'Z.', 'Prejudice'})"
tt0033028,1940,7.6,The Sea Hawk,Michael Curtiz,The Sea Hawk Michael Curtiz,"frozenset({'Michael', 'Curtiz', 'The', 'Hawk', 'Sea'})"
tt0033045,1940,8.0,The Shop Around the Corner,Ernst Lubitsch,The Shop Around the Corner Ernst Lubitsch,"frozenset({'Around', 'Shop', 'Ernst', 'Lubitsch', 'The', 'Corner', 'the'})"
tt0033152,1940,7.4,The Thief of Bagdad,William Cameron Menzies Ludwig Berger Michael Powell Tim Whelan Alexander Korda Zoltan Korda,The Thief of Bagdad William Cameron Menzies Ludwig Berger Michael Powell Tim Whelan Alexander Korda Zoltan Korda,"frozenset({'Korda', 'Michael', 'Menzies', 'Ludwig', 'of', 'Thief', 'Zoltan', 'Bagdad', 'Tim', 'Alexander', 'The', 'William', 'Powell', 'Berger', 'Whelan', 'Cameron'})"
tt0033238,1940,7.7,Waterloo Bridge,Mervyn LeRoy,Waterloo Bridge Mervyn LeRoy,"frozenset({'LeRoy', 'Bridge', 'Waterloo', 'Mervyn'})"
tt0033253,1940,7.3,The Westerner,William Wyler,The Westerner William Wyler,"frozenset({'Wyler', 'The', 'Westerner', 'William'})"
tt0033373,1941,7.7,Ball of Fire,Howard Hawks,Ball of Fire Howard Hawks,"frozenset({'Hawks', 'of', 'Howard', 'Ball', 'Fire'})"
tt0033553,1941,6.8,Dr. Jekyll and Mr. Hyde,Victor Fleming,Dr. Jekyll and Mr. Hyde Victor Fleming,"frozenset({'Victor', 'and', 'Jekyll', 'Fleming', 'Mr.', 'Dr.', 'Hyde'})"
tt0033563,1941,7.2,Dumbo,Ben Sharpsteen Samuel Armstrong Norman Ferguson Wilfred Jackson Jack Kinney Bill Roberts,Dumbo Ben Sharpsteen Samuel Armstrong Norman Ferguson Wilfred Jackson Jack Kinney Bill Roberts,"frozenset({'Jack', 'Roberts', 'Sharpsteen', 'Armstrong', 'Norman', 'Ferguson', 'Samuel', 'Bill', 'Kinney', 'Ben', 'Wilfred', 'Dumbo', 'Jackson'})"
tt0033627,1941,7.3,49th Parallel,Michael Powell,49th Parallel Michael Powell,"frozenset({'Parallel', '49th', 'Michael', 'Powell'})"
tt0033712,1941,7.6,Here Comes Mr. Jordan,Alexander Hall,Here Comes Mr. Jordan Alexander Hall,"frozenset({'Here', 'Hall', 'Mr.', 'Comes', 'Alexander', 'Jordan'})"
tt0033717,1941,7.5,High Sierra,Raoul Walsh,High Sierra Raoul Walsh,"frozenset({'Raoul', 'High', 'Sierra', 'Walsh'})"
tt0033729,1941,7.7,How Green Was My Valley,John Ford,How Green Was My Valley John Ford,"frozenset({'Was', 'My', 'Valley', 'Green', 'How', 'Ford', 'John'})"
tt0033804,1941,7.7,The Lady Eve,Preston Sturges,The Lady Eve Preston Sturges,"frozenset({'Sturges', 'The', 'Lady', 'Eve', 'Preston'})"
tt0033836,1941,7.9,The Little Foxes,William Wyler,The Little Foxes William Wyler,"frozenset({'Foxes', 'Little', 'Wyler', 'The', 'William'})"
tt0033874,1942,7.5,The Man Who Came to Dinner,William Keighley,The Man Who Came to Dinner William Keighley,"frozenset({'Man', 'to', 'Dinner', 'Keighley', 'The', 'William', 'Who', 'Came'})"
tt0033891,1941,7.6,Meet John Doe,Frank Capra,Meet John Doe Frank Capra,"frozenset({'Frank', 'Meet', 'Doe', 'Capra', 'John'})"
tt0033922,1941,6.3,Mr. & Mrs. Smith,Alfred Hitchcock,Mr. & Mrs. Smith Alfred Hitchcock,"frozenset({'Hitchcock', 'Mrs.', 'Mr.', 'Alfred', '&', 'Smith'})"
tt0034012,1941,7.1,Penny Serenade,George Stevens,Penny Serenade George Stevens,"frozenset({'Serenade', 'Penny', 'George', 'Stevens'})"
tt0034167,1941,7.7,Sergeant York,Howard Hawks,Sergeant York Howard Hawks,"frozenset({'Sergeant', 'York', 'Howard', 'Hawks'})"
tt0034172,1941,7.2,Shadow of the Thin Man,W.S. Van Dyke,Shadow of the Thin Man W.S. Van Dyke,"frozenset({'Man', 'Dyke', 'of', 'W.S.', 'Van', 'Shadow', 'Thin', 'the'})"
tt0034240,1941,7.9,Sullivan's Travels,Preston Sturges,Sullivan's Travels Preston Sturges,"frozenset({'Sturges', ""Sullivan's"", 'Preston', 'Travels'})"
tt0034277,1941,7.2,They Died with Their Boots On,Raoul Walsh,They Died with Their Boots On Raoul Walsh,"frozenset({'Raoul', 'They', 'Walsh', 'Their', 'On', 'Died', 'with', 'Boots'})"
tt0034398,1941,7.2,The Wolf Man,George Waggner,The Wolf Man George Waggner,"frozenset({'Man', 'George', 'The', 'Waggner', 'Wolf'})"
tt0034492,1942,7.3,Bambi,Paul Satterfield James Algar Samuel Armstrong David Hand Graham Heid Bill Roberts,Bambi Paul Satterfield James Algar Samuel Armstrong David Hand Graham Heid Bill Roberts,"frozenset({'Roberts', 'Paul', 'Armstrong', 'Algar', 'Bambi', 'Samuel', 'James', 'David', 'Hand', 'Bill', 'Graham', 'Satterfield', 'Heid'})"
tt0034583,1942,8.5,Casablanca,Michael Curtiz,Casablanca Michael Curtiz,"frozenset({'Curtiz', 'Michael', 'Casablanca'})"
tt0034587,1942,7.2,Cat People,Jacques Tourneur,Cat People Jacques Tourneur,"frozenset({'Jacques', 'Tourneur', 'Cat', 'People'})"
tt0034786,1942,6.1,The Ghost of Frankenstein,Erle C. Kenton,The Ghost of Frankenstein Erle C. Kenton,"frozenset({'Frankenstein', 'of', 'Erle', 'C.', 'The', 'Kenton', 'Ghost'})"
tt0034862,1942,7.3,Holiday Inn,Mark Sandrich Robert Allen,Holiday Inn Mark Sandrich Robert Allen,"frozenset({'Sandrich', 'Inn', 'Robert', 'Mark', 'Holiday', 'Allen'})"
tt0034881,1942,7.1,I Married a Witch,René Clair,I Married a Witch René Clair,"frozenset({'Clair', 'René', 'Married', 'I', 'Witch', 'a'})"
tt0035015,1942,7.6,The Magnificent Ambersons,Orson Welles Fred Fleck Robert Wise,The Magnificent Ambersons Orson Welles Fred Fleck Robert Wise,"frozenset({'Robert', 'Ambersons', 'Fred', 'Fleck', 'The', 'Orson', 'Wise', 'Welles', 'Magnificent'})"
tt0035019,1942,7.4,The Major and the Minor,Billy Wilder,The Major and the Minor Billy Wilder,"frozenset({'and', 'Billy', 'Major', 'Wilder', 'The', 'the', 'Minor'})"
tt0035093,1942,7.6,Mrs. Miniver,William Wyler,Mrs. Miniver William Wyler,"frozenset({'Wyler', 'William', 'Miniver', 'Mrs.'})"
tt0035140,1942,7.9,"Now, Voyager",Irving Rapper,"Now, Voyager Irving Rapper","frozenset({'Irving', 'Rapper', 'Voyager', 'Now,'})"
tt0035160,1943,7.6,Obsession,Luchino Visconti,Obsession Luchino Visconti,"frozenset({'Visconti', 'Luchino', 'Obsession'})"
tt0035169,1942,7.5,The Palm Beach Story,Preston Sturges,The Palm Beach Story Preston Sturges,"frozenset({'Beach', 'Sturges', 'Story', 'The', 'Palm', 'Preston'})"
tt0035211,1942,7.6,The Pride of the Yankees,Sam Wood,The Pride of the Yankees Sam Wood,"frozenset({'Pride', 'Sam', 'Yankees', 'of', 'The', 'the', 'Wood'})"
tt0035238,1942,7.9,Random Harvest,Mervyn LeRoy,Random Harvest Mervyn LeRoy,"frozenset({'LeRoy', 'Mervyn', 'Harvest', 'Random'})"
tt0035279,1942,7.1,Saboteur,Alfred Hitchcock,Saboteur Alfred Hitchcock,"frozenset({'Alfred', 'Hitchcock', 'Saboteur'})"
tt0035417,1942,7.5,The Talk of the Town,George Stevens,The Talk of the Town George Stevens,"frozenset({'Stevens', 'George', 'of', 'The', 'Talk', 'the', 'Town'})"
tt0035423,2001,6.4,Kate & Leopold,James Mangold,Kate & Leopold James Mangold,"frozenset({'&', 'Leopold', 'James', 'Kate', 'Mangold'})"
tt0035446,1942,8.2,To Be or Not to Be,Ernst Lubitsch,To Be or Not to Be Ernst Lubitsch,"frozenset({'to', 'To', 'Not', 'Ernst', 'or', 'Lubitsch', 'Be'})"
tt0035567,1942,7.2,Woman of the Year,George Stevens,Woman of the Year George Stevens,"frozenset({'Stevens', 'George', 'of', 'Woman', 'the', 'Year'})"
tt0035575,1942,7.6,Yankee Doodle Dandy,Michael Curtiz,Yankee Doodle Dandy Michael Curtiz,"frozenset({'Doodle', 'Michael', 'Curtiz', 'Dandy', 'Yankee'})"
tt0035753,1943,7.8,Le Corbeau,Henri-Georges Clouzot,Le Corbeau Henri-Georges Clouzot,"frozenset({'Clouzot', 'Corbeau', 'Le', 'Henri-Georges'})"
tt0035884,1943,7.3,Five Graves to Cairo,Billy Wilder,Five Graves to Cairo Billy Wilder,"frozenset({'to', 'Billy', 'Five', 'Graves', 'Wilder', 'Cairo'})"
tt0035896,1943,6.8,For Whom the Bell Tolls,Sam Wood,For Whom the Bell Tolls Sam Wood,"frozenset({'Sam', 'Wood', 'Tolls', 'Whom', 'the', 'Bell', 'For'})"
tt0035899,1943,6.4,Frankenstein Meets the Wolf Man,Roy William Neill,Frankenstein Meets the Wolf Man Roy William Neill,"frozenset({'Man', 'Frankenstein', 'Roy', 'Meets', 'Neill', 'William', 'Wolf', 'the'})"
tt0035979,1943,7.4,Heaven Can Wait,Ernst Lubitsch,Heaven Can Wait Ernst Lubitsch,"frozenset({'Heaven', 'Ernst', 'Can', 'Wait', 'Lubitsch'})"
tt0036027,1943,7.0,I Walked with a Zombie,Jacques Tourneur,I Walked with a Zombie Jacques Tourneur,"frozenset({'Zombie', 'Walked', 'with', 'Jacques', 'I', 'Tourneur', 'a'})"
tt0036112,1943,8.0,The Life and Death of Colonel Blimp,Michael Powell Emeric Pressburger,The Life and Death of Colonel Blimp Michael Powell Emeric Pressburger,"frozenset({'and', 'Emeric', 'Michael', 'Colonel', 'of', 'Life', 'Pressburger', 'The', 'Powell', 'Blimp', 'Death'})"
tt0036172,1943,7.7,The More the Merrier,George Stevens,The More the Merrier George Stevens,"frozenset({'Stevens', 'George', 'Merrier', 'The', 'More', 'the'})"
tt0036244,1942,8.0,The Ox-Bow Incident,William A. Wellman,The Ox-Bow Incident William A. Wellman,"frozenset({'Wellman', 'Incident', 'Ox-Bow', 'A.', 'The', 'William'})"
tt0036261,1943,6.4,Phantom of the Opera,Arthur Lubin,Phantom of the Opera Arthur Lubin,"frozenset({'Lubin', 'of', 'Phantom', 'Arthur', 'the', 'Opera'})"
tt0036323,1943,7.5,Sahara,Zoltan Korda,Sahara Zoltan Korda,"frozenset({'Korda', 'Zoltan', 'Sahara'})"
tt0036341,1943,6.7,The Seventh Victim,Mark Robson,The Seventh Victim Mark Robson,"frozenset({'Mark', 'Victim', 'The', 'Robson', 'Seventh'})"
tt0036377,1943,7.6,The Song of Bernadette,Henry King,The Song of Bernadette Henry King,"frozenset({'of', 'Song', 'The', 'Henry', 'Bernadette', 'King'})"
tt0036506,1943,8.1,Day of Wrath,Carl Theodor Dreyer,Day of Wrath Carl Theodor Dreyer,"frozenset({'Wrath', 'of', 'Theodor', 'Day', 'Dreyer', 'Carl'})"
tt0036613,1944,7.9,Arsenic and Old Lace,Frank Capra,Arsenic and Old Lace Frank Capra,"frozenset({'and', 'Frank', 'Lace', 'Old', 'Arsenic', 'Capra'})"
tt0036733,1944,6.7,The Curse of the Cat People,Gunther von Fritsch Robert Wise,The Curse of the Cat People Gunther von Fritsch Robert Wise,"frozenset({'People', 'of', 'von', 'Robert', 'Gunther', 'The', 'Curse', 'Wise', 'Fritsch', 'Cat', 'the'})"
tt0036818,1944,7.7,The Punch Bowl,Helmut Weiss,The Punch Bowl Helmut Weiss,"frozenset({'Helmut', 'Weiss', 'The', 'Bowl', 'Punch'})"
tt0036855,1944,7.8,Gaslight,George Cukor,Gaslight George Cukor,"frozenset({'George', 'Cukor', 'Gaslight'})"
tt0036868,1946,8.1,The Best Years of Our Lives,William Wyler,The Best Years of Our Lives William Wyler,"frozenset({'Wyler', 'of', 'Our', 'The', 'Lives', 'Best', 'William', 'Years'})"
tt0036872,1944,7.0,Going My Way,Leo McCarey,Going My Way Leo McCarey,"frozenset({'My', 'Way', 'McCarey', 'Going', 'Leo'})"
tt0036931,1944,6.2,House of Frankenstein,Erle C. Kenton,House of Frankenstein Erle C. Kenton,"frozenset({'Frankenstein', 'House', 'of', 'Erle', 'C.', 'Kenton'})"
tt0036969,1943,7.5,Jane Eyre,Robert Stevenson,Jane Eyre Robert Stevenson,"frozenset({'Jane', 'Robert', 'Stevenson', 'Eyre'})"
tt0037017,1944,7.6,Lifeboat,Alfred Hitchcock,Lifeboat Alfred Hitchcock,"frozenset({'Lifeboat', 'Alfred', 'Hitchcock'})"
