level_0,index,tconst,startYear_x,runtimeMinutes_x,genres_x,averageRating,numVotes,primaryTitle,genres,startYear_st,runtimeMinutes_st,averageRating_st,numVotes_st,genre_clean,action,adult,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,fi,history,horror,music,musical,mystery,news,reality,romance,sci,sport,thriller,tv,war,western
7881,139334,tt10344522,2020,100,Drama,6.5,7200.0,Four Good Days,Drama,0.9813084112149504,0.10556621880998081,0.6321839080459771,0.0004519251862165458,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7882,139359,tt10350626,2020,112,"Action,Biography,Drama",5.5,34873.0,Gunjan Saxena: The Kargil Girl,Action,0.9813084112149504,0.1285988483685221,0.517241379310345,0.01088238863756806,"Action , Biography , Drama",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7883,139360,tt10350922,2020,141,"Action,Comedy,Horror",2.6,57454.0,Laxmii,Action,0.9813084112149504,0.18426103646833014,0.1839080459770115,0.01939358349157625,"Action , Comedy , Horror",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7884,139390,tt1035730,2008,131,"Biography,Drama,History",7.0,6679.0,Anonyma - Eine Frau in Berlin,Biography,0.8691588785046704,0.16506717850287905,0.6896551724137933,0.0002555506891199484,"Biography , Drama , History",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,139394,tt1035736,2009,105,"Biography,Drama",6.7,40803.0,Coco Before Chanel,Biography,0.8785046728971935,0.11516314779270632,0.6551724137931035,0.013117514871316282,"Biography , Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7886,139397,tt10358198,2020,116,"Horror,Thriller",4.8,7555.0,The Dinner Party,Horror,0.9813084112149504,0.1362763915547025,0.43678160919540227,0.0005857312255050143,"Horror , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7887,139417,tt10362466,2020,105,"Drama,Romance",5.0,32251.0,After We Collided,Drama,0.9813084112149504,0.11516314779270632,0.4597701149425288,0.009894108538936049,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7888,139443,tt10366460,2021,111,"Comedy,Drama,Music",8.0,129892.0,CODA,Comedy,0.9906542056074734,0.126679462571977,0.8045977011494254,0.046696800037993376,"Comedy , Drama , Music",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7889,139489,tt10370710,2021,128,"Comedy,Drama,Romance",7.8,64173.0,The Worst Person in the World,Comedy,0.9906542056074734,0.15930902111324374,0.781609195402299,0.021926098359123347,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7890,139512,tt1037218,2008,109,Drama,6.8,12586.0,Flashbacks of a Fool,Drama,0.8691588785046704,0.12284069097888677,0.6666666666666667,0.0024820077991959577,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7891,139568,tt1037705,2010,118,"Action,Adventure,Drama",6.8,319114.0,The Book of Eli,Action,0.8878504672897165,0.1401151631477927,0.6666666666666667,0.1180180574076908,"Action , Adventure , Drama",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7892,139577,tt1037850,2007,101,"Drama,Music,Romance",7.5,8778.0,Secret,Drama,0.8598130841121474,0.10748560460652591,0.7471264367816093,0.0010467024538143013,"Drama , Music , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7893,139599,tt1038043,2009,125,"Drama,Romance",6.8,10152.0,Mammoth,Drama,0.8785046728971935,0.15355086372360843,0.6666666666666667,0.001564588363623754,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7894,139637,tt10384744,2019,116,"Adventure,Comedy,Crime",7.2,11035.0,Heroic Losers,Adventure,0.9719626168224273,0.1362763915547025,0.7126436781609197,0.001897407328952536,"Adventure , Comedy , Crime",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7895,139648,tt1038686,2010,100,"Action,Fantasy,Horror",5.2,105860.0,Legion,Action,0.8878504672897165,0.10556621880998081,0.4827586206896552,0.037638696555794854,"Action , Fantasy , Horror",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7896,139666,tt1038919,2010,110,"Action,Comedy,Romance",5.5,128539.0,The Bounty Hunter,Action,0.8878504672897165,0.12476007677543187,0.517241379310345,0.04618682941501507,"Action , Comedy , Romance",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7897,139669,tt1038988,2007,78,"Horror,Mystery,Thriller",7.4,181554.0,REC,Horror,0.8598130841121474,0.06333973128598848,0.7356321839080462,0.06616915947946059,"Horror , Mystery , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7898,139686,tt10393870,2022,121,"Comedy,Drama",6.0,43025.0,Jayeshbhai Jordaar,Comedy,1.0,0.14587332053742802,0.574712643678161,0.013955027601735935,"Comedy , Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7899,139691,tt10394738,2020,97,"Biography,Documentary",7.7,8019.0,I Am Greta,Biography,0.9813084112149504,0.0998080614203455,0.7701149425287358,0.0007606213726313506,"Biography , Documentary",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,139712,tt1039647,2007,104,Documentary,8.2,7780.0,The Union: The Business Behind Getting High,Documentary,0.8598130841121474,0.11324376199616122,0.8275862068965518,0.0006705378701244661,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7901,139755,tt1039960,2007,113,"Comedy,Drama",7.8,7023.0,Estomago: A Gastronomic Story,Comedy,0.8598130841121474,0.1305182341650672,0.781609195402299,0.0003852106257825768,"Comedy , Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7902,139793,tt10403420,2022,138,Horror,6.4,15338.0,Terrifier 2,Horror,1.0,0.17850287907869478,0.6206896551724139,0.0035192872924969866,Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7903,139800,tt10404944,2020,105,"Action,Crime,Thriller",6.9,10790.0,The Stronghold,Action,0.9813084112149504,0.11516314779270632,0.6781609195402301,0.0018050623159224662,"Action , Crime , Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7904,139824,tt10409498,2019,117,"Crime,Drama,Mystery",7.0,6028.0,Only the Animals,Crime,0.9719626168224273,0.1381957773512476,0.6896551724137933,1.017679735433423e-05,"Crime , Drama , Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7905,139893,tt1041829,2009,108,"Comedy,Drama,Romance",6.7,328821.0,The Proposal,Comedy,0.8785046728971935,0.12092130518234163,0.6551724137931035,0.1216768045157842,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7906,139899,tt10418662,2021,96,"Action,Adventure,Drama",4.9,22089.0,Awake,Action,0.9906542056074734,0.0978886756238004,0.4482758620689656,0.006063863549501072,"Action , Adventure , Drama",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7907,139991,tt1042877,2008,109,"Biography,Drama,Music",7.0,22009.0,Cadillac Records,Biography,0.8691588785046704,0.12284069097888677,0.6896551724137933,0.0060337100758586,"Biography , Drama , Music",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7908,140009,tt10431500,2019,132,Drama,8.2,49069.0,Miracle in Cell No. 7,Drama,0.9719626168224273,0.16698656429942416,0.8275862068965518,0.01623312253542468,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7909,140034,tt1043451,2009,141,Drama,6.1,7896.0,Delhi-6,Drama,0.8785046728971935,0.18426103646833014,0.5862068965517242,0.0007142604069060501,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7910,140066,tt1043726,2014,99,"Action,Adventure,Fantasy",4.2,54807.0,The Legend of Hercules,Action,0.9252336448598122,0.1036468330134357,0.36781609195402304,0.018395880432430966,"Action , Adventure , Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7911,140089,tt1043842,2007,105,"Action,Adventure,Animation",7.0,9673.0,Appleseed: Ex Machina,Action,0.8598130841121474,0.11516314779270632,0.6896551724137933,0.0013840444401894544,"Action , Adventure , Animation",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7912,140193,tt10451852,2020,124,"Drama,Fantasy",6.8,8423.0,Nine Days,Drama,0.9813084112149504,0.15163147792706333,0.6666666666666667,0.0009128964145258328,"Drama , Fantasy",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7913,140195,tt10451914,2021,114,"Action,Adventure,Fantasy",5.4,42716.0,Outside the Wire,Action,0.9906542056074734,0.1324376199616123,0.5057471264367818,0.013838559809791888,"Action , Adventure , Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7914,140226,tt1045655,2008,85,"Drama,Horror,Thriller",3.9,9854.0,The Haunting of Molly Hartley,Drama,0.8691588785046704,0.07677543186180423,0.33333333333333337,0.0014522666743055465,"Drama , Horror , Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7915,140227,tt1045658,2012,122,"Comedy,Drama,Romance",7.7,708599.0,Silver Linings Playbook,Comedy,0.9065420560747661,0.14779270633397312,0.7701149425287358,0.2648221284281672,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7916,140231,tt1045670,2008,118,"Comedy,Drama,Romance",7.0,39780.0,Happy-Go-Lucky,Comedy,0.8691588785046704,0.1401151631477927,0.6896551724137933,0.012731927327113174,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7917,140233,tt10456740,2020,92,"Action,Crime,Thriller",6.3,10100.0,Lost Bullet,Action,0.9813084112149504,0.09021113243761995,0.6091954022988506,0.0015449886057561472,"Action , Crime , Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7918,140237,tt10457128,2020,101,"Drama,Romance",6.9,10074.0,Summer of 85,Drama,0.9813084112149504,0.10748560460652591,0.6781609195402301,0.001535188726822344,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7919,140246,tt1045772,2009,102,"Biography,Comedy,Crime",6.6,96454.0,I Love You Phillip Morris,Biography,0.8785046728971935,0.10940499040307101,0.6436781609195403,0.03409340189228124,"Biography , Comedy , Crime",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7920,140247,tt1045778,2009,97,Comedy,4.9,98879.0,Year One,Comedy,0.8785046728971935,0.0998080614203455,0.4482758620689656,0.03500742906206866,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7921,140276,tt1046163,2008,101,"Comedy,Romance",5.8,44691.0,My Best Friend's Girl,Comedy,0.8691588785046704,0.10748560460652591,0.5517241379310346,0.01458297369034041,"Comedy , Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7922,140278,tt1046173,2009,118,"Action,Adventure,Sci-Fi",5.7,209301.0,G.I. Joe: The Rise of Cobra,Action,0.8785046728971935,0.1401151631477927,0.5402298850574714,0.0766275148939314,"Action , Adventure , Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7923,140339,tt1046947,2008,93,"Drama,Romance",6.6,21700.0,Last Chance Harvey,Drama,0.8691588785046704,0.09213051823416506,0.6436781609195403,0.005917242283914553,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7924,140353,tt1046997,2008,160,"Action,Drama,War",6.1,18709.0,Miracle at St. Anna,Action,0.8691588785046704,0.2207293666026871,0.5862068965517242,0.004789879288106641,"Action , Drama , War",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7925,140356,tt1047011,2012,90,"Comedy,Drama,Music",6.9,7778.0,Unfinished Song,Comedy,0.9065420560747661,0.08637236084452975,0.6781609195402301,0.0006697840332834043,"Comedy , Drama , Music",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7926,140363,tt10472102,2020,60,Comedy,5.6,6966.0,Karakomik Filmler: Emanet,Comedy,0.9813084112149504,0.028790786948176578,0.5287356321839081,0.0003637262758123157,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7927,140392,tt1047494,2008,100,"Comedy,Drama,Romance",4.4,7003.0,Meet the Browns,Comedy,0.8691588785046704,0.10556621880998081,0.39080459770114945,0.00037767225737195915,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7928,140398,tt1047540,2012,105,"Comedy,Family",6.0,26081.0,Parental Guidance,Comedy,0.9065420560747661,0.11516314779270632,0.574712643678161,0.007568521884260413,"Comedy , Family",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7929,140465,tt1048171,2008,125,"Biography,Drama",7.4,6311.0,Seraphine,Biography,0.8691588785046704,0.15355086372360843,0.7356321839080462,0.00011684471036457842,"Biography , Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7930,140471,tt10481868,2019,92,"Horror,Mystery,Thriller",3.5,16654.0,Black Christmas,Horror,0.9719626168224273,0.09021113243761995,0.2873563218390805,0.004015311933915647,"Horror , Mystery , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7931,140486,tt10483386,2021,135,"Action,Crime",5.9,9649.0,Mumbai Saga,Action,0.9906542056074734,0.17274472168905947,0.5632183908045978,0.0013749983980967128,"Action , Crime",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7932,140547,tt1049402,2010,84,"Biography,Drama,Romance",6.7,13082.0,Howl,Biography,0.8878504672897165,0.07485604606525913,0.6551724137931035,0.0026689593357792827,"Biography , Drama , Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7933,140549,tt1049405,2007,106,"Comedy,Drama,Family",6.1,6126.0,The Other End of the Line,Comedy,0.8598130841121474,0.11708253358925143,0.5862068965517242,4.7114802566362336e-05,"Comedy , Drama , Family",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7934,140555,tt1049413,2009,96,"Adventure,Animation,Comedy",8.3,1038544.0,Up,Adventure,0.8785046728971935,0.0978886756238004,0.8390804597701151,0.3891844766902341,"Adventure , Animation , Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7935,140607,tt1050160,2008,96,"Action,Comedy,Horror",5.9,10313.0,The Machine Girl,Action,0.8691588785046704,0.0978886756238004,0.5632183908045978,0.0016252722293292284,"Action , Comedy , Horror",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7936,140717,tt10514222,2020,94,"Drama,Music",6.9,53685.0,Ma Rainey's Black Bottom,Drama,0.9813084112149504,0.09404990403071016,0.6781609195402301,0.0179729779645953,"Drama , Music",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7937,140726,tt10515086,2019,130,"Crime,Drama,Horror",8.1,10056.0,The Blue Elephant 2,Crime,0.9719626168224273,0.16314779270633395,0.8160919540229886,0.001528404195252788,"Crime , Drama , Horror",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7938,140735,tt10515526,2020,132,"Comedy,Crime",7.6,17655.0,Lootcase,Comedy,0.9813084112149504,0.16698656429942416,0.7586206896551725,0.004392607272867076,"Comedy , Crime",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7939,140737,tt10515852,2019,82,"Action,Adventure,Animation",7.7,7432.0,Steven Universe: The Movie,Action,0.9719626168224273,0.07101727447216889,0.7701149425287358,0.0005393702597797138,"Action , Adventure , Animation",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7940,140742,tt10515988,2021,98,"Horror,Mystery,Thriller",5.2,12483.0,Paranormal Activity: Next of Kin,Horror,0.9906542056074734,0.1017274472168906,0.4827586206896552,0.0024431852018812756,"Horror , Mystery , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7941,140774,tt1051904,2015,103,"Adventure,Comedy,Fantasy",6.3,89599.0,Goosebumps,Adventure,0.9345794392523352,0.11132437619961612,0.6091954022988506,0.03150962611954194,"Adventure , Comedy , Fantasy",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7942,140776,tt1051906,2020,124,"Drama,Horror,Mystery",7.1,227900.0,The Invisible Man,Drama,0.9813084112149504,0.15163147792706333,0.7011494252873564,0.08363782059738555,"Drama , Horror , Mystery",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7943,140777,tt1051907,2007,140,"Action,Crime,Drama",7.8,22666.0,For Love and Honor,Action,0.8598130841121474,0.18234165067178498,0.781609195402299,0.006281345478147401,"Action , Crime , Drama",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7944,140808,tt10521092,2020,124,"Drama,War",7.1,29544.0,The Forgotten Battle,Drama,0.9813084112149504,0.15163147792706333,0.7011494252873564,0.008873790374558911,"Drama , War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7945,140809,tt10521144,2021,103,"Family,Fantasy,Horror",5.7,9166.0,Nightbooks,Family,0.9906542056074734,0.11132437619961612,0.5402298850574714,0.0011929468009802893,"Family , Fantasy , Horror",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7946,140838,tt10525672,2020,130,"Adventure,Drama,Family",7.1,6202.0,Silver Skates,Adventure,0.9813084112149504,0.16314779270633395,0.7011494252873564,7.576060252671062e-05,"Adventure , Drama , Family",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7947,140855,tt10530176,2020,112,"Crime,Horror,Mystery",7.1,33254.0,The Call,Crime,0.9813084112149504,0.1285988483685221,0.7011494252873564,0.010272157714728539,"Crime , Horror , Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7948,140884,tt1053424,2010,111,"Action,Sci-Fi,Thriller",6.3,107358.0,Repo Men,Action,0.8878504672897165,0.126679462571977,0.6091954022988506,0.03820332034975014,"Action , Sci-Fi , Thriller",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7949,140886,tt10534500,2021,158,Drama,8.8,13352.0,#Home,Drama,0.9906542056074734,0.2168905950095969,0.8965517241379312,0.002770727309322625,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7950,140905,tt1053810,2011,102,Comedy,6.2,45737.0,The Big Year,Comedy,0.8971962616822431,0.10940499040307101,0.5977011494252875,0.014977230358215727,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7951,140919,tt1053859,2009,90,"Horror,Mystery,Thriller",4.6,18802.0,The Grudge 3,Horror,0.8785046728971935,0.08637236084452975,0.41379310344827586,0.004824932701216015,"Horror , Mystery , Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7952,140946,tt10539608,2020,118,"Adventure,Drama,Sci-Fi",5.6,83512.0,The Midnight Sky,Adventure,0.9813084112149504,0.1401151631477927,0.5287356321839081,0.029215323693770365,"Adventure , Drama , Sci-Fi",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7953,141006,tt10545484,2019,118,"Crime,Drama,Mystery",8.1,6055.0,Evaru,Crime,0.9719626168224273,0.1401151631477927,0.8160919540229886,2.035359470866846e-05,"Crime , Drama , Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7954,141009,tt1054580,2009,120,"Biography,Drama",7.3,13416.0,Desert Flower,Biography,0.8785046728971935,0.14395393474088292,0.7241379310344829,0.0027948500882366023,"Biography , Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7955,141012,tt1054588,2008,119,"Biography,Drama",7.0,17283.0,Flash of Genius,Biography,0.8691588785046704,0.1420345489443378,0.6896551724137933,0.004252393620429581,"Biography , Drama",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7956,141015,tt1054606,2009,123,"Adventure,Comedy,Fantasy",6.8,150049.0,The Imaginarium of Doctor Parnassus,Adventure,0.8785046728971935,0.14971209213051823,0.6666666666666667,0.054294344640634665,"Adventure , Comedy , Fantasy",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7957,141051,tt1055292,2010,115,"Comedy,Drama,Romance",6.5,132927.0,Life as We Know It,Comedy,0.8878504672897165,0.1343570057581574,0.6321839080459771,0.047840747444304645,"Comedy , Drama , Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7958,141063,tt1055369,2009,149,"Action,Adventure,Sci-Fi",5.9,407518.0,Transformers: Revenge of the Fallen,Action,0.8785046728971935,0.19961612284069097,0.5632183908045978,0.15133915345630422,"Action , Adventure , Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7959,141068,tt10554232,2020,130,"Drama,War",8.2,81020.0,Dara of Jasenovac,Drama,0.9813084112149504,0.16314779270633395,0.8275862068965518,0.028276042989807373,"Drama , War",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7960,141076,tt10556022,2020,103,"Comedy,Drama",6.5,8165.0,Unpregnant,Comedy,0.9813084112149504,0.11132437619961612,0.6321839080459771,0.0008156514620288615,"Comedy , Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7961,141182,tt1057500,2009,134,"Action,Biography,Drama",7.3,160373.0,Invictus,Action,0.8785046728971935,0.17082533589251436,0.7241379310344829,0.05818565041419565,"Action , Biography , Drama",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7962,141224,tt10579952,2021,179,"Action,Thriller",7.3,75799.0,Master,Action,0.9906542056074734,0.2571976967370441,0.7241379310344829,0.02630815191621556,"Action , Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7963,141233,tt1058017,2009,100,"Comedy,Fantasy,Romance",6.3,141949.0,The Invention of Lying,Comedy,0.8785046728971935,0.10556621880998081,0.6091954022988506,0.0512413054343344,"Comedy , Fantasy , Romance",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7964,141365,tt1059786,2008,118,"Action,Mystery,Thriller",6.6,187907.0,Eagle Eye,Action,0.8691588785046704,0.1401151631477927,0.6436781609195403,0.06856372220509338,"Action , Mystery , Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7965,141374,tt10598156,2022,135,"Action,Thriller",4.0,11585.0,Dhaakad,Action,1.0,0.17274472168905947,0.3448275862068966,0.0021047124602445295,"Action , Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7966,141379,tt1059836,2012,88,"Action,Crime,Thriller",5.7,11345.0,Transit,Action,0.9065420560747661,0.08253358925143954,0.5402298850574714,0.0020142520393171145,"Action , Crime , Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7967,141385,tt1059925,2009,92,"Drama,Romance",6.1,10060.0,According to Greta,Drama,0.8785046728971935,0.09021113243761995,0.5862068965517242,0.0015299118689349116,"Drama , Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7968,141391,tt1059955,2007,88,Documentary,7.7,6731.0,The Pixar Story,Documentary,0.8598130841121474,0.08253358925143954,0.7701149425287358,0.0002751504469875551,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7969,141399,tt10600398,2020,100,"Action,Comedy,Drama",4.7,15086.0,We Can Be Heroes,Action,0.9813084112149504,0.10556621880998081,0.42528735632183917,0.0034243038505232,"Action , Comedy , Drama",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970,141430,tt1060277,2008,85,"Action,Horror,Sci-Fi",7.0,399974.0,Cloverfield,Action,0.8691588785046704,0.07677543186180423,0.6896551724137933,0.14849568089181914,"Action , Horror , Sci-Fi",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7971,141471,tt10612922,2020,114,Drama,7.1,32187.0,One Night in Miami...,Drama,0.9813084112149504,0.1324376199616123,0.7011494252873564,0.00986998576002207,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7972,141499,tt10618286,2020,131,"Biography,Comedy,Drama",6.8,75524.0,Mank,Biography,0.9813084112149504,0.16506717850287905,0.6666666666666667,0.026204499350569562,"Biography , Comedy , Drama",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
