,tconst,startYear,runtimeMinutes,genres,averageRating,numVotes
441258,tt0111161,1994,142,Drama,9.3,2654800.0
1229784,tt0468569,2008,152,"Action,Crime,Drama",9.0,2627314.0
1786817,tt1375666,2010,148,"Action,Adventure,Sci-Fi",8.8,2328373.0
519249,tt0137523,1999,139,Drama,8.8,2099979.0
436052,tt0109830,1994,142,"Drama,Romance",8.8,2056593.0
440199,tt0110912,1994,154,"Crime,Drama",8.9,2032060.0
507217,tt0133093,1999,136,"Action,Sci-Fi",8.7,1897784.0
473478,tt0120737,2001,178,"Action,Adventure,Drama",8.8,1858330.0
273685,tt0068646,1972,175,"Crime,Drama",9.2,1840150.0
588071,tt0167260,2003,201,"Action,Adventure,Drama",9.0,1830215.0
1300967,tt0816692,2014,169,"Adventure,Drama,Sci-Fi",8.6,1799564.0
1754459,tt1345836,2012,164,"Action,Drama",8.4,1691719.0
588076,tt0167261,2002,179,"Action,Adventure,Drama",8.8,1652617.0
451761,tt0114369,1995,127,"Crime,Drama,Mystery",8.6,1635303.0
2168968,tt1853728,2012,165,"Drama,Western",8.4,1537407.0
599541,tt0172495,2000,155,"Action,Adventure,Drama",8.5,1488045.0
1074477,tt0372784,2005,140,"Action,Crime,Drama",8.2,1459804.0
1053126,tt0361748,2009,153,"Adventure,Drama,War",8.3,1434016.0
411771,tt0102926,1991,118,"Crime,Drama,Thriller",8.6,1419868.0
1363091,tt0993846,2013,180,"Biography,Comedy,Crime",8.2,1390389.0
1315439,tt0848228,2012,143,"Action,Adventure,Sci-Fi",8.0,1382845.0
473788,tt0120815,1998,169,"Drama,War",8.6,1379826.0
307043,tt0076759,1977,121,"Action,Adventure,Fantasy",8.6,1355191.0
430352,tt0108052,1993,195,"Biography,Drama,History",9.0,1345018.0
1249369,tt0482571,2006,130,"Drama,Mystery,Sci-Fi",8.5,1322815.0
1136732,tt0407887,2006,151,"Crime,Drama,Thriller",8.5,1315173.0
1518669,tt1130884,2010,138,"Mystery,Thriller",8.2,1298780.0
473310,tt0120689,1999,189,"Crime,Drama,Fantasy",8.6,1289807.0
323229,tt0080684,1980,124,"Action,Adventure,Fantasy",8.7,1282570.0
285571,tt0071562,1974,202,"Crime,Drama",9.0,1260770.0
3117193,tt7286456,2019,122,"Crime,Drama,Thriller",8.4,1257209.0
1272371,tt0499549,2009,162,"Action,Adventure,Fantasy",7.8,1240299.0
707559,tt0209144,2000,113,"Mystery,Thriller",8.4,1230341.0
356190,tt0088763,1985,116,"Adventure,Comedy,Sci-Fi",8.5,1193227.0
2239858,tt2015381,2014,121,"Action,Adventure,Comedy",8.0,1169381.0
471988,tt0120338,1997,194,"Drama,Romance",7.9,1163750.0
438321,tt0110413,1994,110,"Action,Crime,Drama",8.5,1152250.0
399107,tt0099685,1990,145,"Biography,Crime,Drama",8.7,1150257.0
592572,tt0169547,1999,122,Drama,8.4,1149390.0
975047,tt0325980,2003,143,"Action,Adventure,Fantasy",8.1,1120578.0
1178754,tt0434409,2005,132,"Action,Drama,Sci-Fi",8.2,1116472.0
472930,tt0120586,1998,119,"Crime,Drama",8.5,1116084.0
2713310,tt4154796,2019,181,"Action,Adventure,Drama",8.4,1111865.0
1335122,tt0910970,2008,98,"Adventure,Animation,Family",8.4,1108260.0
842884,tt0266697,2003,111,"Action,Crime,Drama",8.2,1107838.0
412326,tt0103064,1991,137,"Action,Sci-Fi",8.6,1091394.0
453266,tt0114814,1995,106,"Crime,Drama,Mystery",8.5,1079074.0
472183,tt0120382,1998,103,"Comedy,Drama",8.2,1069916.0
2713304,tt4154756,2018,149,"Action,Adventure,Sci-Fi",8.4,1065380.0
1072415,tt0371746,2008,126,"Action,Adventure,Sci-Fi",7.9,1051934.0
438082,tt0110357,1994,88,"Adventure,Animation,Drama",8.5,1049811.0
346454,tt0086190,1983,131,"Action,Adventure,Fantasy",8.3,1047055.0
842591,tt0266543,2003,100,"Adventure,Animation,Comedy",8.2,1037761.0
1424519,tt1049413,2009,96,"Adventure,Animation,Comedy",8.3,1037039.0
445065,tt0112573,1995,178,"Biography,Drama,History",8.4,1033080.0
1850543,tt1431045,2016,108,"Action,Adventure,Comedy",8.0,1028415.0
327008,tt0081505,1980,146,"Drama,Horror",8.4,1012720.0
420302,tt0105236,1992,99,"Crime,Thriller",8.3,1011134.0
293484,tt0073486,1975,133,Drama,8.7,1001967.0
999340,tt0338013,2004,108,"Drama,Romance,Sci-Fi",8.3,1001122.0
1805319,tt1392190,2015,120,"Action,Adventure,Sci-Fi",8.1,994662.0
452911,tt0114709,1995,81,"Adventure,Animation,Comedy",8.3,987195.0
588449,tt0167404,1999,107,"Drama,Mystery,Thriller",8.2,987147.0
427379,tt0107290,1993,127,"Action,Adventure,Sci-Fi",8.2,982205.0
2387561,tt2267998,2014,149,"Drama,Mystery,Thriller",8.1,975432.0
837624,tt0264464,2002,141,"Biography,Crime,Drama",8.1,971592.0
1242396,tt0477348,2007,122,"Crime,Drama,Thriller",8.2,965139.0
333207,tt0082971,1981,115,"Action,Adventure",8.4,960458.0
467677,tt0119217,1997,126,"Drama,Romance",8.3,959953.0
847944,tt0268978,2001,135,"Biography,Drama",8.2,928230.0
2453383,tt2488496,2015,138,"Action,Adventure,Sci-Fi",7.8,926561.0
1805284,tt1392170,2012,142,"Action,Adventure,Sci-Fi",7.2,914181.0
678590,tt0198781,2001,92,"Adventure,Animation,Comedy",8.1,903540.0
314827,tt0078748,1979,117,"Horror,Sci-Fi",8.5,876005.0
381237,tt0095016,1988,132,"Action,Thriller",8.2,871653.0
1599230,tt1201607,2011,130,"Adventure,Family,Fantasy",8.1,868885.0
354767,tt0088247,1984,107,"Action,Sci-Fi",8.1,860499.0
2435213,tt2395427,2015,141,"Action,Adventure,Sci-Fi",7.3,857542.0
705241,tt0208092,2000,104,"Comedy,Crime",8.2,851978.0
2073972,tt1675434,2011,112,"Biography,Comedy,Drama",8.5,851140.0
2640146,tt3659388,2015,144,"Adventure,Drama,Sci-Fi",8.0,847922.0
2469892,tt2582802,2014,106,"Drama,Music",8.5,847167.0
1293397,tt0800369,2011,115,"Action,Adventure,Fantasy",7.0,845507.0
1700538,tt1300854,2013,130,"Action,Adventure,Sci-Fi",7.1,845441.0
1376122,tt1010048,2008,120,"Crime,Drama,Romance",8.0,843242.0
1216567,tt0458339,2011,124,"Action,Adventure,Sci-Fi",6.9,840594.0
2163896,tt1843866,2014,136,"Action,Adventure,Sci-Fi",7.8,840199.0
619438,tt0180093,2000,102,Drama,8.3,837404.0
346732,tt0086250,1983,170,"Crime,Drama",8.3,834454.0
1180483,tt0435761,2010,103,"Adventure,Animation,Comedy",8.3,831699.0
266507,tt0066921,1971,136,"Crime,Sci-Fi",8.3,825662.0
805720,tt0253474,2002,150,"Biography,Drama,Music",8.5,825225.0
1332275,tt0903624,2012,169,"Adventure,Fantasy",7.8,824908.0
301077,tt0075314,1976,114,"Crime,Drama",8.2,824450.0
1878299,tt1454468,2013,91,"Drama,Sci-Fi,Thriller",7.7,823301.0
1148431,tt0416449,2006,117,"Action,Drama",7.6,817826.0
539191,tt0145487,2002,121,"Action,Adventure,Sci-Fi",7.4,813082.0
1628421,tt1228705,2010,124,"Action,Adventure,Sci-Fi",6.9,813011.0
465703,tt0118715,1998,117,"Comedy,Crime",8.1,804779.0
2392761,tt2278388,2014,99,"Adventure,Comedy,Crime",8.1,802299.0
474127,tt0120915,1999,136,"Action,Adventure,Fantasy",6.5,802023.0
2066255,tt1663202,2015,156,"Action,Adventure,Drama",8.0,798150.0
788360,tt0246578,2001,113,"Drama,Mystery,Sci-Fi",8.0,798120.0
476418,tt0121766,2005,140,"Action,Adventure,Fantasy",7.6,787675.0
3058942,tt6751668,2019,132,"Drama,Thriller",8.5,785880.0
197685,tt0050083,1957,96,"Crime,Drama",9.0,783827.0
1506535,tt1119646,2009,100,Comedy,7.7,782291.0
2611661,tt3498820,2016,147,"Action,Adventure,Sci-Fi",7.8,781037.0
1603576,tt1205489,2008,116,Drama,8.1,773346.0
775445,tt0241527,2001,152,"Adventure,Family,Fantasy",7.6,772471.0
1126907,tt0401792,2005,124,"Crime,Thriller",8.0,768276.0
1279048,tt0770828,2013,143,"Action,Adventure,Sci-Fi",7.1,767556.0
335735,tt0083658,1982,117,"Action,Drama,Sci-Fi",8.1,765360.0
2271473,tt2084970,2014,114,"Biography,Drama,Thriller",8.0,765177.0
1347190,tt0947798,2010,108,"Drama,Thriller",8.0,763176.0
239693,tt0060196,1966,161,"Adventure,Western",8.8,757166.0
2580872,tt3315342,2017,137,"Action,Drama,Sci-Fi",8.1,756520.0
785720,tt0245429,2001,125,"Adventure,Animation,Family",8.6,755496.0
1246695,tt0480249,2007,101,"Action,Drama,Sci-Fi",7.2,754802.0
713337,tt0211915,2001,122,"Comedy,Romance",8.3,754030.0
2148428,tt1825683,2018,134,"Action,Adventure,Sci-Fi",7.3,753586.0
956032,tt0317248,2002,130,"Crime,Drama",8.6,753137.0
1086062,tt0378194,2004,137,"Action,Crime,Thriller",8.0,752842.0
391179,tt0097576,1989,127,"Action,Adventure",8.2,751247.0
2612140,tt3501632,2017,130,"Action,Adventure,Comedy",7.9,744637.0
373547,tt0093058,1987,116,"Drama,War",8.3,739098.0
1469490,tt10872600,2021,148,"Action,Adventure,Fantasy",8.3,738245.0
1610821,tt1211837,2016,115,"Action,Adventure,Fantasy",7.5,736792.0
1329384,tt0892769,2010,98,"Action,Adventure,Animation",8.1,736244.0
956981,tt0317705,2004,115,"Action,Adventure,Animation",8.0,732412.0
1096769,tt0382932,2007,111,"Adventure,Animation,Comedy",8.1,730063.0
3098774,tt7131622,2019,161,"Comedy,Drama",7.6,725553.0
1098129,tt0383574,2006,151,"Action,Adventure,Fantasy",7.3,717019.0
363530,tt0090605,1986,137,"Action,Adventure,Sci-Fi",8.4,714061.0
2181501,tt1877832,2014,132,"Action,Adventure,Sci-Fi",7.9,710880.0
2278638,tt2096673,2015,95,"Adventure,Animation,Comedy",8.2,708114.0
476413,tt0121765,2002,142,"Action,Adventure,Fantasy",6.6,708096.0
1419777,tt1045658,2012,122,"Comedy,Drama,Romance",7.7,707808.0
1805378,tt1392214,2013,153,"Crime,Drama,Mystery",8.1,704452.0
1684926,tt1285016,2010,120,"Biography,Drama",7.8,699222.0
2245747,tt2024544,2013,134,"Biography,Drama,History",8.1,698246.0
2527660,tt2975590,2016,152,"Action,Adventure,Sci-Fi",6.4,696969.0
1454453,tt1074638,2012,143,"Action,Adventure,Thriller",7.8,695429.0
1670542,tt1270798,2011,131,"Action,Adventure,Sci-Fi",7.7,691616.0
466018,tt0118799,1997,116,"Comedy,Drama,Romance",8.6,690416.0
2462725,tt2543164,2016,116,"Drama,Mystery,Sci-Fi",7.9,688640.0
1132278,tt0405159,2004,132,"Drama,Sport",8.1,685600.0
463708,tt0117951,1996,93,Drama,8.1,684873.0
1798691,tt1386697,2016,123,"Action,Adventure,Fantasy",5.9,683225.0
1525174,tt1136608,2009,112,"Action,Sci-Fi,Thriller",7.9,680443.0
2223419,tt1981115,2013,112,"Action,Adventure,Fantasy",6.8,680392.0
1932873,tt1504320,2010,118,"Biography,Drama,History",8.0,679560.0
457481,tt0116282,1996,98,"Crime,Thriller",8.1,675539.0
2679225,tt3896198,2017,136,"Action,Adventure,Comedy",7.6,675101.0
2047638,tt1631867,2014,113,"Action,Adventure,Sci-Fi",7.9,674725.0
489014,tt0126029,2001,90,"Adventure,Animation,Comedy",7.9,673450.0
214890,tt0054215,1960,109,"Horror,Mystery,Thriller",8.5,668103.0
1215019,tt0457430,2006,118,"Drama,Fantasy,War",8.2,666632.0
249002,tt0062622,1968,149,"Adventure,Sci-Fi",8.3,665414.0
2503639,tt2802144,2014,129,"Action,Adventure,Comedy",7.7,664810.0
315031,tt0078788,1979,147,"Drama,Mystery,War",8.5,664074.0
1300995,tt0816711,2013,116,"Action,Adventure,Horror",7.0,663954.0
2211174,tt1951264,2013,146,"Action,Adventure,Sci-Fi",7.5,662901.0
1244893,tt0478970,2015,117,"Action,Adventure,Comedy",7.3,661981.0
1563636,tt1170358,2013,161,"Adventure,Fantasy",7.8,661292.0
2070170,tt1670345,2013,115,"Crime,Mystery,Thriller",7.2,657631.0
1092600,tt0381061,2006,144,"Action,Adventure,Thriller",8.0,655800.0
1205442,tt0451279,2017,141,"Action,Adventure,Fantasy",7.4,654429.0
1347345,tt0948470,2012,136,"Action,Adventure,Sci-Fi",6.9,653970.0
2830177,tt5013056,2017,106,"Action,Drama,History",7.8,652265.0
447769,tt0113277,1995,170,"Action,Crime,Drama",8.3,651407.0
2381187,tt2250912,2017,133,"Action,Adventure,Sci-Fi",7.4,651126.0
1202582,tt0449088,2007,169,"Action,Adventure,Fantasy",7.1,650035.0
954673,tt0316654,2004,127,"Action,Adventure,Sci-Fi",7.4,649994.0
1158509,tt0421715,2008,166,"Drama,Fantasy,Romance",7.8,648450.0
1067440,tt0369610,2015,124,"Action,Adventure,Sci-Fi",6.9,641272.0
1152416,tt0418279,2007,144,"Action,Adventure,Sci-Fi",7.0,636670.0
1283890,tt0780504,2011,100,"Action,Drama",7.8,636083.0
1188854,tt0440963,2007,115,"Action,Mystery,Thriller",8.0,634311.0
1361368,tt0988045,2009,128,"Action,Adventure,Mystery",7.6,632421.0
2656906,tt3748528,2016,133,"Action,Adventure,Sci-Fi",7.8,630535.0
911595,tt0295297,2002,161,"Adventure,Family,Fantasy",7.4,630473.0
927504,tt0304141,2004,142,"Adventure,Family,Fantasy",7.9,629672.0
426445,tt0107048,1993,101,"Comedy,Drama,Fantasy",8.1,628460.0
2460606,tt2527336,2017,152,"Action,Adventure,Fantasy",6.9,628420.0
1210445,tt0454876,2012,127,"Adventure,Drama,Fantasy",7.9,628384.0
2465963,tt2562232,2014,119,"Comedy,Drama",7.7,628075.0
2517190,tt2911666,2014,101,"Action,Crime,Thriller",7.4,626106.0
2400972,tt2294629,2013,102,"Adventure,Animation,Comedy",7.4,622368.0
983818,tt0330373,2005,157,"Adventure,Family,Fantasy",7.7,622175.0
1275072,tt0758758,2007,148,"Adventure,Biography,Drama",8.1,621635.0
1552350,tt1160419,2021,155,"Action,Adventure,Drama",8.0,620496.0
3279979,tt8946378,2019,130,"Comedy,Crime,Drama",7.9,617463.0
453032,tt0114746,1995,129,"Mystery,Sci-Fi,Thriller",8.0,616907.0
474091,tt0120903,2000,104,"Action,Adventure,Sci-Fi",7.3,614910.0
1393764,tt1024648,2012,120,"Biography,Drama,Thriller",7.7,613872.0
2051207,tt1637725,2012,106,Comedy,6.9,613719.0
2181496,tt1877830,2022,176,"Action,Crime,Drama",7.9,612745.0
2135470,tt1798709,2013,126,"Drama,Romance,Sci-Fi",8.0,609257.0
1870230,tt1446714,2012,124,"Adventure,Mystery,Sci-Fi",7.0,608813.0
535325,tt0144084,2000,102,"Crime,Drama,Horror",7.6,606289.0
1291695,tt0796366,2009,127,"Action,Adventure,Sci-Fi",7.9,603407.0
292254,tt0073195,1975,124,"Adventure,Thriller",8.1,603320.0
1343844,tt0936501,2008,90,"Action,Crime,Thriller",7.8,602083.0
2835440,tt5052448,2017,104,"Horror,Mystery,Thriller",7.7,600587.0
2605296,tt3460252,2015,168,"Crime,Drama,Mystery",7.8,595496.0
759429,tt0234215,2003,138,"Action,Sci-Fi",7.2,593612.0
575216,tt0162222,2000,143,"Adventure,Drama,Romance",7.8,589523.0
1143642,tt0413300,2007,139,"Action,Adventure,Sci-Fi",6.3,588393.0
1230728,tt0469494,2007,158,Drama,8.2,583795.0
2662441,tt3783958,2016,128,"Comedy,Drama,Music",8.0,582507.0
468753,tt0119488,1997,138,"Crime,Drama,Mystery",8.2,581582.0
473473,tt0120735,1998,107,"Action,Comedy,Crime",8.2,580563.0
3243975,tt8579674,2019,119,"Action,Drama,War",8.2,579318.0
472093,tt0120363,1999,92,"Adventure,Animation,Comedy",7.9,578962.0
1307585,tt0829482,2007,113,Comedy,7.6,578337.0
1076488,tt0373889,2007,138,"Action,Adventure,Family",7.5,577918.0
2892880,tt5463162,2018,119,"Action,Adventure,Comedy",7.7,576863.0
1547593,tt1156398,2009,88,"Action,Comedy,Horror",7.6,575747.0
1058320,tt0364569,2003,120,"Action,Drama,Mystery",8.4,575703.0
1675618,tt1276104,2012,119,"Action,Drama,Sci-Fi",7.4,575210.0
458791,tt0116629,1996,145,"Action,Adventure,Sci-Fi",7.0,574844.0
300328,tt0075148,1976,120,"Drama,Sport",8.1,573040.0
1618685,tt1219289,2011,105,"Sci-Fi,Thriller",7.4,572570.0
773681,tt0240772,2001,116,"Crime,Thriller",7.7,572336.0
988251,tt0332280,2004,123,"Drama,Romance",7.8,570858.0
134992,tt0034583,1942,102,"Drama,Romance,War",8.5,569241.0
469404,tt0119654,1997,98,"Action,Adventure,Comedy",7.3,567036.0
2170892,tt1856101,2017,164,"Action,Drama,Mystery",8.0,564768.0
399507,tt0099785,1990,103,"Comedy,Family",7.7,563880.0
1652102,tt1250777,2010,117,"Action,Comedy,Crime",7.6,562190.0
1463008,tt10811166,2022,170,Drama,8.3,559530.0
1060001,tt0365748,2004,99,"Comedy,Horror",7.9,557153.0
1632440,tt1232829,2012,109,"Action,Comedy,Crime",7.2,556677.0
2713284,tt4154664,2019,123,"Action,Adventure,Sci-Fi",6.8,555809.0
1139323,tt0409459,2009,162,"Action,Drama,Mystery",7.6,550926.0
624079,tt0181689,2002,145,"Action,Crime,Mystery",7.7,550488.0
900865,tt0290334,2003,134,"Action,Adventure,Sci-Fi",7.4,550016.0
1203885,tt0450259,2006,143,"Adventure,Drama,Thriller",8.0,548284.0
820084,tt0258463,2002,119,"Action,Mystery,Thriller",7.9,546308.0
1725074,tt1323594,2010,95,"Adventure,Animation,Comedy",7.6,546222.0
1339536,tt0926084,2010,146,"Adventure,Family,Fantasy",7.7,545167.0
1232790,tt0470752,2014,108,"Drama,Sci-Fi,Thriller",7.7,542924.0
2512448,tt2872718,2014,117,"Crime,Drama,Thriller",7.8,542886.0
1750664,tt1343092,2013,143,"Drama,Romance",7.2,542526.0
1809476,tt1396484,2017,135,Horror,7.3,542340.0
1150974,tt0417741,2009,153,"Action,Adventure,Family",7.6,541546.0
286887,tt0071853,1975,91,"Adventure,Comedy,Fantasy",8.2,540282.0
1012320,tt0343818,2004,115,"Action,Mystery,Sci-Fi",7.1,539616.0
1193815,tt0443706,2007,157,"Crime,Drama,Mystery",7.7,539116.0
2100567,tt1727824,2018,134,"Biography,Drama,Music",7.9,535134.0
988638,tt0332452,2004,163,"Drama,History",7.3,533953.0
2678173,tt3890160,2017,113,"Action,Crime,Drama",7.6,532749.0
2406267,tt2310332,2014,144,"Adventure,Fantasy",7.4,530982.0
388230,tt0096874,1989,108,"Adventure,Comedy,Sci-Fi",7.8,530658.0
1516166,tt11286314,2021,138,"Comedy,Drama,Sci-Fi",7.2,529669.0
1719070,tt1318514,2011,105,"Action,Drama,Sci-Fi",7.6,528425.0
1698285,tt1298650,2011,137,"Action,Adventure,Fantasy",6.6,527261.0
3047951,tt6644200,2018,90,"Drama,Horror,Sci-Fi",7.5,524318.0
1912701,tt1483013,2013,124,"Action,Adventure,Sci-Fi",7.0,523825.0
1228352,tt0467406,2007,96,"Comedy,Drama",7.5,522343.0
2294665,tt2119532,2016,139,"Biography,Drama,History",8.1,520720.0
1346906,tt0945513,2011,93,"Action,Drama,Mystery",7.5,520057.0
2779959,tt4633694,2018,117,"Action,Adventure,Animation",8.4,520026.0
2002485,tt1570728,2011,118,"Comedy,Drama,Romance",7.4,519831.0
445343,tt0112641,1995,178,"Crime,Drama",8.2,517632.0
1083373,tt0376994,2006,104,"Action,Adventure,Sci-Fi",6.6,516874.0
1391122,tt1022603,2009,95,"Comedy,Drama,Romance",7.7,514323.0
385256,tt0095953,1988,133,Drama,8.0,513314.0
778854,tt0242653,2003,129,"Action,Sci-Fi",6.7,512597.0
2063982,tt1659337,2012,103,Drama,8.0,509978.0
1210594,tt0454921,2006,117,"Biography,Drama",8.0,509565.0
1882082,tt1457767,2013,112,"Horror,Mystery,Thriller",7.5,505972.0
1163990,tt0425112,2007,121,"Action,Comedy,Mystery",7.8,504919.0
1216853,tt0458525,2009,107,"Action,Sci-Fi",6.5,504879.0
2831953,tt5027774,2017,115,"Comedy,Crime,Drama",8.1,503077.0
2066574,tt1663662,2013,131,"Action,Adventure,Sci-Fi",6.9,501528.0
2430536,tt2380307,2017,105,"Adventure,Animation,Comedy",8.4,500151.0
701782,tt0206634,2006,109,"Action,Drama,Sci-Fi",7.9,499926.0
1826426,tt1411697,2011,102,Comedy,6.4,499786.0
2178801,tt1872181,2014,142,"Action,Adventure,Sci-Fi",6.6,496535.0
3056001,tt6723592,2020,150,"Action,Sci-Fi,Thriller",7.3,496044.0
1043246,tt0356910,2005,120,"Action,Comedy,Crime",6.5,495891.0
2523066,tt2948356,2016,108,"Adventure,Animation,Comedy",8.0,495637.0
2512458,tt2872732,2014,89,"Action,Sci-Fi,Thriller",6.4,495389.0
2825306,tt4972582,2016,117,"Horror,Thriller",7.3,494189.0
1292959,tt0800080,2008,112,"Action,Adventure,Sci-Fi",6.6,491442.0
1628906,tt1229238,2011,132,"Action,Thriller",7.4,490149.0
187052,tt0047396,1954,112,"Mystery,Thriller",8.5,489843.0
226690,tt0057012,1964,95,"Comedy,War",8.4,489534.0
398296,tt0099487,1990,105,"Drama,Fantasy,Romance",7.9,489307.0
899738,tt0289879,2004,113,"Drama,Sci-Fi,Thriller",7.6,489058.0
2490635,tt2713180,2014,134,"Action,Drama,War",7.5,487852.0
389442,tt0097165,1989,128,"Comedy,Drama",8.1,487398.0
1288305,tt0790636,2013,117,"Biography,Drama",7.9,487278.0
351311,tt0087469,1984,118,"Action,Adventure",7.5,486789.0
2334620,tt2179136,2014,133,"Action,Biography,Drama",7.3,486702.0
3006330,tt6320628,2019,129,"Action,Adventure,Sci-Fi",7.4,486510.0
3082640,tt6966692,2018,130,"Biography,Comedy,Drama",8.2,485150.0
1822321,tt1408101,2013,132,"Action,Adventure,Sci-Fi",7.7,483644.0
846606,tt0268380,2002,81,"Adventure,Animation,Comedy",7.5,482028.0
1201214,tt0448157,2008,92,"Action,Drama,Fantasy",6.4,481951.0
1670537,tt1270797,2018,112,"Action,Adventure,Sci-Fi",6.6,481614.0
1202513,tt0449059,2006,101,"Comedy,Drama",7.8,480365.0
948839,tt0314331,2003,135,"Comedy,Drama,Romance",7.6,479439.0
1063515,tt0367594,2005,115,"Adventure,Comedy,Family",6.7,479247.0
2135707,tt1800241,2013,138,"Crime,Drama",7.2,478575.0
2222214,tt1979320,2013,123,"Action,Biography,Drama",8.1,478464.0
2560422,tt3183660,2016,132,"Adventure,Family,Fantasy",7.2,474075.0
467276,tt0119116,1997,126,"Action,Adventure,Sci-Fi",7.6,472999.0
1691665,tt1291584,2011,140,"Action,Drama,Sport",8.2,471505.0
1906428,tt1477834,2018,143,"Action,Adventure,Fantasy",6.8,470289.0
2188629,tt1895587,2015,129,"Biography,Crime,Drama",8.1,468294.0
1190258,tt0441773,2008,92,"Action,Adventure,Animation",7.6,468288.0
1849779,tt1430132,2013,126,"Action,Sci-Fi",6.7,466643.0
2132489,tt1790864,2014,113,"Action,Mystery,Sci-Fi",6.8,465867.0
1073403,tt0372183,2004,108,"Action,Mystery,Thriller",7.7,463624.0
2000160,tt1568346,2011,158,"Crime,Drama,Mystery",7.8,462793.0
917084,tt0298148,2004,93,"Adventure,Animation,Comedy",7.3,461855.0
1484946,tt1099212,2008,122,"Drama,Fantasy,Romance",5.3,461134.0
2162134,tt1840309,2014,139,"Action,Adventure,Mystery",6.6,460028.0
2376557,tt2245084,2014,102,"Action,Adventure,Animation",7.8,460006.0
1966988,tt1535109,2013,134,"Action,Biography,Crime",7.8,459330.0
1054178,tt0362227,2004,128,"Comedy,Drama,Romance",7.4,458191.0
1877843,tt1454029,2011,146,Drama,8.1,458170.0
977000,tt0327056,2003,138,"Crime,Drama,Mystery",7.9,456039.0
2211179,tt1951265,2014,123,"Action,Adventure,Sci-Fi",6.6,454558.0
1945152,tt1515091,2011,129,"Action,Adventure,Mystery",7.4,454433.0
1064076,tt0367882,2008,122,"Action,Adventure",6.2,453964.0
994251,tt0335266,2003,102,"Comedy,Drama",7.7,453813.0
405403,tt0101414,1991,84,"Animation,Family,Fantasy",8.0,453729.0
151859,tt0038650,1946,130,"Drama,Family,Fantasy",8.6,453207.0
1121855,tt0398286,2010,100,"Adventure,Animation,Comedy",7.7,451692.0
1327539,tt0887912,2008,131,"Drama,Thriller,War",7.5,451479.0
1357543,tt0974015,2017,120,"Action,Adventure,Fantasy",6.1,451292.0
2528588,tt2980516,2014,123,"Biography,Drama,Romance",7.7,449834.0
1928201,tt1499658,2011,98,"Comedy,Crime",6.9,449134.0
2098432,tt1723121,2013,110,"Comedy,Crime",7.0,449122.0
1135799,tt0407304,2005,116,"Action,Adventure,Sci-Fi",6.5,448851.0
1307696,tt0830515,2008,106,"Action,Adventure,Thriller",6.6,448598.0
961000,tt0319262,2004,124,"Action,Adventure,Sci-Fi",6.4,448326.0
1966983,tt1535108,2013,109,"Action,Drama,Sci-Fi",6.6,448180.0
2460611,tt2527338,2019,141,"Action,Adventure,Fantasy",6.5,447608.0
396619,tt0099088,1990,118,"Adventure,Comedy,Sci-Fi",7.4,445664.0
726910,tt0217505,2002,167,"Crime,Drama",7.5,441545.0
2281578,tt2103281,2014,130,"Action,Adventure,Drama",7.6,441507.0
960452,tt0319061,2003,125,"Adventure,Drama,Fantasy",8.0,441233.0
130348,tt0033467,1941,119,"Drama,Mystery",8.3,441144.0
974468,tt0325710,2003,154,"Action,Drama",7.8,440596.0
2430076,tt2379713,2015,148,"Action,Adventure,Thriller",6.8,439877.0
1132725,tt0405422,2005,116,"Comedy,Romance",7.1,436829.0
1079945,tt0375679,2004,112,"Crime,Drama,Thriller",7.8,436773.0
524917,tt0139654,2001,122,"Action,Crime,Drama",7.7,435302.0
2591268,tt3385516,2016,144,"Action,Adventure,Sci-Fi",6.9,434408.0
2075552,tt1677720,2018,140,"Action,Adventure,Sci-Fi",7.4,433652.0
1095918,tt0382625,2006,149,"Mystery,Thriller",6.6,432850.0
370106,tt0092099,1986,110,"Action,Drama",6.9,432712.0
473039,tt0120616,1999,124,"Action,Adventure,Fantasy",7.1,429203.0
2024764,tt1596363,2015,130,"Biography,Comedy,Drama",7.8,429029.0
2750163,tt4425200,2017,122,"Action,Crime,Thriller",7.4,428749.0
2593283,tt3397884,2015,121,"Action,Crime,Drama",7.6,428069.0
376699,tt0093779,1987,98,"Adventure,Family,Fantasy",8.0,426732.0
1277732,tt0765429,2007,157,"Biography,Crime,Drama",7.8,426399.0
460462,tt0117060,1996,110,"Action,Adventure,Thriller",7.1,426364.0
472951,tt0120591,1998,151,"Action,Adventure,Sci-Fi",6.7,426048.0
1197819,tt0446029,2010,112,"Action,Comedy,Fantasy",7.5,425236.0
1283977,tt0780536,2008,107,"Comedy,Crime,Drama",7.9,424391.0
2029615,tt1605783,2011,94,"Comedy,Fantasy,Romance",7.7,423540.0
1051634,tt0360717,2005,187,"Action,Adventure,Drama",7.2,423153.0
376664,tt0093773,1987,107,"Action,Adventure,Horror",7.8,422490.0
340755,tt0084787,1982,109,"Horror,Mystery,Sci-Fi",8.2,422475.0
1609432,tt1210166,2011,133,"Biography,Drama,Sport",7.6,422208.0
2122822,tt1772341,2012,101,"Adventure,Animation,Comedy",7.7,421843.0
1104920,tt0387564,2004,103,"Horror,Mystery,Thriller",7.6,420886.0
955939,tt0317219,2006,117,"Adventure,Animation,Comedy",7.2,420149.0
2558390,tt3170832,2015,118,"Drama,Thriller",8.1,419191.0
1216585,tt0458352,2006,109,"Comedy,Drama",6.9,418808.0
