,tconst,startYear,runtimeMinutes,genres,averageRating,numVotes
2226945,tt1985966,2013,95,"Adventure,Animation,Comedy",6.3,103897.0
2135715,tt1800246,2014,94,"Comedy,Romance",6.1,103829.0
380555,tt0094862,1988,87,"Horror,Thriller",6.6,103803.0
375013,tt0093389,1987,163,"Biography,Drama,History",7.7,103747.0
453638,tt0114924,1995,103,"Comedy,Drama,Romance",6.7,103667.0
1275097,tt0758766,2007,104,"Comedy,Music,Romance",6.5,103619.0
442423,tt0111495,1994,99,"Drama,Mystery,Romance",8.1,103482.0
708652,tt0209958,2000,107,"Crime,Horror,Sci-Fi",6.4,103476.0
2787580,tt4686844,2017,107,"Comedy,Drama,History",7.2,103473.0
2771781,tt4572514,2016,133,"Action,Crime,Drama",7.3,103457.0
1246681,tt0480242,2007,98,"Comedy,Drama,Romance",6.8,103453.0
2634451,tt3622592,2015,109,"Adventure,Comedy,Drama",6.3,103450.0
1008814,tt0342258,2005,103,"Action,Crime,Drama",7.0,103439.0
1142471,tt0412019,2005,106,"Comedy,Drama,Mystery",7.2,103338.0
1397427,tt1027718,2010,133,Drama,6.2,103291.0
321106,tt0080120,1979,93,"Action,Crime,Thriller",7.5,103219.0
2590538,tt3381008,2016,83,"Action,Adventure,Comedy",6.2,103218.0
717768,tt0213847,2000,108,"Drama,Romance,War",7.4,103185.0
2756057,tt4465564,2017,118,"Drama,Romance,Thriller",4.5,103144.0
2366948,tt2224026,2015,94,"Adventure,Animation,Comedy",6.6,103132.0
2040619,tt1623288,2012,92,"Adventure,Animation,Comedy",7.0,103107.0
1024553,tt0349205,2003,98,"Comedy,Family",5.9,102840.0
2035504,tt1614989,2011,100,"Action,Crime,Thriller",7.5,102628.0
389673,tt0097216,1989,120,"Comedy,Drama",7.9,102621.0
263800,tt0066206,1970,172,"Biography,Drama,War",7.9,102533.0
1246705,tt0480255,2010,97,"Action,Adventure,Comedy",6.3,102517.0
431642,tt0108394,1993,94,"Drama,Music,Mystery",7.9,102422.0
1102463,tt0386140,2005,129,"Action,Adventure,Romance",5.9,102413.0
2454163,tt2494362,2015,132,"Drama,Horror,Western",7.1,102411.0
1242310,tt0477302,2011,129,"Adventure,Drama,Mystery",6.9,102380.0
1190493,tt0441909,2006,121,"Comedy,Drama",7.6,102336.0
330517,tt0082398,1981,127,"Action,Adventure,Thriller",6.7,102102.0
1391967,tt1023111,2008,113,"Action,Drama,Sport",6.5,102089.0
223275,tt0056193,1962,153,"Crime,Drama,Romance",7.5,102067.0
2705665,tt4094724,2016,108,"Action,Horror,Sci-Fi",6.0,101997.0
2063109,tt1657507,2011,108,"Action,Drama,Thriller",6.4,101906.0
2347123,tt2193215,2013,117,"Crime,Drama,Thriller",5.4,101884.0
318672,tt0079574,1979,126,"Action,Adventure,Sci-Fi",6.2,101855.0
896070,tt0288477,2002,91,Horror,5.5,101786.0
958949,tt0318462,2004,126,"Adventure,Biography,Drama",7.8,101648.0
2161625,tt1839492,2012,104,"Comedy,Drama,Fantasy",7.2,101631.0
1641307,tt1240982,2011,102,"Adventure,Comedy,Fantasy",5.5,101602.0
2039997,tt1622547,2011,83,"Action,Comedy,Crime",6.1,101565.0
1207455,tt0452702,2007,85,"Horror,Thriller",6.2,101562.0
999119,tt0337921,2004,94,"Action,Crime,Thriller",6.5,101455.0
1574323,tt1179056,2010,95,"Crime,Drama,Horror",5.2,101427.0
1366792,tt10016180,2021,128,"Crime,Drama,Mystery",6.3,101309.0
466356,tt0118883,1997,135,"Action,Mystery,Thriller",6.7,101302.0
2095140,tt1714915,2013,123,"Comedy,Drama,Fantasy",7.2,101293.0
383998,tt0095647,1988,128,"Crime,Drama,History",7.8,101291.0
2528608,tt2980592,2014,100,"Action,Mystery,Thriller",6.7,101209.0
474101,tt0120907,1999,97,"Horror,Mystery,Sci-Fi",6.8,101171.0
2808486,tt4849438,2017,167,"Action,Drama",8.2,101120.0
1631847,tt1232200,2012,116,Comedy,5.5,101119.0
2073747,tt1675192,2011,121,"Drama,Horror,Sci-Fi",7.3,101085.0
918380,tt0298814,2003,135,"Action,Adventure,Sci-Fi",5.5,101075.0
2917013,tt5638642,2017,94,"Horror,Mystery,Thriller",6.3,101036.0
1117430,tt0395584,2005,107,"Crime,Horror,Western",6.7,101009.0
348122,tt0086567,1983,114,"Action,Drama,Sci-Fi",7.1,101003.0
1118990,tt0396555,2007,95,"Adventure,Animation,Comedy",6.8,100919.0
1329183,tt0892318,2010,105,"Adventure,Comedy,Drama",6.5,100764.0
2027909,tt1602620,2012,127,Drama,7.9,100743.0
2786876,tt4682786,2016,97,"Drama,Romance",6.7,100720.0
2374820,tt2241351,2016,98,"Crime,Drama,Mystery",6.5,100638.0
2127792,tt1781769,2012,129,"Drama,Romance",6.6,100624.0
1131050,tt0404390,2006,122,"Action,Crime,Drama",7.3,100482.0
1565496,tt1172049,2015,101,"Comedy,Drama",7.0,100481.0
2444097,tt2431286,2013,98,"Biography,Comedy,Drama",7.6,100430.0
385703,tt0096061,1988,101,"Comedy,Drama,Fantasy",6.9,100382.0
434542,tt0109444,1994,141,"Action,Crime,Drama",6.9,100370.0
2631892,tt3606752,2017,102,"Adventure,Animation,Comedy",6.7,100343.0
2898663,tt5503686,2019,110,"Comedy,Crime,Drama",6.3,100326.0
2168986,tt1853739,2011,95,"Horror,Thriller",6.6,100268.0
793003,tt0248667,2001,157,"Biography,Drama,Sport",6.7,100252.0
1207268,tt0452637,2006,110,"Drama,Fantasy,Mystery",5.5,100159.0
479441,tt0122718,1998,108,"Action,Adventure,Comedy",6.2,99964.0
1930740,tt1502404,2011,104,"Action,Fantasy,Thriller",5.4,99902.0
492857,tt0127536,1998,124,"Biography,Drama,History",7.4,99875.0
2314798,tt2140379,2015,117,"Action,Mystery,Sci-Fi",6.5,99818.0
483925,tt0124315,1999,126,"Drama,Romance",7.4,99767.0
421032,tt0105417,1992,100,"Comedy,Family,Music",6.5,99707.0
2765735,tt4530422,2018,110,"Action,Horror,Sci-Fi",6.6,99589.0
3309063,tt9243804,2021,130,"Adventure,Drama,Fantasy",6.6,99536.0
1300486,tt0816462,2011,113,"Action,Adventure,Fantasy",5.1,99525.0
375172,tt0093428,1987,130,"Action,Adventure,Thriller",6.7,99403.0
455603,tt0115759,1996,108,"Action,Adventure,Thriller",6.1,99361.0
1905498,tt1477076,2010,90,"Crime,Horror,Mystery",5.5,99347.0
2794065,tt4731136,2016,146,"Drama,Fantasy,Horror",6.4,99320.0
1592639,tt1195478,2012,124,"Comedy,Drama,Romance",6.2,99270.0
577159,tt0163187,1999,116,"Comedy,Romance",5.6,99240.0
2022716,tt1592525,2012,95,"Action,Sci-Fi,Thriller",6.0,98948.0
1400104,tt10298810,2022,100,"Action,Adventure,Animation",6.0,98931.0
1635127,tt1235166,2009,155,"Crime,Drama",7.8,98832.0
229141,tt0057546,1963,79,"Adventure,Animation,Comedy",7.1,98821.0
959495,tt0318649,2005,124,"Action,Adventure,Comedy",6.0,98804.0
1023061,tt0348333,2005,94,Comedy,6.7,98794.0
2421668,tt2357129,2013,128,"Biography,Drama",6.0,98779.0
1420137,tt1045778,2009,97,Comedy,4.9,98769.0
1554236,tt1161864,2011,114,"Drama,Horror,Mystery",6.0,98696.0
1605203,tt1206885,2019,89,"Action,Crime,Thriller",6.1,98663.0
362730,tt0090264,1985,131,"Action,Adventure,Thriller",6.3,98560.0
598220,tt0171804,1999,118,"Biography,Crime,Drama",7.5,98381.0
3166488,tt7752126,2019,90,"Drama,Horror,Mystery",6.1,98317.0
1176943,tt0433383,2005,93,"Biography,Drama,History",7.4,98271.0
2173334,tt1860353,2013,96,"Adventure,Animation,Comedy",6.4,98201.0
946785,tt0313542,2003,127,"Crime,Drama,Thriller",7.1,98099.0
2721933,tt4218572,2018,129,"Crime,Drama,Thriller",6.8,98062.0
2990361,tt6189022,2019,121,"Action,Thriller",6.4,97970.0
1809192,tt1396218,2011,94,"Comedy,Family,Fantasy",6.0,97952.0
414733,tt0103873,1992,104,"Comedy,Fantasy,Horror",7.5,97926.0
456934,tt0116136,1996,103,"Action,Adventure,Fantasy",6.4,97914.0
1324738,tt0879870,2010,133,"Biography,Drama,Romance",5.8,97907.0
1384934,tt1017460,2009,104,"Horror,Sci-Fi",5.8,97885.0
521563,tt0138524,2003,100,"Comedy,Crime,Romance",6.3,97857.0
1295980,tt0808279,2007,111,"Crime,Drama,Thriller",6.5,97847.0
42846,tt0013442,1922,94,"Fantasy,Horror",7.9,97823.0
491270,tt0126886,1999,103,"Comedy,Romance",7.3,97780.0
445986,tt0112817,1995,121,"Adventure,Drama,Fantasy",7.5,97711.0
1863000,tt1440728,2010,105,"Action,Crime,Drama",6.3,97633.0
466819,tt0118998,1998,85,"Comedy,Family,Fantasy",5.4,97622.0
605003,tt0174856,1999,146,"Biography,Drama,Sport",7.6,97602.0
421967,tt0105665,1992,134,"Drama,Horror,Mystery",7.2,97522.0
356891,tt0088930,1985,94,"Comedy,Crime,Mystery",7.2,97327.0
697354,tt0204946,2000,98,"Comedy,Romance,Sport",6.1,97286.0
634919,tt0185125,1999,101,Drama,7.8,97252.0
349244,tt0086979,1984,99,"Crime,Drama,Thriller",7.6,97236.0
1153534,tt0418819,2005,93,"Horror,Sci-Fi,Thriller",6.2,97197.0
1125283,tt0400717,2006,86,"Adventure,Animation,Comedy",6.1,97106.0
522340,tt0138749,2000,89,"Adventure,Animation,Comedy",6.9,97076.0
2971529,tt6048922,2020,91,"Action,Drama,History",7.0,97030.0
1259435,tt0490204,2007,124,Drama,7.4,97008.0
126153,tt0032455,1940,125,"Animation,Family,Fantasy",7.7,96961.0
573223,tt0160862,1999,95,"Comedy,Romance",5.9,96828.0
1083784,tt0377109,2005,110,"Horror,Mystery",5.4,96814.0
395337,tt0098554,1989,100,Comedy,7.0,96664.0
1059874,tt0365686,2005,111,"Action,Crime,Drama",6.3,96645.0
1148144,tt0416236,2008,96,"Action,Adventure,Drama",6.5,96617.0
924942,tt0302640,2002,104,"Comedy,Fantasy",5.5,96552.0
1790276,tt1379182,2009,97,"Drama,Thriller",7.2,96471.0
466376,tt0118887,1997,105,"Crime,Drama,Thriller",7.0,96448.0
1420116,tt1045772,2009,102,"Biography,Comedy,Crime",6.6,96384.0
2211854,tt1954470,2012,321,"Action,Comedy,Crime",8.2,96292.0
1126239,tt0401445,2006,117,"Comedy,Drama,Romance",6.9,96197.0
1984730,tt1549572,2011,92,"Drama,Romance,Sci-Fi",6.9,96186.0
1058835,tt0364970,2008,90,"Action,Adventure,Sci-Fi",5.5,96183.0
1353612,tt0963178,2009,118,"Action,Crime,Drama",6.5,96119.0
2541058,tt3072482,2015,96,"Action,Adventure,Sci-Fi",6.7,96116.0
2219303,tt1974419,2016,117,"Horror,Thriller",6.1,96079.0
363004,tt0090329,1985,112,"Drama,Romance,Thriller",7.4,95902.0
232573,tt0058385,1964,170,"Drama,Family,Musical",7.8,95896.0
3180898,tt7886848,2020,133,"Action,Drama",1.1,95894.0
1827729,tt1412386,2011,124,"Comedy,Drama,Romance",7.2,95822.0
1208899,tt0453562,2013,128,"Biography,Drama,Sport",7.5,95797.0
1352531,tt0960731,2008,99,"Adventure,Comedy,Family",6.0,95791.0
3001757,tt6277462,2022,167,"Action,Adventure,Fantasy",5.6,95728.0
445991,tt0112818,1995,122,"Crime,Drama",7.5,95706.0
968473,tt0322802,2002,85,"Action,Comedy,Documentary",6.6,95680.0
1616017,tt1216487,2009,129,"Action,Crime,Drama",7.1,95641.0
3076920,tt6911608,2018,114,"Comedy,Musical,Romance",6.6,95628.0
461465,tt0117318,1996,130,"Biography,Drama",7.3,95603.0
2126590,tt1778304,2011,83,"Horror,Mystery",5.8,95576.0
2581950,tt3322364,2015,123,"Biography,Drama,Sport",7.1,95524.0
2539596,tt3063516,2013,92,Comedy,6.5,95518.0
214104,tt0054047,1960,128,"Action,Adventure,Western",7.7,95384.0
2631690,tt3605418,2015,99,"Drama,Thriller",4.9,95375.0
467725,tt0119229,1997,107,"Action,Comedy,Crime",7.3,95254.0
1211994,tt0455760,2007,89,"Horror,Mystery,Thriller",6.1,95247.0
1399111,tt1029234,2008,99,Horror,7.0,95139.0
1625926,tt1226273,2010,117,"Action,Drama,Thriller",6.6,95098.0
2068342,tt1666801,2015,101,"Comedy,Romance",6.4,95090.0
1117661,tt0395699,2005,95,"Action,Comedy,Drama",5.6,95083.0
418578,tt0104797,1992,202,"Biography,Drama,History",7.7,95073.0
1296236,tt0808417,2007,96,"Animation,Biography,Drama",8.0,95071.0
456311,tt0115963,1996,101,"Drama,Fantasy,Horror",6.4,95007.0
2512108,tt2870612,2014,93,"Horror,Mystery,Thriller",6.2,95005.0
451160,tt0114214,1995,108,"Action,Romance,Thriller",6.5,94969.0
353735,tt0088011,1984,106,"Action,Adventure,Comedy",6.9,94859.0
403490,tt0100758,1990,93,"Action,Adventure,Comedy",6.7,94834.0
2471282,tt2592614,2016,107,"Action,Horror,Sci-Fi",5.5,94707.0
1246481,tt0479997,2011,95,"Action,Adventure,Fantasy",5.4,94698.0
2452446,tt2481498,2019,110,"Biography,Crime,Drama",6.7,94665.0
1405140,tt1034314,2012,93,"Action,Adventure,Comedy",5.9,94460.0
423253,tt0106220,1993,94,"Comedy,Fantasy",6.8,94451.0
2788680,tt4695012,2017,91,"Drama,Horror,Mystery",6.2,94413.0
462730,tt0117666,1996,135,Drama,8.0,94334.0
556426,tt0155267,1999,113,"Crime,Romance,Thriller",6.8,94263.0
307155,tt0076786,1977,99,Horror,7.3,94168.0
347995,tt0086541,1983,87,"Horror,Sci-Fi,Thriller",7.2,94156.0
2332048,tt2172934,2014,117,"Action,Drama,Thriller",6.2,94137.0
3244054,tt8580274,2020,123,"Comedy,Musical",6.5,94130.0
796647,tt0250258,2001,120,"Drama,Thriller",7.7,94077.0
2619670,tt3544112,2016,106,"Comedy,Drama,Music",7.9,94005.0
404255,tt0100935,1990,125,"Comedy,Crime,Drama",7.2,93946.0
330551,tt0082406,1981,83,"Adventure,Animation,Drama",7.2,93904.0
1459372,tt1078588,2009,109,"Drama,Family",7.3,93894.0
1465382,tt1083452,2015,106,"Adventure,Biography,Comedy",7.3,93884.0
1319808,tt0862856,2007,82,"Comedy,Horror",6.7,93877.0
1313630,tt0844708,2009,110,"Horror,Thriller",6.5,93820.0
1514162,tt1126590,2014,106,"Biography,Crime,Drama",7.0,93786.0
554102,tt0154506,1998,69,"Crime,Mystery,Thriller",7.5,93726.0
1134902,tt0406816,2006,139,"Action,Adventure,Drama",6.9,93650.0
2684877,tt3949660,2016,112,"Action,Adventure,Comedy",5.9,93606.0
1044217,tt0357277,2005,97,"Action,Adventure,Crime",4.7,93562.0
126565,tt0032551,1940,129,Drama,8.1,93561.0
2723020,tt4225622,2017,85,"Comedy,Horror",6.3,93498.0
3238042,tt8503618,2020,160,"Biography,Drama,History",8.4,93451.0
1072031,tt0371606,2005,81,"Adventure,Animation,Comedy",5.7,93413.0
2226939,tt1985949,2016,97,"Action,Adventure,Animation",6.3,93402.0
473661,tt0120780,1998,123,"Comedy,Crime,Drama",7.0,93333.0
1630131,tt1230414,2009,121,"Comedy,Drama,Romance",6.5,93301.0
1199167,tt0446755,2006,125,"Drama,Romance",7.4,93285.0
1611446,tt1212419,2010,129,"Drama,Fantasy,Romance",6.5,93243.0
406873,tt0101761,1991,140,"Biography,Drama,Music",7.2,93234.0
2730495,tt4287320,2017,110,"Drama,Sci-Fi,Thriller",5.3,93233.0
887920,tt0285531,2003,136,"Drama,Horror,Sci-Fi",5.5,93113.0
1898552,tt1470827,2010,94,"Adventure,Drama,Romance",6.4,93090.0
2676761,tt3882082,2016,97,"Horror,Mystery,Thriller",6.0,93087.0
3203262,tt8108198,2018,139,"Comedy,Crime,Music",8.2,93057.0
2431176,tt2382009,2013,124,Drama,6.6,92992.0
2000698,tt1568921,2010,94,"Adventure,Animation,Drama",7.6,92985.0
1602231,tt1204342,2011,120,"Adventure,Comedy,Family",7.1,92936.0
1359709,tt0981227,2008,90,"Comedy,Drama,Music",6.6,92874.0
430283,tt0108037,1993,101,"Comedy,Drama,Family",7.8,92789.0
257722,tt0064757,1969,142,"Action,Adventure,Thriller",6.8,92705.0
845235,tt0267804,2001,87,"Action,Sci-Fi,Thriller",5.9,92669.0
1310840,tt0837563,2019,101,"Horror,Mystery,Thriller",5.7,92664.0
1693654,tt1293847,2017,107,"Action,Adventure,Thriller",5.2,92562.0
1964062,tt1532503,2010,105,"Comedy,Drama,Romance",7.2,92467.0
1054584,tt0362478,2009,115,"Drama,Mystery,Thriller",5.6,92435.0
1488926,tt1103153,2010,100,"Action,Comedy,Romance",5.4,92351.0
1138258,tt0408839,2007,116,"Comedy,Romance",5.8,92282.0
330969,tt0082495,1981,92,Horror,6.5,92167.0
1097010,tt0383028,2008,124,Drama,7.5,92116.0
2581087,tt3316948,2015,96,"Action,Comedy",6.1,92077.0
414902,tt0103919,1992,99,"Horror,Thriller",6.7,92067.0
3227709,tt8385148,2021,100,"Action,Comedy,Crime",6.1,92042.0
1056220,tt0363589,2003,81,"Crime,Drama,Thriller",7.1,92033.0
1224596,tt0464154,2010,88,"Comedy,Horror",5.5,91968.0
861222,tt0274812,2002,107,"Comedy,Drama,Romance",6.9,91960.0
2058790,tt1648179,2012,105,"Action,Comedy,Sport",6.4,91941.0
1387953,tt1020072,2014,128,"Biography,Drama,History",7.5,91914.0
346505,tt0086200,1983,99,"Comedy,Crime,Drama",6.8,91874.0
1611474,tt1212428,2016,141,"Adventure,Biography,Drama",6.6,91775.0
1193799,tt0443701,2008,104,"Crime,Drama,Horror",5.9,91760.0
886491,tt0284837,2002,85,Comedy,6.2,91739.0
1612774,tt1213644,2008,87,"Comedy,Sci-Fi",1.9,91725.0
1017711,tt0345950,2004,87,"Adventure,Animation,Comedy",7.1,91715.0
2173118,tt1860242,2019,132,"Biography,Crime,Drama",6.9,91706.0
426780,tt0107144,1993,86,"Action,Comedy",6.6,91693.0
1272380,tt0499556,2007,103,"Action,Crime,Thriller",6.2,91672.0
1292718,tt0799934,2008,102,Comedy,6.4,91665.0
65453,tt0017925,1926,67,"Action,Adventure,Comedy",8.2,91650.0
583966,tt0165798,1999,116,"Crime,Drama",7.5,91629.0
2486832,tt2679042,2015,96,"Action,Crime,Thriller",5.7,91601.0
505560,tt0132477,1999,108,"Biography,Drama,Family",7.8,91568.0
276582,tt0069293,1972,167,"Drama,Mystery,Sci-Fi",8.0,91557.0
2193508,tt1911658,2014,92,"Adventure,Animation,Comedy",6.6,91525.0
548767,tt0151738,1999,107,"Comedy,Drama,Romance",6.0,91511.0
466539,tt0118928,1997,108,"Action,Adventure,Thriller",6.0,91444.0
191666,tt0048545,1955,111,Drama,7.6,91352.0
3003828,tt6292852,2019,113,"Drama,Mystery,Sci-Fi",6.7,91329.0
1862428,tt1440292,2010,97,"Comedy,Drama,Romance",7.3,91277.0
2422232,tt2358891,2013,141,Drama,7.7,91155.0
1557745,tt1164999,2010,148,"Drama,Romance",7.4,91125.0
2421767,tt2357291,2014,101,"Adventure,Animation,Comedy",6.3,91088.0
1723584,tt1322269,2013,121,"Comedy,Drama",7.2,91076.0
366738,tt0091326,1986,113,"Action,Family,Sport",6.1,91057.0
1270656,tt0498353,2007,94,Horror,5.5,90996.0
1207211,tt0452625,2007,101,"Comedy,Romance",5.6,90961.0
1235242,tt0472181,2011,103,"Adventure,Animation,Comedy",5.4,90928.0
1062773,tt0367110,2004,210,"Drama,Musical",8.2,90918.0
587215,tt0166896,1999,112,"Biography,Drama",8.0,90868.0
750858,tt0230838,2001,119,"Drama,Romance",6.7,90834.0
3246493,tt8613070,2019,122,"Drama,Romance",8.1,90826.0
277854,tt0069704,1973,110,"Comedy,Drama",7.4,90798.0
394173,tt0098258,1989,100,"Comedy,Drama,Romance",7.3,90793.0
2390256,tt2274648,2019,120,"Action,Adventure,Fantasy",5.2,90766.0
320366,tt0079945,1979,143,"Adventure,Mystery,Sci-Fi",6.4,90724.0
1057263,tt0364045,2004,103,"Crime,Mystery,Thriller",6.2,90550.0
455334,tt0115685,1996,117,Comedy,7.2,90532.0
1303349,tt0821640,2009,115,"Comedy,Fantasy,Romance",5.8,90471.0
977543,tt0327437,2004,120,"Action,Adventure,Comedy",5.8,90423.0
1301031,tt0817177,2010,90,"Comedy,Drama,Romance",7.7,90361.0
2742352,tt4364194,2019,97,"Adventure,Comedy,Drama",7.6,90350.0
798440,tt0250797,2002,124,"Drama,Romance,Thriller",6.7,90340.0
1663428,tt1263670,2009,112,"Drama,Music,Romance",7.2,90333.0
2711190,tt4139588,2019,118,"Action,Thriller",6.3,90318.0
473269,tt0120679,2002,123,"Biography,Drama,Romance",7.3,90312.0
801618,tt0252076,2002,105,"Comedy,Drama,Romance",5.3,90289.0
422097,tt0105698,1992,102,"Action,Sci-Fi",6.1,90278.0
467353,tt0119137,1997,93,"Comedy,Family,Sci-Fi",5.3,90142.0
1996187,tt1564585,2010,92,"Action,Sci-Fi,Thriller",4.5,90142.0
417971,tt0104652,1992,94,"Adventure,Animation,Comedy",7.7,90086.0
888659,tt0285742,2001,111,"Drama,Romance",7.1,90062.0
942015,tt0311289,2003,117,"Adventure,Comedy,Drama",7.0,89868.0
2506320,tt2823054,2016,98,"Comedy,Romance",6.0,89856.0
1471156,tt10886166,2020,114,"Drama,Romance",3.3,89835.0
196518,tt0049730,1956,119,"Adventure,Drama,Western",7.9,89795.0
362900,tt0090305,1985,94,"Comedy,Romance,Sci-Fi",6.6,89746.0
1064800,tt0368226,2003,99,Drama,3.6,89652.0
383297,tt0095489,1988,69,"Adventure,Animation,Drama",7.4,89592.0
1270756,tt0498399,2007,117,"Action,Crime,Drama",6.8,89508.0
397777,tt0099371,1990,107,"Action,Drama,Sport",6.1,89502.0
2666527,tt3811906,2021,111,"Crime,Horror,Mystery",6.2,89418.0
457809,tt0116365,1996,110,"Comedy,Fantasy,Horror",7.1,89293.0
1427875,tt1051904,2015,103,"Adventure,Comedy,Fantasy",6.3,89293.0
3217276,tt8267604,2018,126,Drama,8.4,89120.0
371394,tt0092563,1987,113,"Horror,Mystery,Thriller",7.2,89062.0
1692544,tt1292566,2016,110,"Comedy,Drama,Romance",6.0,88990.0
429503,tt0107822,1993,121,"Drama,Music,Romance",7.5,88969.0
979908,tt0328538,2003,100,Drama,6.8,88897.0
1325945,tt0882977,2013,112,"Action,Drama,Thriller",6.4,88847.0
2596949,tt3416532,2016,108,"Adventure,Drama,Family",7.4,88789.0
850243,tt0270288,2002,113,"Biography,Comedy,Crime",7.0,88730.0
1335542,tt0914863,2010,97,"Crime,Drama,Thriller",7.0,88698.0
1405175,tt1034331,2008,101,"Crime,Mystery,Thriller",6.0,88681.0
3145085,tt7550000,2020,113,"Action,Crime,Sci-Fi",6.0,88680.0
3294652,tt9071322,2019,126,"Biography,Drama,History",7.6,88624.0
3247491,tt8629748,2020,111,"Action,Comedy,Drama",6.2,88528.0
1629543,tt1229822,2011,120,"Drama,Romance",7.3,88508.0
1797512,tt1385867,2010,107,"Action,Comedy,Crime",5.5,88453.0
2358011,tt2205697,2012,97,"Comedy,Drama,Romance",7.2,88415.0
2831996,tt5028340,2018,130,"Adventure,Animation,Comedy",6.7,88402.0
2307118,tt2132285,2013,90,"Biography,Crime,Drama",5.6,88393.0
452857,tt0114694,1995,97,"Adventure,Comedy",7.1,88383.0
2674339,tt3863552,2015,163,"Action,Adventure,Comedy",8.1,88361.0
2172954,tt1859650,2012,112,"Comedy,Music,Romance",6.3,88337.0
1993693,tt1559547,2013,124,"Drama,Fantasy,Romance",6.1,88316.0
1524768,tt1135985,2008,109,"Comedy,Romance",6.5,88260.0
1972828,tt1540133,2011,96,"Comedy,Crime,Thriller",7.3,88236.0
876913,tt0280707,2001,137,"Comedy,Drama,Mystery",7.2,88227.0
1042145,tt0356470,2004,95,"Comedy,Family,Romance",5.9,88227.0
429389,tt0107798,1993,141,"Crime,Drama,Mystery",6.6,88213.0
1215195,tt0457510,2006,92,"Comedy,Family,Sport",5.8,88213.0
2051122,tt1637706,2011,90,"Comedy,Drama",6.4,88194.0
2068666,tt1667353,2012,106,"Adventure,Comedy,Drama",5.6,88151.0
786038,tt0245674,2001,91,"Fantasy,Horror",5.6,88141.0
2426782,tt2370248,2013,96,Drama,7.9,88133.0
1694000,tt1294226,2010,108,"Drama,Music,Romance",6.0,88083.0
1689427,tt1289406,2009,103,"Action,Crime,Drama",7.2,88077.0
1132584,tt0405325,2005,100,"Action,Comedy,Family",6.3,88014.0
1392579,tt1023481,2008,98,"Drama,Music,Romance",6.2,87972.0
1229623,tt0468489,2006,106,Drama,7.1,87918.0
422059,tt0105690,1992,103,"Action,Thriller",6.5,87898.0
398666,tt0099582,1990,115,"Drama,Horror,Sci-Fi",6.5,87737.0
1219935,tt0460740,2006,102,"Comedy,Drama,Romance",7.1,87611.0
546484,tt0150377,1999,105,"Crime,Drama,Mystery",6.5,87565.0
1697441,tt1297919,2011,97,"Action,Crime,Thriller",6.1,87503.0
2062557,tt1655420,2011,99,"Biography,Drama",6.9,87498.0
422550,tt0105812,1992,115,"Comedy,Sport",6.8,87483.0
1880927,tt1456635,2011,92,"Comedy,Drama,Sport",6.8,87481.0
2614712,tt3513548,2019,131,"Biography,Crime,Drama",7.5,87469.0
1203799,tt0450188,2007,140,"Biography,Drama,Music",7.6,87405.0
1290810,tt0795351,2009,109,"Horror,Mystery,Thriller",6.2,87380.0
553931,tt0154420,1998,105,Drama,8.1,87359.0
373337,tt0093010,1987,119,"Drama,Thriller",6.9,87329.0
356933,tt0088939,1985,154,Drama,7.7,87310.0
1042579,tt0356634,2004,80,"Adventure,Animation,Comedy",5.0,87265.0
1935560,tt1506999,2011,93,"Action,Drama,Thriller",5.8,87261.0
518952,tt0137363,1999,117,"Action,Crime,Drama",7.2,87242.0
579598,tt0164334,2001,104,"Drama,Thriller",6.4,87202.0
1287351,tt0787475,2007,88,"Comedy,Sport",6.7,87175.0
402461,tt0100502,1990,117,"Action,Crime,Sci-Fi",5.8,87163.0
345902,tt0086066,1983,91,"Crime,Drama",7.1,87024.0
2779954,tt4633690,2017,121,"Crime,Drama,Thriller",7.3,87011.0
1097252,tt0383216,2006,93,"Adventure,Comedy,Crime",5.6,87001.0
800600,tt0251736,2003,89,Horror,6.0,86992.0
383915,tt0095631,1988,126,"Action,Comedy,Crime",7.5,86910.0
1241484,tt0476735,2005,112,"Drama,Family",8.2,86893.0
3073348,tt6878306,2020,118,"Action,Adventure,Drama",6.8,86884.0
1128122,tt0402399,2005,135,"Biography,Drama,History",6.7,86801.0
2258151,tt2057392,2015,102,"Action,Drama,Thriller",7.3,86781.0
623559,tt0181536,2000,136,Drama,7.3,86656.0
1514167,tt1126591,2010,119,"Drama,Music,Musical",6.4,86521.0
2646321,tt3691740,2016,117,"Adventure,Family,Fantasy",6.3,86491.0
2077693,tt1683526,2011,98,Drama,7.7,86424.0
380672,tt0094889,1988,104,"Comedy,Drama,Romance",5.9,86391.0
2128066,tt1781922,2015,103,"Action,Thriller",6.7,86376.0
899665,tt0289848,2002,96,"Comedy,Crime",5.9,86371.0
1349320,tt0952640,2007,92,"Adventure,Comedy,Drama",5.2,86354.0
2025824,tt1598822,2011,118,"Comedy,Romance",5.6,86312.0
473691,tt0120787,1998,107,"Crime,Drama,Thriller",6.6,86254.0
2239175,tt2013293,2013,126,"Animation,Biography,Drama",7.7,86250.0
3186337,tt7939766,2020,134,"Drama,Thriller",6.6,86179.0
705069,tt0208003,2000,99,"Action,Comedy,Crime",5.2,86167.0
369762,tt0092007,1986,119,"Action,Adventure,Comedy",7.3,86076.0
407425,tt0101889,1991,137,"Comedy,Drama,Fantasy",7.5,86028.0
2466952,tt2568862,2017,96,"Comedy,Crime",6.6,86011.0
