,index,tconst,Movie title,Year,Genres,IMDb rating,Nb votes,Rotten Tomatoes rating,Genre
5936,2435,tt0093507,Masters of the Universe,1987,"Action,Adventure,Fantasy",5.3,41268.0,1.7,Fantasy
5937,2436,tt0093509,Matewan,1987,"Drama,History",7.9,8224.0,,Drama
5938,2436,tt0093509,Matewan,1987,"Drama,History",7.9,8224.0,,History
5939,2437,tt0093512,Maurice,1987,"Drama,Romance",7.7,20231.0,8.9,Drama
5940,2437,tt0093512,Maurice,1987,"Drama,Romance",7.7,20231.0,8.9,Romance
5941,2438,tt0093560,The Monster Squad,1987,"Action,Comedy,Fantasy",6.9,32988.0,6.2,Action
5942,2438,tt0093560,The Monster Squad,1987,"Action,Comedy,Fantasy",6.9,32988.0,6.2,Comedy
5943,2438,tt0093560,The Monster Squad,1987,"Action,Comedy,Fantasy",6.9,32988.0,6.2,Fantasy
5944,2439,tt0093565,Moonstruck,1987,"Comedy,Drama,Romance",7.1,60452.0,9.3,Comedy
5945,2439,tt0093565,Moonstruck,1987,"Comedy,Drama,Romance",7.1,60452.0,9.3,Drama
5946,2439,tt0093565,Moonstruck,1987,"Comedy,Drama,Romance",7.1,60452.0,9.3,Romance
5947,2440,tt0093578,Mr. India,1987,"Action,Comedy,Drama",7.8,15667.0,,Action
5948,2440,tt0093578,Mr. India,1987,"Action,Comedy,Drama",7.8,15667.0,,Comedy
5949,2440,tt0093578,Mr. India,1987,"Action,Comedy,Drama",7.8,15667.0,,Drama
5950,2441,tt0093603,Nayakan,1987,"Crime,Drama",8.6,20416.0,,Crime
5951,2441,tt0093603,Nayakan,1987,"Crime,Drama",8.6,20416.0,,Drama
5952,2442,tt0093605,Near Dark,1987,Horror,6.9,40460.0,8.8,Horror
5953,2443,tt0093608,Nekromantik,1988,Horror,4.9,9657.0,,Horror
5954,2444,tt0093624,Night of the Demons,1988,"Comedy,Fantasy,Horror",6.1,16920.0,3.6,Comedy
5955,2444,tt0093624,Night of the Demons,1988,"Comedy,Fantasy,Horror",6.1,16920.0,3.6,Fantasy
5956,2444,tt0093624,Night of the Demons,1988,"Comedy,Fantasy,Horror",6.1,16920.0,3.6,Horror
5957,2445,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy,Horror",6.6,82673.0,7.2,Fantasy
5958,2445,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,1987,"Fantasy,Horror",6.6,82673.0,7.2,Horror
5959,2446,tt0093640,No Way Out,1987,"Action,Crime,Drama",7.1,40954.0,9.1,Action
5960,2446,tt0093640,No Way Out,1987,"Action,Crime,Drama",7.1,40954.0,9.1,Crime
5961,2446,tt0093640,No Way Out,1987,"Action,Crime,Drama",7.1,40954.0,9.1,Drama
5962,2447,tt0093660,Nuts,1987,"Drama,Thriller",6.6,6933.0,3.3,Drama
5963,2447,tt0093660,Nuts,1987,"Drama,Thriller",6.6,6933.0,3.3,Thriller
5964,2448,tt0093677,Opera,1987,"Crime,Horror,Mystery",6.9,17595.0,,Crime
5965,2448,tt0093677,Opera,1987,"Crime,Horror,Mystery",6.9,17595.0,,Horror
5966,2448,tt0093677,Opera,1987,"Crime,Horror,Mystery",6.9,17595.0,,Mystery
5967,2449,tt0093690,Outrageous Fortune,1987,Comedy,6.2,8253.0,5.0,Comedy
5968,2450,tt0093692,Over the Top,1987,"Action,Drama,Sport",5.8,55244.0,3.0,Action
5969,2450,tt0093692,Over the Top,1987,"Action,Drama,Sport",5.8,55244.0,3.0,Drama
5970,2450,tt0093692,Over the Top,1987,"Action,Drama,Sport",5.8,55244.0,3.0,Sport
5971,2451,tt0093693,Overboard,1987,"Comedy,Romance",6.9,60886.0,4.4,Comedy
5972,2451,tt0093693,Overboard,1987,"Comedy,Romance",6.9,60886.0,4.4,Romance
5973,2452,tt0093713,Pelle the Conqueror,1987,Drama,7.8,11180.0,,Drama
5974,2453,tt0093737,The Pick-up Artist,1987,"Comedy,Crime,Drama",5.3,7172.0,,Comedy
5975,2453,tt0093737,The Pick-up Artist,1987,"Comedy,Crime,Drama",5.3,7172.0,,Crime
5976,2453,tt0093737,The Pick-up Artist,1987,"Comedy,Crime,Drama",5.3,7172.0,,Drama
5977,2454,tt0093748,"Planes, Trains & Automobiles",1987,"Comedy,Drama",7.6,141987.0,,Comedy
5978,2454,tt0093748,"Planes, Trains & Automobiles",1987,"Comedy,Drama",7.6,141987.0,,Drama
5979,2455,tt0093756,Police Academy 4: Citizens on Patrol,1987,"Comedy,Crime",4.9,43278.0,,Comedy
5980,2455,tt0093756,Police Academy 4: Citizens on Patrol,1987,"Comedy,Crime",4.9,43278.0,,Crime
5981,2456,tt0093773,Predator,1987,"Action,Adventure,Horror",7.8,422848.0,,Action
5982,2456,tt0093773,Predator,1987,"Action,Adventure,Horror",7.8,422848.0,,Adventure
5983,2456,tt0093773,Predator,1987,"Action,Adventure,Horror",7.8,422848.0,,Horror
5984,2457,tt0093776,Prick Up Your Ears,1987,"Biography,Drama",7.1,6195.0,,Biography
5985,2457,tt0093776,Prick Up Your Ears,1987,"Biography,Drama",7.1,6195.0,,Drama
5986,2458,tt0093777,Prince of Darkness,1987,Horror,6.7,44841.0,5.8,Horror
5987,2459,tt0093779,The Princess Bride,1987,"Adventure,Family,Fantasy",8.0,426937.0,9.7,Adventure
5988,2459,tt0093779,The Princess Bride,1987,"Adventure,Family,Fantasy",8.0,426937.0,9.7,Family
5989,2459,tt0093779,The Princess Bride,1987,"Adventure,Family,Fantasy",8.0,426937.0,9.7,Fantasy
5990,2460,tt0093780,The Principal,1987,"Action,Crime,Drama",6.3,10729.0,5.0,Action
5991,2460,tt0093780,The Principal,1987,"Action,Crime,Drama",6.3,10729.0,5.0,Crime
5992,2460,tt0093780,The Principal,1987,"Action,Crime,Drama",6.3,10729.0,5.0,Drama
5993,2461,tt0093793,Project X,1987,"Comedy,Drama,Sci-Fi",6.1,12250.0,7.5,Comedy
5994,2461,tt0093793,Project X,1987,"Comedy,Drama,Sci-Fi",6.1,12250.0,7.5,Drama
5995,2461,tt0093793,Project X,1987,"Comedy,Drama,Sci-Fi",6.1,12250.0,7.5,Sci-Fi
5996,2462,tt0093818,Radio Days,1987,Comedy,7.4,34259.0,9.0,Comedy
5997,2463,tt0093822,Raising Arizona,1987,"Comedy,Crime",7.3,140151.0,9.1,Comedy
5998,2463,tt0093822,Raising Arizona,1987,"Comedy,Crime",7.3,140151.0,9.1,Crime
5999,2464,tt0093857,Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,5.0,14581.0,0.7,Comedy
6000,2465,tt0093870,RoboCop,1987,"Action,Crime,Sci-Fi",7.6,259163.0,9.0,Action
6001,2465,tt0093870,RoboCop,1987,"Action,Crime,Sci-Fi",7.6,259163.0,9.0,Crime
6002,2465,tt0093870,RoboCop,1987,"Action,Crime,Sci-Fi",7.6,259163.0,9.0,Sci-Fi
6003,2466,tt0093886,Roxanne,1987,"Comedy,Romance",6.6,45650.0,8.8,Comedy
6004,2466,tt0093886,Roxanne,1987,"Comedy,Romance",6.6,45650.0,8.8,Romance
6005,2467,tt0093894,The Running Man,1987,"Action,Sci-Fi,Thriller",6.6,154333.0,6.4,Action
6006,2467,tt0093894,The Running Man,1987,"Action,Sci-Fi,Thriller",6.6,154333.0,6.4,Sci-Fi
6007,2467,tt0093894,The Running Man,1987,"Action,Sci-Fi,Thriller",6.6,154333.0,6.4,Thriller
6008,2468,tt0093936,The Secret of My Success,1987,"Comedy,Romance",6.5,34341.0,5.7,Comedy
6009,2468,tt0093936,The Secret of My Success,1987,"Comedy,Romance",6.5,34341.0,5.7,Romance
6010,2469,tt0093940,September,1987,Drama,6.5,9929.0,6.7,Drama
6011,2470,tt0093974,"Silent Night, Deadly Night Part 2",1987,"Horror,Thriller",3.8,7587.0,,Horror
6012,2470,tt0093974,"Silent Night, Deadly Night Part 2",1987,"Horror,Thriller",3.8,7587.0,,Thriller
6013,2471,tt0093978,A Chinese Ghost Story,1987,"Action,Fantasy,Horror",7.4,10221.0,,Action
6014,2471,tt0093978,A Chinese Ghost Story,1987,"Action,Fantasy,Horror",7.4,10221.0,,Fantasy
6015,2471,tt0093978,A Chinese Ghost Story,1987,"Action,Fantasy,Horror",7.4,10221.0,,Horror
6016,2472,tt0093996,Slumber Party Massacre II,1987,"Comedy,Horror,Music",4.6,6326.0,,Comedy
6017,2472,tt0093996,Slumber Party Massacre II,1987,"Comedy,Horror,Music",4.6,6326.0,,Horror
6018,2472,tt0093996,Slumber Party Massacre II,1987,"Comedy,Horror,Music",4.6,6326.0,,Music
6019,2473,tt0094006,Some Kind of Wonderful,1987,"Drama,Romance",7.0,31870.0,7.8,Drama
6020,2473,tt0094006,Some Kind of Wonderful,1987,"Drama,Romance",7.0,31870.0,7.8,Romance
6021,2474,tt0094008,Someone to Watch Over Me,1987,"Crime,Drama,Romance",6.1,10673.0,,Crime
6022,2474,tt0094008,Someone to Watch Over Me,1987,"Crime,Drama,Romance",6.1,10673.0,,Drama
6023,2474,tt0094008,Someone to Watch Over Me,1987,"Crime,Drama,Romance",6.1,10673.0,,Romance
6024,2475,tt0094012,Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,191214.0,,Adventure
6025,2475,tt0094012,Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,191214.0,,Comedy
6026,2475,tt0094012,Spaceballs,1987,"Adventure,Comedy,Sci-Fi",7.1,191214.0,,Sci-Fi
6027,2476,tt0094025,Stakeout,1987,"Action,Comedy,Crime",6.7,26886.0,8.8,Action
6028,2476,tt0094025,Stakeout,1987,"Action,Comedy,Crime",6.7,26886.0,8.8,Comedy
6029,2476,tt0094025,Stakeout,1987,"Action,Comedy,Crime",6.7,26886.0,8.8,Crime
6030,2477,tt0094027,Stand and Deliver,1988,"Biography,Drama",7.3,20598.0,8.2,Biography
6031,2477,tt0094027,Stand and Deliver,1988,"Biography,Drama",7.3,20598.0,8.2,Drama
6032,2478,tt0094035,The Stepfather,1987,"Horror,Thriller",6.7,16296.0,8.8,Horror
6033,2478,tt0094035,The Stepfather,1987,"Horror,Thriller",6.7,16296.0,8.8,Thriller
6034,2479,tt0094057,Street Trash,1987,"Comedy,Horror",5.9,10595.0,,Comedy
6035,2479,tt0094057,Street Trash,1987,"Comedy,Horror",5.9,10595.0,,Horror
6036,2480,tt0094072,Summer School,1987,"Comedy,Romance",6.6,20558.0,6.3,Comedy
6037,2480,tt0094072,Summer School,1987,"Comedy,Romance",6.6,20558.0,6.3,Romance
6038,2481,tt0094074,Superman IV: The Quest for Peace,1987,"Action,Adventure,Sci-Fi",3.7,49124.0,1.1,Action
6039,2481,tt0094074,Superman IV: The Quest for Peace,1987,"Action,Adventure,Sci-Fi",3.7,49124.0,1.1,Adventure
6040,2481,tt0094074,Superman IV: The Quest for Peace,1987,"Action,Adventure,Sci-Fi",3.7,49124.0,1.1,Sci-Fi
6041,2482,tt0094082,Suspect,1987,"Crime,Drama,Thriller",6.6,10645.0,6.7,Crime
6042,2482,tt0094082,Suspect,1987,"Crime,Drama,Thriller",6.6,10645.0,6.7,Drama
6043,2482,tt0094082,Suspect,1987,"Crime,Drama,Thriller",6.6,10645.0,6.7,Thriller
6044,2483,tt0094118,Teen Wolf Too,1987,"Comedy,Fantasy",3.4,12679.0,,Comedy
6045,2483,tt0094118,Teen Wolf Too,1987,"Comedy,Fantasy",3.4,12679.0,,Fantasy
6046,2484,tt0094137,Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,54147.0,,Comedy
6047,2484,tt0094137,Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,54147.0,,Drama
6048,2484,tt0094137,Three Men and a Baby,1987,"Comedy,Drama,Family",6.1,54147.0,,Family
6049,2485,tt0094138,Three O'Clock High,1987,Comedy,7.1,12224.0,6.7,Comedy
6050,2486,tt0094142,Throw Momma from the Train,1987,"Comedy,Crime,Thriller",6.3,37396.0,,Comedy
6051,2486,tt0094142,Throw Momma from the Train,1987,"Comedy,Crime,Thriller",6.3,37396.0,,Crime
6052,2486,tt0094142,Throw Momma from the Train,1987,"Comedy,Crime,Thriller",6.3,37396.0,,Thriller
6053,2487,tt0094155,Tin Men,1987,"Comedy,Drama",6.6,9107.0,7.7,Comedy
6054,2487,tt0094155,Tin Men,1987,"Comedy,Drama",6.6,9107.0,7.7,Drama
6055,2488,tt0094226,The Untouchables,1987,"Crime,Drama,Thriller",7.9,309897.0,,Crime
6056,2488,tt0094226,The Untouchables,1987,"Crime,Drama,Thriller",7.9,309897.0,,Drama
6057,2488,tt0094226,The Untouchables,1987,"Crime,Drama,Thriller",7.9,309897.0,,Thriller
6058,2489,tt0094291,Wall Street,1987,"Crime,Drama",7.3,156441.0,7.9,Crime
6059,2489,tt0094291,Wall Street,1987,"Crime,Drama",7.3,156441.0,7.9,Drama
6060,2490,tt0094321,Who's That Girl,1987,"Comedy,Music,Romance",4.8,10380.0,,Comedy
6061,2490,tt0094321,Who's That Girl,1987,"Comedy,Music,Romance",4.8,10380.0,,Music
6062,2490,tt0094321,Who's That Girl,1987,"Comedy,Music,Romance",4.8,10380.0,,Romance
6063,2491,tt0094332,The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.5,71125.0,,Comedy
6064,2491,tt0094332,The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.5,71125.0,,Fantasy
6065,2491,tt0094332,The Witches of Eastwick,1987,"Comedy,Fantasy,Horror",6.5,71125.0,,Horror
6066,2492,tt0094336,Withnail & I,1987,"Comedy,Drama",7.6,44370.0,,Comedy
6067,2492,tt0094336,Withnail & I,1987,"Comedy,Drama",7.6,44370.0,,Drama
6068,2493,tt0094357,A Better Tomorrow II,1987,"Action,Crime,Drama",7.2,10495.0,,Action
6069,2493,tt0094357,A Better Tomorrow II,1987,"Action,Crime,Drama",7.2,10495.0,,Crime
6070,2493,tt0094357,A Better Tomorrow II,1987,"Action,Crime,Drama",7.2,10495.0,,Drama
6071,2494,tt0094602,Above the Law,1988,"Action,Crime,Drama",6.0,32410.0,5.3,Action
6072,2494,tt0094602,Above the Law,1988,"Action,Crime,Drama",6.0,32410.0,5.3,Crime
6073,2494,tt0094602,Above the Law,1988,"Action,Crime,Drama",6.0,32410.0,5.3,Drama
6074,2495,tt0094606,The Accidental Tourist,1988,"Drama,Romance",6.7,16382.0,8.1,Drama
6075,2495,tt0094606,The Accidental Tourist,1988,"Drama,Romance",6.7,16382.0,8.1,Romance
6076,2496,tt0094608,The Accused,1988,"Crime,Drama",7.1,36355.0,9.1,Crime
6077,2496,tt0094608,The Accused,1988,"Crime,Drama",7.1,36355.0,9.1,Drama
6078,2497,tt0094612,Action Jackson,1988,"Action,Comedy,Crime",5.5,11391.0,,Action
6079,2497,tt0094612,Action Jackson,1988,"Action,Comedy,Crime",5.5,11391.0,,Comedy
6080,2497,tt0094612,Action Jackson,1988,"Action,Comedy,Crime",5.5,11391.0,,Crime
6081,2498,tt0094625,Akira,1988,"Action,Animation,Drama",8.0,186641.0,9.0,Action
6082,2498,tt0094625,Akira,1988,"Action,Animation,Drama",8.0,186641.0,9.0,Animation
6083,2498,tt0094625,Akira,1988,"Action,Animation,Drama",8.0,186641.0,9.0,Drama
6084,2499,tt0094631,Alien Nation,1988,"Action,Sci-Fi",6.3,15842.0,5.3,Action
6085,2499,tt0094631,Alien Nation,1988,"Action,Sci-Fi",6.3,15842.0,5.3,Sci-Fi
6086,2500,tt0094651,Amsterdamned,1988,"Action,Crime,Horror",6.6,8516.0,,Action
6087,2500,tt0094651,Amsterdamned,1988,"Action,Crime,Horror",6.6,8516.0,,Crime
6088,2500,tt0094651,Amsterdamned,1988,"Action,Crime,Horror",6.6,8516.0,,Horror
6089,2501,tt0094663,Another Woman,1988,Drama,7.2,14222.0,6.4,Drama
6090,2502,tt0094675,Ariel,1988,"Comedy,Crime,Romance",7.5,6974.0,,Comedy
6091,2502,tt0094675,Ariel,1988,"Comedy,Crime,Romance",7.5,6974.0,,Crime
6092,2502,tt0094675,Ariel,1988,"Comedy,Crime,Romance",7.5,6974.0,,Romance
6093,2503,tt0094678,Arthur 2: On the Rocks,1988,"Comedy,Romance",4.6,6497.0,1.3,Comedy
6094,2503,tt0094678,Arthur 2: On the Rocks,1988,"Comedy,Romance",4.6,6497.0,1.3,Romance
6095,2504,tt0094712,Bat*21,1988,"Drama,War",6.4,9011.0,,Drama
6096,2504,tt0094712,Bat*21,1988,"Drama,War",6.4,9011.0,,War
6097,2505,tt0094715,Beaches,1988,"Comedy,Drama,Music",6.9,26973.0,4.0,Comedy
6098,2505,tt0094715,Beaches,1988,"Comedy,Drama,Music",6.9,26973.0,4.0,Drama
6099,2505,tt0094715,Beaches,1988,"Comedy,Drama,Music",6.9,26973.0,4.0,Music
6100,2506,tt0094716,The Beast of War,1988,"Adventure,Drama,War",7.3,9997.0,,Adventure
6101,2506,tt0094716,The Beast of War,1988,"Adventure,Drama,War",7.3,9997.0,,Drama
6102,2506,tt0094716,The Beast of War,1988,"Adventure,Drama,War",7.3,9997.0,,War
6103,2507,tt0094721,Beetlejuice,1988,"Comedy,Fantasy",7.5,304273.0,8.5,Comedy
6104,2507,tt0094721,Beetlejuice,1988,"Comedy,Fantasy",7.5,304273.0,8.5,Fantasy
6105,2508,tt0094731,Betrayed,1988,"Crime,Drama,Thriller",6.3,6523.0,,Crime
6106,2508,tt0094731,Betrayed,1988,"Crime,Drama,Thriller",6.3,6523.0,,Drama
6107,2508,tt0094731,Betrayed,1988,"Crime,Drama,Thriller",6.3,6523.0,,Thriller
6108,2509,tt0094737,Big,1988,"Comedy,Drama,Fantasy",7.3,221387.0,9.7,Comedy
6109,2509,tt0094737,Big,1988,"Comedy,Drama,Fantasy",7.3,221387.0,9.7,Drama
6110,2509,tt0094737,Big,1988,"Comedy,Drama,Fantasy",7.3,221387.0,9.7,Fantasy
6111,2510,tt0094739,Big Business,1988,Comedy,6.4,14433.0,4.4,Comedy
6112,2511,tt0094744,Big Top Pee-wee,1988,"Adventure,Comedy,Romance",5.0,9377.0,3.5,Adventure
6113,2511,tt0094744,Big Top Pee-wee,1988,"Adventure,Comedy,Romance",5.0,9377.0,3.5,Comedy
6114,2511,tt0094744,Big Top Pee-wee,1988,"Adventure,Comedy,Romance",5.0,9377.0,3.5,Romance
6115,2512,tt0094746,Biloxi Blues,1988,"Comedy,Drama",6.6,15809.0,7.8,Comedy
6116,2512,tt0094746,Biloxi Blues,1988,"Comedy,Drama",6.6,15809.0,7.8,Drama
6117,2513,tt0094747,Bird,1988,"Biography,Drama,Music",7.1,12644.0,8.3,Biography
6118,2513,tt0094747,Bird,1988,"Biography,Drama,Music",7.1,12644.0,8.3,Drama
6119,2513,tt0094747,Bird,1988,"Biography,Drama,Music",7.1,12644.0,8.3,Music
6120,2514,tt0094750,Black Eagle,1988,"Action,Drama",3.8,7547.0,,Action
6121,2514,tt0094750,Black Eagle,1988,"Action,Drama",3.8,7547.0,,Drama
6122,2515,tt0094761,The Blob,1988,"Horror,Sci-Fi,Thriller",6.6,38646.0,6.2,Horror
6123,2515,tt0094761,The Blob,1988,"Horror,Sci-Fi,Thriller",6.6,38646.0,6.2,Sci-Fi
6124,2515,tt0094761,The Blob,1988,"Horror,Sci-Fi,Thriller",6.6,38646.0,6.2,Thriller
6125,2516,tt0094764,The Blood of Heroes,1989,"Action,Sci-Fi,Sport",6.3,7146.0,,Action
6126,2516,tt0094764,The Blood of Heroes,1989,"Action,Sci-Fi,Sport",6.3,7146.0,,Sci-Fi
6127,2516,tt0094764,The Blood of Heroes,1989,"Action,Sci-Fi,Sport",6.3,7146.0,,Sport
6128,2517,tt0094792,Braddock: Missing in Action III,1988,"Action,War",4.8,6623.0,,Action
6129,2517,tt0094792,Braddock: Missing in Action III,1988,"Action,War",4.8,6623.0,,War
6130,2518,tt0094793,Brain Damage,1988,"Comedy,Drama,Horror",6.5,11780.0,6.7,Comedy
6131,2518,tt0094793,Brain Damage,1988,"Comedy,Drama,Horror",6.5,11780.0,6.7,Drama
6132,2518,tt0094793,Brain Damage,1988,"Comedy,Drama,Horror",6.5,11780.0,6.7,Horror
6133,2519,tt0094799,"Bright Lights, Big City",1988,Drama,5.7,8343.0,,Drama
6134,2520,tt0094812,Bull Durham,1988,"Comedy,Romance,Sport",7.0,55178.0,9.7,Comedy
6135,2520,tt0094812,Bull Durham,1988,"Comedy,Romance,Sport",7.0,55178.0,9.7,Romance
6136,2520,tt0094812,Bull Durham,1988,"Comedy,Romance,Sport",7.0,55178.0,9.7,Sport
6137,2521,tt0094824,Caddyshack II,1988,"Comedy,Sport",3.8,15879.0,0.4,Comedy
6138,2521,tt0094824,Caddyshack II,1988,"Comedy,Sport",3.8,15879.0,0.4,Sport
6139,2522,tt0094828,Camille Claudel,1988,"Biography,Drama,History",7.2,6876.0,10.0,Biography
6140,2522,tt0094828,Camille Claudel,1988,"Biography,Drama,History",7.2,6876.0,10.0,Drama
6141,2522,tt0094828,Camille Claudel,1988,"Biography,Drama,History",7.2,6876.0,10.0,History
6142,2523,tt0094860,The Church,1989,Horror,6.2,8058.0,,Horror
