,tconst,tomatometer_rating
2646,tt1399683,94.0
2647,tt0363579,94.0
2648,tt0469021,86.0
2649,tt2396589,97.0
2650,tt7456312,5.0
2651,tt1714866,41.0
2652,tt0240200,90.0
2653,tt0345855,44.0
2654,tt0109368,40.0
2655,tt0210584,35.0
2656,tt0204640,37.0
2657,tt5634960,86.0
2658,tt2729818,67.0
2659,tt0056575,78.0
2660,tt0082810,80.0
2661,tt0052182,69.0
2662,tt0048356,98.0
2663,tt0055100,90.0
2664,tt0057999,40.0
2665,tt0039757,83.0
2666,tt0048233,100.0
2667,tt0042286,89.0
2668,tt0053320,83.0
2669,tt0039302,93.0
2670,tt0035799,80.0
2671,tt0050086,96.0
2672,tt0046899,83.0
2673,tt2125439,86.0
2674,tt0065687,91.0
2675,tt0070222,50.0
2676,tt2316411,70.0
2677,tt1392214,81.0
2678,tt3397884,92.0
2679,tt1856101,88.0
2680,tt2543164,94.0
2681,tt1255953,93.0
2682,tt3462710,28.0
2683,tt3966404,97.0
2684,tt5843850,13.0
2685,tt0245686,10.0
2686,tt0286788,35.0
2687,tt4695098,40.0
2688,tt0078405,0.0
2689,tt0482517,80.0
2690,tt0810913,3.0
2691,tt0116483,61.0
2692,tt2191701,8.0
2693,tt0118708,14.0
2694,tt0271668,11.0
2695,tt0437863,13.0
2696,tt1564367,19.0
2697,tt1375670,11.0
2698,tt0239948,19.0
2699,tt0142342,39.0
2700,tt0762107,15.0
2701,tt0103872,45.0
2702,tt0821810,14.0
2703,tt3522806,31.0
2704,tt0109403,33.0
2705,tt0094894,82.0
2706,tt0844708,42.0
2707,tt2395385,82.0
2708,tt5670152,27.0
2709,tt2245151,27.0
2710,tt6722030,33.0
2711,tt4191580,17.0
2712,tt1148200,33.0
2713,tt0109959,15.0
2714,tt0111400,19.0
2715,tt2547584,61.0
2716,tt0099634,100.0
2717,tt0096416,100.0
2718,tt0101798,100.0
2719,tt0427848,33.0
2720,tt1205558,5.0
2721,tt0363780,63.0
2722,tt6769326,53.0
2723,tt1285309,63.0
2724,tt1724597,53.0
2725,tt1942971,67.0
2726,tt0131704,43.0
2727,tt0118894,41.0
2728,tt6257174,86.0
2729,tt0058142,80.0
2730,tt0082186,68.0
2731,tt0825225,33.0
2732,tt2370248,98.0
2733,tt2378507,52.0
2734,tt4916630,84.0
2735,tt1190894,67.0
2736,tt6702308,63.0
2737,tt0240900,10.0
2738,tt2066051,89.0
2739,tt1795702,100.0
2740,tt1262990,22.0
2741,tt3244446,43.0
2742,tt0430770,14.0
2743,tt0114798,74.0
2744,tt0093166,67.0
2745,tt0075939,90.0
2746,tt5013782,11.0
2747,tt0090297,0.0
2748,tt1167675,55.0
2749,tt0050356,86.0
2750,tt5734576,18.0
2751,tt4720596,47.0
2752,tt1479668,93.0
2753,tt1621046,38.0
2754,tt3465916,92.0
2755,tt5208950,92.0
2756,tt1379210,60.0
2757,tt2624412,52.0
2758,tt5461956,23.0
2759,tt2461520,16.0
2760,tt0473488,76.0
2761,tt1082601,40.0
2762,tt1535612,15.0
2763,tt1723120,86.0
2764,tt5226984,84.0
2765,tt3361792,51.0
2766,tt1667321,68.0
2767,tt6005298,80.0
2768,tt1034419,81.0
2769,tt6069126,76.0
2770,tt0365929,7.0
2771,tt0107302,59.0
2772,tt0479997,11.0
2773,tt0244244,25.0
2774,tt2790236,72.0
2775,tt3569970,55.0
2776,tt0128142,100.0
2777,tt0209037,55.0
2778,tt0097474,13.0
2779,tt0118617,86.0
2780,tt0084649,93.0
2781,tt0090633,71.0
2782,tt0076538,54.0
2783,tt0057197,89.0
2784,tt0281686,78.0
2785,tt0083630,50.0
2786,tt0095863,38.0
2787,tt1783732,60.0
2788,tt0079714,74.0
2789,tt1628055,38.0
2790,tt2833768,75.0
2791,tt3280262,79.0
2792,tt0387575,33.0
2793,tt2230358,76.0
2794,tt2319580,59.0
2795,tt0067535,40.0
2796,tt0067224,20.0
2797,tt0297162,3.0
2798,tt0785077,6.0
2799,tt4763168,29.0
2800,tt0361693,55.0
2801,tt0186894,52.0
2802,tt0120777,80.0
2803,tt1032825,39.0
2804,tt0790628,38.0
2805,tt0047417,100.0
2806,tt0041178,80.0
2807,tt0066999,89.0
2808,tt0056062,83.0
2809,tt0053825,91.0
2810,tt0075213,86.0
2811,tt0049366,98.0
2812,tt0069865,83.0
2813,tt0062824,94.0
2814,tt0065134,69.0
2815,tt0080736,47.0
2816,tt0067065,77.0
2817,tt0076210,56.0
2818,tt0058440,33.0
2819,tt0075931,55.0
2820,tt0110989,24.0
2821,tt6957966,14.0
2822,tt0251127,42.0
2823,tt0100301,13.0
2824,tt0120764,12.0
2825,tt0115580,28.0
2826,tt0397078,14.0
2827,tt0212346,41.0
2828,tt0865559,10.0
2829,tt0107050,63.0
2830,tt0095690,75.0
2831,tt0361925,13.0
2832,tt0109783,27.0
2833,tt0077716,44.0
2834,tt1411276,44.0
2835,tt0089015,95.0
2836,tt2442564,100.0
2837,tt1846589,36.0
2838,tt1737122,90.0
2839,tt0098453,44.0
2840,tt0032376,83.0
2841,tt0156904,38.0
2842,tt0437800,85.0
2843,tt1321332,59.0
2844,tt0144969,86.0
2845,tt1674771,33.0
2846,tt2689966,65.0
2847,tt0462396,15.0
2848,tt0117802,87.0
2849,tt0139239,91.0
2850,tt0977855,79.0
2851,tt4218696,65.0
2852,tt0356910,60.0
2853,tt0258463,83.0
2854,tt0489099,15.0
2855,tt3532216,86.0
2856,tt0246002,28.0
2857,tt0110186,61.0
2858,tt0335057,36.0
2859,tt5966990,100.0
2860,tt0479547,98.0
2861,tt0116589,92.0
2862,tt1333631,57.0
2863,tt0143861,93.0
2864,tt1913166,61.0
2865,tt0144964,11.0
2866,tt0072732,20.0
2867,tt0080180,50.0
2868,tt0114805,80.0
2869,tt0309912,78.0
2870,tt0116191,85.0
2871,tt1742650,17.0
2872,tt0041871,89.0
2873,tt0038908,71.0
2874,tt0047811,90.0
2875,tt0052918,81.0
2876,tt0047203,87.0
2877,tt0039589,100.0
2878,tt1446673,45.0
2879,tt2678448,65.0
2880,tt0067756,68.0
2881,tt0085271,55.0
2882,tt0287471,88.0
2883,tt3289728,
2884,tt6408226,69.0
2885,tt1999987,56.0
2886,tt1758692,72.0
2887,tt9147456,44.0
2888,tt4968782,80.0
2889,tt3311020,17.0
2890,tt6628394,74.0
2891,tt1259521,92.0
2892,tt7369550,33.0
2893,tt5834262,58.0
2894,tt0498900,88.0
2895,tt2520394,89.0
2896,tt2931140,29.0
2897,tt2309788,94.0
2898,tt1127221,15.0
2899,tt2517300,79.0
2900,tt1828959,38.0
2901,tt0023985,71.0
2902,tt0945513,92.0
2903,tt1182345,90.0
2904,tt1464763,21.0
2905,tt0803096,28.0
2906,tt6269368,76.0
2907,tt0407265,77.0
2908,tt1134664,33.0
2909,tt0082770,88.0
2910,tt6074820,100.0
2911,tt5247026,52.0
2912,tt1441951,80.0
2913,tt2326574,6.0
2914,tt0025465,89.0
2915,tt0119731,33.0
2916,tt7108744,85.0
2917,tt0299117,88.0
2918,tt5946668,50.0
2919,tt0324127,18.0
2920,tt0189998,82.0
2921,tt0106266,17.0
2922,tt6078346,60.0
2923,tt2389182,88.0
2924,tt5717492,59.0
2925,tt1429392,79.0
2926,tt2034139,15.0
2927,tt4680980,36.0
2928,tt0886535,14.0
2929,tt0082084,67.0
2930,tt10915286,97.0
2931,tt6222286,21.0
2932,tt3517870,89.0
2933,tt0366444,63.0
2934,tt2049589,86.0
2935,tt0264476,94.0
2936,tt0036653,100.0
2937,tt0043778,100.0
2938,tt0038990,40.0
2939,tt0037638,100.0
2940,tt0048396,100.0
2941,tt0053593,40.0
2942,tt0038126,86.0
2943,tt0425112,91.0
2944,tt0365748,91.0
2945,tt3890160,92.0
2946,tt0446029,82.0
2947,tt1213663,89.0
2948,tt0031210,88.0
2949,tt0038873,71.0
2950,tt0022958,86.0
2951,tt0039661,100.0
2952,tt0033677,60.0
2953,tt0289668,25.0
2954,tt6330052,42.0
2955,tt1707392,44.0
2956,tt1988621,33.0
2957,tt0880648,50.0
2958,tt0052104,17.0
2959,tt0039853,80.0
2960,tt0032536,89.0
2961,tt0041687,100.0
2962,tt0047898,45.0
2963,tt0052077,67.0
2964,tt0047127,29.0
2965,tt0057917,33.0
2966,tt0039286,82.0
2967,tt0048034,80.0
2968,tt0052415,71.0
2969,tt0046808,92.0
2970,tt0046816,92.0
2971,tt0037101,94.0
2972,tt3780208,33.0
2973,tt0032828,91.0
2974,tt0050197,60.0
2975,tt0915463,44.0
2976,tt2224506,43.0
2977,tt0101985,100.0
2978,tt0110322,58.0
2979,tt0115956,85.0
2980,tt0325710,66.0
2981,tt3263946,62.0
2982,tt0097441,93.0
2983,tt1034303,58.0
2984,tt0450259,63.0
2985,tt0133952,44.0
2986,tt0090583,61.0
2987,tt3393786,37.0
2988,tt1596345,72.0
2989,tt0029992,100.0
2990,tt11905962,89.0
2991,tt6852284,100.0
2992,tt0772197,9.0
2993,tt0401248,83.0
2994,tt1641841,25.0
2995,tt3770750,86.0
2996,tt0074901,86.0
2997,tt0093278,37.0
2998,tt1623745,59.0
2999,tt2937366,92.0
3000,tt0303816,62.0
3001,tt1137450,18.0
3002,tt0450278,61.0
3003,tt2119543,66.0
3004,tt2403021,38.0
3005,tt3605418,37.0
3006,tt0074777,43.0
3007,tt0039416,76.0
3008,tt0044081,98.0
3009,tt0047296,99.0
3010,tt0039208,80.0
3011,tt0054476,100.0
3012,tt0039806,14.0
3013,tt0041746,54.0
3014,tt0042832,96.0
3015,tt0055471,82.0
3016,tt0056825,67.0
3017,tt0064041,8.0
3018,tt0045296,65.0
3019,tt0048973,94.0
3020,tt0048028,85.0
3021,tt0050371,88.0
3022,tt1506459,50.0
3023,tt2339351,83.0
3024,tt3416536,43.0
3025,tt1307861,86.0
3026,tt0065889,100.0
3027,tt7920024,43.0
3028,tt0201951,63.0
3029,tt0865297,85.0
3030,tt10714856,47.0
3031,tt6303866,86.0
3032,tt2328922,84.0
3033,tt7772582,99.0
3034,tt2848292,65.0
3035,tt9617484,100.0
3036,tt1235450,83.0
3037,tt6662736,86.0
3038,tt4119278,0.0
3039,tt7350614,68.0
3040,tt0436295,92.0
3041,tt1636844,0.0
3042,tt2114461,7.0
3043,tt7319064,71.0
3044,tt0361322,76.0
3045,tt1297919,48.0
3046,tt3042800,82.0
3047,tt4581576,42.0
3048,tt0039645,75.0
3049,tt0271367,48.0
3050,tt2297063,83.0
3051,tt1641410,67.0
3052,tt5565254,40.0
3053,tt0107719,50.0
3054,tt0098966,38.0
3055,tt0097044,67.0
3056,tt0092890,68.0
3057,tt0105417,74.0
3058,tt0308055,47.0
3059,tt3662308,79.0
3060,tt1707821,71.0
3061,tt0969348,44.0
3062,tt1941569,77.0
3063,tt7957314,81.0
3064,tt0106307,87.0
3065,tt0114787,86.0
3066,tt8426594,82.0
3067,tt0116931,47.0
3068,tt1487275,91.0
3069,tt2088903,33.0
3070,tt0389988,44.0
3071,tt0070184,33.0
3072,tt3896100,48.0
3073,tt2126235,23.0
3074,tt1104126,96.0
3075,tt1684233,48.0
3076,tt1032856,98.0
3077,tt2131698,46.0
3078,tt7942736,75.0
3079,tt5323042,100.0
3080,tt0171356,26.0
3081,tt6508228,38.0
3082,tt0373051,61.0
3083,tt1302067,13.0
3084,tt0279286,19.0
3085,tt2133243,20.0
3086,tt1544608,38.0
3087,tt0298050,94.0
3088,tt2281159,53.0
3089,tt4682780,13.0
3090,tt2094018,61.0
3091,tt0398971,22.0
3092,tt0081259,33.0
3093,tt1922736,94.0
3094,tt1314190,76.0
3095,tt3547098,58.0
3096,tt0110064,0.0
3097,tt0472259,69.0
3098,tt0115610,33.0
3099,tt0101492,41.0
3100,tt3007302,88.0
3101,tt0329030,9.0
3102,tt0799954,68.0
3103,tt2560632,87.0
3104,tt5219972,86.0
3105,tt0985593,8.0
3106,tt0144178,36.0
3107,tt0210943,20.0
3108,tt0309820,45.0
3109,tt0479968,0.0
3110,tt1727523,70.0
3111,tt3791268,60.0
3112,tt5645932,67.0
3113,tt0431091,17.0
3114,tt0082346,43.0
3115,tt0020298,100.0
3116,tt0903627,72.0
3117,tt0445990,72.0
3118,tt2058673,11.0
3119,tt7282278,75.0
3120,tt1500516,67.0
3121,tt6794380,100.0
3122,tt4353996,84.0
3123,tt2353767,71.0
3124,tt1850397,14.0
3125,tt0979434,34.0
3126,tt4092774,100.0
3127,tt6442978,100.0
3128,tt0285487,53.0
3129,tt0036931,55.0
3130,tt0037793,56.0
3131,tt0032412,77.0
3132,tt0024593,36.0
3133,tt0041650,95.0
3134,tt0166110,23.0
3135,tt0115783,8.0
3136,tt0111323,24.0
3137,tt0104573,79.0
3138,tt0354766,26.0
3139,tt8510488,38.0
3140,tt0869152,40.0
3141,tt2295722,43.0
3142,tt7608534,43.0
3143,tt0035979,85.0
3144,tt0033045,100.0
3145,tt0015119,100.0
3146,tt0034274,67.0
3147,tt0031725,97.0
3148,tt0077598,90.0
3149,tt0103882,94.0
3150,tt0119107,91.0
3151,tt0896866,79.0
3152,tt1704619,92.0
3153,tt0096257,100.0
3154,tt2616810,92.0
3155,tt0969355,79.0
3156,tt2561572,28.0
3157,tt6987432,100.0
3158,tt6443294,95.0
3159,tt0226935,26.0
3160,tt9580138,89.0
3161,tt0093220,8.0
3162,tt6247936,58.0
3163,tt0436971,78.0
3164,tt11394332,63.0
3165,tt0068713,75.0
3166,tt2039345,79.0
3167,tt3182590,88.0
3168,tt10883004,96.0
3169,tt5851598,67.0
3170,tt5192362,83.0
3171,tt3663040,9.0
3172,tt1308165,41.0
3173,tt1934269,89.0
3174,tt0352994,72.0
3175,tt0476643,54.0
3176,tt1935742,78.0
3177,tt3311988,46.0
3178,tt4630562,67.0
3179,tt1398426,89.0
3180,tt0266465,11.0
3181,tt0120768,74.0
3182,tt0113118,78.0
3183,tt0317740,73.0
3184,tt1197624,26.0
3185,tt0117603,68.0
3186,tt0377471,30.0
3187,tt0498381,8.0
3188,tt0016847,94.0
3189,tt2506388,47.0
3190,tt4106306,50.0
3191,tt3038734,20.0
3192,tt1656170,17.0
3193,tt1572311,11.0
3194,tt1024943,76.0
3195,tt5932728,43.0
3196,tt1285241,69.0
3197,tt2582500,7.0
3198,tt1244668,73.0
3199,tt5177088,39.0
3200,tt1288558,62.0
3201,tt3758564,20.0
3202,tt0046521,100.0
3203,tt1425253,71.0
3204,tt1966566,50.0
3205,tt3863484,94.0
3206,tt6333074,97.0
3207,tt0085994,0.0
3208,tt2582576,47.0
3209,tt1101675,84.0
3210,tt5805768,70.0
3211,tt5932894,79.0
3212,tt2381213,9.0
3213,tt3577624,72.0
3214,tt4682788,31.0
3215,tt1680045,20.0
3216,tt0861689,43.0
3217,tt0387131,83.0
3218,tt8404614,89.0
3219,tt0260775,87.0
3220,tt0459293,47.0
3221,tt0206420,35.0
3222,tt4587780,75.0
3223,tt0298798,51.0
3224,tt5929776,75.0
3225,tt1389096,36.0
3226,tt0245479,18.0
3227,tt3453008,92.0
3228,tt0057180,89.0
3229,tt1017451,69.0
3230,tt4005402,26.0
3231,tt0405094,93.0
3232,tt1243957,20.0
3233,tt0080881,14.0
3234,tt0114885,56.0
3235,tt0361620,8.0
3236,tt0119313,26.0
3237,tt2948790,14.0
3238,tt0103893,35.0
3239,tt0088851,25.0
3240,tt0085867,38.0
3241,tt0079766,100.0
3242,tt0102178,29.0
3243,tt0775488,15.0
3244,tt0262396,21.0
3245,tt1838520,37.0
3246,tt10937434,60.0
3247,tt0493395,16.0
3248,tt0186589,28.0
3249,tt5797184,71.0
3250,tt0481797,32.0
3251,tt0087089,76.0
3252,tt0096316,83.0
3253,tt0091738,86.0
3254,tt0062974,53.0
3255,tt0068646,98.0
3256,tt0093073,47.0
3257,tt0119978,82.0
3258,tt0964185,71.0
3259,tt0116669,18.0
3260,tt0056983,63.0
3261,tt0071360,96.0
3262,tt0078788,98.0
3263,tt0086216,73.0
3264,tt1756851,26.0
3265,tt0064873,83.0
3266,tt2873282,45.0
3267,tt1067583,60.0
3268,tt0360486,46.0
3269,tt1951266,69.0
3270,tt1951265,69.0
3271,tt1951264,90.0
3272,tt0480249,68.0
3273,tt5635086,98.0
3274,tt0449851,70.0
3275,tt0098471,14.0
3276,tt2210451,0.0
3277,tt0804516,33.0
3278,tt1935897,30.0
3279,tt5699928,13.0
3280,tt2103217,53.0
3281,tt1087842,50.0
3282,tt0110557,50.0
3283,tt0099581,43.0
3284,tt0080406,100.0
3285,tt0063518,95.0
3286,tt0078950,36.0
3287,tt0099726,76.0
3288,tt0274407,41.0
3289,tt0082329,28.0
3290,tt0040607,100.0
3291,tt0022879,93.0
3292,tt0033105,75.0
3293,tt0038650,94.0
3294,tt0033891,91.0
3295,tt0029162,93.0
3296,tt0022268,88.0
3297,tt0027996,90.0
3298,tt0043633,60.0
3299,tt0025316,98.0
3300,tt0055312,50.0
3301,tt0031679,96.0
3302,tt0040834,80.0
3303,tt0036613,81.0
3304,tt0052896,75.0
3305,tt0389860,34.0
3306,tt0120484,34.0
3307,tt0120888,68.0
3308,tt6186940,18.0
3309,tt0327437,32.0
3310,tt1086772,14.0
3311,tt1648179,41.0
3312,tt0074553,40.0
3313,tt0111161,91.0
3314,tt0120689,78.0
3315,tt0884328,72.0
3316,tt0268995,42.0
3317,tt0498351,29.0
3318,tt0094793,67.0
3319,tt0083624,77.0
3320,tt0099611,57.0
3321,tt0082367,56.0
3322,tt0095484,69.0
3323,tt0046766,67.0
3324,tt0026752,93.0
3325,tt0023876,59.0
3326,tt0099052,92.0
3327,tt0112715,22.0
3328,tt0106246,59.0
3329,tt0831887,14.0
3330,tt0407121,80.0
3331,tt0227445,73.0
3332,tt0327162,26.0
3333,tt0091419,90.0
3334,tt0103241,84.0
3335,tt0795368,62.0
3336,tt0119360,71.0
3337,tt0131325,81.0
3338,tt0113419,73.0
3339,tt0095031,89.0
3340,tt1935156,97.0
3341,tt0093175,11.0
3342,tt0055892,83.0
3343,tt0082766,49.0
3344,tt0073605,69.0
3345,tt8236366,65.0
3346,tt0453453,27.0
3347,tt0063477,96.0
3348,tt0058018,60.0
3349,tt0060463,57.0
3350,tt0051196,86.0
3351,tt0047550,43.0
3352,tt0047840,78.0
3353,tt0057683,40.0
3354,tt0052141,63.0
3355,tt0035432,93.0
3356,tt3104818,50.0
3357,tt0834540,8.0
3358,tt0160672,67.0
3359,tt5433330,95.0
3360,tt0076211,88.0
3361,tt0067483,67.0
3362,tt0077269,69.0
3363,tt0066206,94.0
3364,tt0070511,79.0
3365,tt0084931,33.0
3366,tt0063442,87.0
3367,tt0419955,100.0
3368,tt1300563,73.0
3369,tt0063278,100.0
3370,tt0020286,100.0
3371,tt1657517,40.0
3372,tt0108328,92.0
3373,tt5029608,91.0
3374,tt3184934,81.0
3375,tt1189076,63.0
3376,tt0324133,83.0
3377,tt1521848,83.0
3378,tt0055032,93.0
3379,tt0060390,81.0
3380,tt1008010,25.0
3381,tt0107665,31.0
3382,tt0115493,18.0
3383,tt1297928,67.0
3384,tt1686018,10.0
3385,tt1545759,91.0
3386,tt0091630,75.0
3387,tt0093560,62.0
3388,tt0107978,6.0
3389,tt1091751,41.0
3390,tt7869070,16.0
3391,tt0783515,48.0
3392,tt0049169,73.0
3393,tt0011439,88.0
3394,tt0462244,1.0
3395,tt0104926,13.0
3396,tt0311110,29.0
3397,tt0074404,100.0
3398,tt0100530,72.0
3399,tt0110099,44.0
3400,tt0108149,88.0
3401,tt0083619,100.0
3402,tt0093886,88.0
3403,tt1600207,60.0
3404,tt0080130,41.0
3405,tt0090655,50.0
3406,tt0053131,94.0
3407,tt0042727,77.0
3408,tt0044706,97.0
3409,tt0054353,75.0
3410,tt0060665,83.0
3411,tt0045793,92.0
3412,tt0048445,88.0
3413,tt0069947,89.0
3414,tt0057879,90.0
3415,tt0064704,33.0
3416,tt0058073,57.0
3417,tt0066492,14.0
3418,tt0043325,67.0
3419,tt2043814,85.0
3420,tt0467110,16.0
3421,tt0376105,35.0
3422,tt0478829,66.0
3423,tt1196948,27.0
3424,tt4397346,60.0
3425,tt5085924,70.0
3426,tt0087050,35.0
3427,tt0090213,17.0
3428,tt0049006,72.0
3429,tt0032983,83.0
3430,tt0017136,97.0
3431,tt0045564,80.0
3432,tt0038057,100.0
3433,tt0022100,100.0
3434,tt0033873,92.0
3435,tt0044502,73.0
3436,tt0045555,100.0
3437,tt0027652,100.0
3438,tt1986998,29.0
3439,tt2814362,0.0
3440,tt0119872,0.0
3441,tt3539664,84.0
3442,tt4446472,52.0
3443,tt10779084,98.0
3444,tt8236398,92.0
3445,tt3264102,92.0
3446,tt6673086,38.0
3447,tt1990181,44.0
3448,tt0396707,23.0
3449,tt0398808,85.0
3450,tt0960066,21.0
3451,tt3402594,80.0
3452,tt3504604,75.0
3453,tt0853096,38.0
3454,tt3685622,94.0
3455,tt4899370,87.0
3456,tt2545118,98.0
3457,tt0454921,67.0
3458,tt0814314,26.0
3459,tt1540128,4.0
3460,tt2992000,77.0
3461,tt0410400,68.0
3462,tt1559040,22.0
3463,tt4158624,32.0
3464,tt8385474,50.0
3465,tt1403988,14.0
3466,tt2265171,81.0
3467,tt6217306,78.0
3468,tt1899353,86.0
3469,tt3735554,50.0
3470,tt0817230,18.0
3471,tt0093693,44.0
3472,tt0091653,57.0
3473,tt1598822,7.0
3474,tt0123209,29.0
3475,tt0116059,12.0
3476,tt0247638,48.0
3477,tt4824302,8.0
3478,tt0163187,46.0
3479,tt0094715,40.0
3480,tt0100405,63.0
3481,tt0350028,25.0
3482,tt0791304,18.0
3483,tt0029284,85.0
3484,tt5360996,44.0
3485,tt3741834,84.0
3486,tt0845046,73.0
3487,tt0371724,60.0
3488,tt0361089,32.0
3489,tt8350360,64.0
3490,tt0417001,36.0
3491,tt0097142,60.0
3492,tt2235902,67.0
3493,tt2312718,43.0
3494,tt0469903,62.0
3495,tt0160399,24.0
3496,tt0114660,33.0
3497,tt0313542,73.0
3498,tt0260866,24.0
3499,tt0093507,17.0
3500,tt0159421,77.0
3501,tt0250274,63.0
3502,tt0847817,88.0
3503,tt1241325,81.0
3504,tt1701976,100.0
3505,tt0847526,29.0
3506,tt0496673,60.0
3507,tt2515164,80.0
3508,tt3704298,41.0
3509,tt0078869,38.0
3510,tt0076054,70.0
3511,tt0105215,50.0
3512,tt0120789,85.0
3513,tt1392170,84.0
3514,tt0329575,78.0
3515,tt1124037,47.0
3516,tt4191054,16.0
3517,tt0120210,38.0
3518,tt0120596,9.0
3519,tt0478101,75.0
3520,tt0101414,94.0
3521,tt0211941,57.0
3522,tt0081751,14.0
3523,tt0892318,42.0
3524,tt0271219,78.0
3525,tt0413895,78.0
3526,tt0901476,11.0
3527,tt0337563,65.0
3528,tt1143110,80.0
3529,tt3774694,39.0
3530,tt2181931,80.0
3531,tt7518466,50.0
3532,tt1731141,62.0
3533,tt0804522,47.0
3534,tt2140479,52.0
3535,tt2140037,43.0
3536,tt0482572,35.0
3537,tt0349825,81.0
3538,tt1291584,83.0
3539,tt8544498,84.0
3540,tt6882604,71.0
3541,tt1645080,19.0
3542,tt4662420,14.0
3543,tt0922354,83.0
3544,tt4019560,8.0
3545,tt0163745,74.0
3546,tt0051756,86.0
3547,tt0064418,43.0
3548,tt0825339,17.0
3549,tt0064117,88.0
3550,tt0061385,84.0
3551,tt0090774,69.0
3552,tt0063374,97.0
3553,tt0068835,33.0
3554,tt0071803,33.0
3555,tt6977338,80.0
3556,tt5220122,62.0
3557,tt0837562,45.0
3558,tt2510894,56.0
3559,tt1109488,86.0
3560,tt0179183,0.0
3561,tt0104299,18.0
3562,tt0114781,34.0
3563,tt0100994,35.0
3564,tt4667084,100.0
3565,tt0297876,86.0
3566,tt1221208,21.0
3567,tt0375210,7.0
3568,tt1200060,89.0
3569,tt0105275,79.0
3570,tt0021542,100.0
3571,tt0083767,73.0
3572,tt0082622,77.0
3573,tt0063350,97.0
3574,tt0088993,81.0
3575,tt0212830,67.0
3576,tt1134854,30.0
3577,tt0848557,62.0
3578,tt0069895,67.0
3579,tt0418819,74.0
3580,tt0106664,58.0
3581,tt0023582,56.0
3582,tt0315824,16.0
3583,tt0119229,80.0
3584,tt0100143,81.0
3585,tt0424287,30.0
3586,tt0089839,14.0
3587,tt0956038,31.0
3588,tt1198156,48.0
3589,tt0491175,28.0
3590,tt0034399,100.0
3591,tt0042276,97.0
3592,tt0054022,69.0
3593,tt0045471,60.0
3594,tt0024264,94.0
3595,tt0041090,96.0
3596,tt0047522,98.0
3597,tt0027067,79.0
3598,tt0023948,90.0
3599,tt0050631,100.0
3600,tt0028203,78.0
3601,tt0036855,87.0
3602,tt0028683,93.0
3603,tt0030241,100.0
3604,tt0032904,100.0
3605,tt0045012,88.0
3606,tt0082992,57.0
3607,tt0032143,92.0
3608,tt0047123,100.0
3609,tt0063823,95.0
3610,tt0023196,63.0
3611,tt0238948,12.0
3612,tt1251757,40.0
3613,tt0472126,35.0
3614,tt5862166,0.0
3615,tt0143261,7.0
3616,tt0115675,57.0
3617,tt0265307,51.0
3618,tt1194417,40.0
3619,tt0230512,87.0
3620,tt0110400,56.0
3621,tt0117324,14.0
3622,tt0432402,20.0
3623,tt0114594,78.0
3624,tt0069704,96.0
3625,tt0066434,86.0
3626,tt0120915,52.0
3627,tt0121766,80.0
3628,tt0121765,65.0
3629,tt0076759,92.0
3630,tt0046280,71.0
3631,tt0045886,85.0
3632,tt0031225,96.0
3633,tt0042447,80.0
3634,tt0068615,29.0
3635,tt3182620,15.0
3636,tt0082782,54.0
3637,tt1392190,97.0
3638,tt0079501,90.0
3639,tt0120595,65.0
3640,tt2720826,23.0
3641,tt1385826,71.0
3642,tt0090859,14.0
3643,tt0074292,30.0
3644,tt0086036,57.0
3645,tt0097737,24.0
3646,tt0089880,35.0
3647,tt0120107,0.0
3648,tt0052427,100.0
3649,tt0054387,76.0
3650,tt0091829,25.0
3651,tt0808331,62.0
3652,tt0301235,94.0
3653,tt1251743,23.0
3654,tt0060491,67.0
3655,tt0079477,71.0
3656,tt0056341,71.0
3657,tt0058756,91.0
3658,tt0064115,90.0
3659,tt0076723,85.0
3660,tt0084917,74.0
3661,tt0069280,81.0
3662,tt0095188,65.0
3663,tt0070735,94.0
3664,tt0073075,67.0
3665,tt0095776,50.0
3666,tt0052278,86.0
3667,tt0046874,86.0
3668,tt0039628,96.0
3669,tt0066831,83.0
3670,tt0045963,91.0
3671,tt0040876,78.0
3672,tt0037514,62.0
3673,tt0044030,89.0
3674,tt0038589,100.0
3675,tt0050815,80.0
3676,tt0058725,86.0
3677,tt0056891,89.0
3678,tt0108473,49.0
3679,tt0096163,49.0
3680,tt0034012,94.0
3681,tt0028333,97.0
3682,tt0035417,94.0
3683,tt0059245,41.0
3684,tt0029454,67.0
3685,tt0046303,97.0
3686,tt0035567,89.0
3687,tt0031398,92.0
3688,tt0049261,95.0
3689,tt0043924,77.0
3690,tt0036172,94.0
3691,tt0026056,94.0
3692,tt0040458,100.0
3693,tt0052738,79.0
3694,tt5580266,97.0
3695,tt0472198,52.0
3696,tt0120169,81.0
3697,tt1433108,42.0
3698,tt0203019,42.0
3699,tt2726560,31.0
3700,tt2113075,86.0
3701,tt0020686,75.0
3702,tt0034398,90.0
3703,tt0057207,90.0
3704,tt0053459,98.0
3705,tt0415234,61.0
3706,tt0479943,90.0
3707,tt0893402,57.0
3708,tt1326247,81.0
3709,tt3704700,13.0
3710,tt3407428,84.0
3711,tt1120945,76.0
3712,tt3504048,95.0
3713,tt6133466,56.0
3714,tt5826432,88.0
3715,tt0199314,68.0
3716,tt1911600,87.0
3717,tt3344686,20.0
3718,tt0049414,100.0
3719,tt2479800,69.0
3720,tt0810880,33.0
3721,tt4995776,29.0
