,tconst,tomatometer_rating
6073,tt1131734,45.0
6074,tt7137380,73.0
6075,tt0210075,88.0
6076,tt2400463,88.0
6077,tt7052494,0.0
6078,tt0119080,82.0
6079,tt0796368,82.0
6080,tt1425922,50.0
6081,tt0273453,14.0
6082,tt1659338,30.0
6083,tt2262315,29.0
6084,tt7054046,100.0
6085,tt3186318,60.0
6086,tt1972819,43.0
6087,tt1817081,47.0
6088,tt2182972,33.0
6089,tt9032888,50.0
6090,tt2083294,80.0
6091,tt0221074,69.0
6092,tt0841992,76.0
6093,tt6744360,54.0
6094,tt1220220,20.0
6095,tt0469897,70.0
6096,tt0438427,11.0
6097,tt0099160,75.0
6098,tt0102685,70.0
6099,tt1790885,91.0
6100,tt0210382,35.0
6101,tt5390504,82.0
6102,tt0267626,61.0
6103,tt0887912,97.0
6104,tt0093605,88.0
6105,tt1800266,96.0
6106,tt1460739,100.0
6107,tt0397044,11.0
6108,tt2822400,71.0
6109,tt0339642,7.0
6110,tt0348121,59.0
6111,tt0094625,90.0
6112,tt8323104,68.0
6113,tt0144814,19.0
6114,tt2531344,84.0
6115,tt0114129,82.0
6116,tt2493486,16.0
6117,tt0270933,43.0
6118,tt3400912,88.0
6119,tt1776196,83.0
6120,tt0257106,15.0
6121,tt0381707,15.0
6122,tt0175142,53.0
6123,tt0430304,12.0
6124,tt2275471,20.0
6125,tt4881364,88.0
6126,tt1291549,48.0
6127,tt4481066,93.0
6128,tt0117093,63.0
6129,tt0102443,88.0
6130,tt0127349,51.0
6131,tt0314676,39.0
6132,tt5116410,99.0
6133,tt2361602,75.0
6134,tt1579235,100.0
6135,tt2398241,40.0
6136,tt1946502,27.0
6137,tt8083936,88.0
6138,tt1418754,40.0
6139,tt1878870,94.0
6140,tt0113936,0.0
6141,tt0130121,45.0
6142,tt0468526,85.0
6143,tt2043933,86.0
6144,tt1152850,85.0
6145,tt4468634,91.0
6146,tt0110998,95.0
6147,tt9231040,96.0
6148,tt1518812,86.0
6149,tt0058947,57.0
6150,tt0054357,82.0
6151,tt0093744,17.0
6152,tt0078238,18.0
6153,tt0062803,67.0
6154,tt0065593,43.0
6155,tt0762114,7.0
6156,tt0118691,18.0
6157,tt0403508,77.0
6158,tt1001508,42.0
6159,tt1430615,75.0
6160,tt1924394,89.0
6161,tt0064541,100.0
6162,tt0313670,97.0
6163,tt0099768,85.0
6164,tt5168192,92.0
6165,tt1242545,85.0
6166,tt7365604,63.0
6167,tt4795124,39.0
6168,tt0111701,71.0
6169,tt0080360,84.0
6170,tt0091142,50.0
6171,tt0096029,43.0
6172,tt0095488,67.0
6173,tt0073812,70.0
6174,tt0087100,36.0
6175,tt0069225,60.0
6176,tt0061405,50.0
6177,tt0066858,83.0
6178,tt0415838,83.0
6179,tt0056714,100.0
6180,tt7335600,64.0
6181,tt0270971,85.0
6182,tt0450972,36.0
6183,tt0475331,70.0
6184,tt0800369,77.0
6185,tt1661199,84.0
6186,tt0466893,74.0
6187,tt4034228,96.0
6188,tt9664078,48.0
6189,tt0107120,37.0
6190,tt0962726,63.0
6191,tt0104990,39.0
6192,tt4094144,22.0
6193,tt0839980,22.0
6194,tt6705860,93.0
6195,tt3748512,96.0
6196,tt8485772,81.0
6197,tt5470222,0.0
6198,tt0388311,74.0
6199,tt1606339,50.0
6200,tt0346156,70.0
6201,tt0108410,75.0
6202,tt6054650,40.0
6203,tt0988086,67.0
6204,tt0156639,56.0
6205,tt0358349,14.0
6206,tt1906384,20.0
6207,tt1143896,52.0
6208,tt0351977,26.0
6209,tt0278295,30.0
6210,tt0160216,21.0
6211,tt1801552,0.0
6212,tt0070078,40.0
6213,tt0074157,33.0
6214,tt0076535,63.0
6215,tt0081184,71.0
6216,tt7907898,50.0
6217,tt0290095,21.0
6218,tt1233227,39.0
6219,tt1477076,10.0
6220,tt6104206,44.0
6221,tt2300975,28.0
6222,tt1134674,67.0
6223,tt0116320,18.0
6224,tt0102996,10.0
6225,tt0120610,10.0
6226,tt0105104,24.0
6227,tt0401591,44.0
6228,tt0473037,85.0
6229,tt7525514,79.0
6230,tt0113198,58.0
6231,tt0461770,93.0
6232,tt0211181,31.0
6233,tt1034389,39.0
6234,tt1894476,66.0
6235,tt5278930,100.0
6236,tt0473705,84.0
6237,tt5740866,87.0
6238,tt2261331,80.0
6239,tt0379557,94.0
6240,tt1183919,95.0
6241,tt0455590,87.0
6242,tt2258233,63.0
6243,tt7434324,72.0
6244,tt0453556,35.0
6245,tt1013860,7.0
6246,tt5112578,90.0
6247,tt1588878,20.0
6248,tt3132632,36.0
6249,tt1286800,92.0
6250,tt0089126,50.0
6251,tt0118531,30.0
6252,tt3231054,53.0
6253,tt0102798,51.0
6254,tt0114898,46.0
6255,tt0245844,73.0
6256,tt0337579,68.0
6257,tt0372237,42.0
6258,tt0120703,50.0
6259,tt0873886,60.0
6260,tt1007028,66.0
6261,tt0300051,42.0
6262,tt0424345,64.0
6263,tt0113749,56.0
6264,tt1385867,19.0
6265,tt3838992,23.0
6266,tt0118842,87.0
6267,tt0115495,50.0
6268,tt1016075,24.0
6269,tt1922612,60.0
6270,tt0090327,50.0
6271,tt0093624,36.0
6272,tt4557956,54.0
6273,tt8778658,50.0
6274,tt0133046,19.0
6275,tt10452854,78.0
6276,tt3153582,17.0
6277,tt0201840,85.0
6278,tt0378906,93.0
6279,tt7453418,39.0
6280,tt1201576,54.0
6281,tt2436682,26.0
6282,tt1684925,71.0
6283,tt1792576,67.0
6284,tt0060277,78.0
6285,tt5278578,94.0
6286,tt1422020,65.0
6287,tt2325977,41.0
6288,tt7058080,73.0
6289,tt0110978,14.0
6290,tt2299842,72.0
6291,tt2942522,79.0
6292,tt0255589,78.0
6293,tt0423866,87.0
6294,tt9358256,74.0
6295,tt2178256,95.0
6296,tt2094034,83.0
6297,tt1939659,50.0
6298,tt0489281,64.0
6299,tt0171804,88.0
6300,tt4915672,7.0
6301,tt0189456,11.0
6302,tt1438173,47.0
6303,tt0064451,96.0
6304,tt0079886,100.0
6305,tt0041386,83.0
6306,tt0053290,14.0
6307,tt0029995,89.0
6308,tt0015624,100.0
6309,tt0021730,90.0
6310,tt0019959,83.0
6311,tt0049934,43.0
6312,tt0022689,53.0
6313,tt0064393,17.0
6314,tt0266308,88.0
6315,tt0132347,61.0
6316,tt0436857,100.0
6317,tt1049400,77.0
6318,tt4185572,93.0
6319,tt4169146,89.0
6320,tt0482603,33.0
6321,tt0166396,84.0
6322,tt1586265,22.0
6323,tt0396752,73.0
6324,tt0780511,48.0
6325,tt3760922,27.0
6326,tt0426931,37.0
6327,tt0236157,20.0
6328,tt0790590,25.0
6329,tt0305632,4.0
6330,tt1691917,25.0
6331,tt0812243,44.0
6332,tt1205541,77.0
6333,tt6764122,65.0
6334,tt2844798,88.0
6335,tt0186975,3.0
6336,tt5206260,90.0
6337,tt4145304,66.0
6338,tt10887902,85.0
6339,tt5619142,100.0
6340,tt0494826,78.0
6341,tt0331525,33.0
6342,tt0208911,60.0
6343,tt2720680,72.0
6344,tt1609113,57.0
6345,tt2208216,56.0
6346,tt0101627,0.0
6347,tt4131496,85.0
6348,tt1286821,71.0
6349,tt2393845,16.0
6350,tt3567194,100.0
6351,tt0803061,83.0
6352,tt0441881,71.0
6353,tt2319889,0.0
6354,tt0439662,100.0
6355,tt1191138,88.0
6356,tt0306069,50.0
6357,tt0457303,17.0
6358,tt0051622,95.0
6359,tt5253282,83.0
6360,tt0469519,36.0
6361,tt0370032,8.0
6362,tt0238380,41.0
6363,tt0229003,0.0
6364,tt3317234,19.0
6365,tt1618434,43.0
6366,tt0489049,32.0
6367,tt1217426,88.0
6368,tt1650393,69.0
6369,tt0420293,84.0
6370,tt3602128,88.0
6371,tt0892100,13.0
6372,tt1800401,70.0
6373,tt2370230,20.0
6374,tt0072730,76.0
6375,tt0336910,22.0
6376,tt0291579,71.0
6377,tt0765447,27.0
6378,tt0027545,55.0
6379,tt0070287,80.0
6380,tt0074802,11.0
6381,tt0076500,88.0
6382,tt0086346,23.0
6383,tt11388580,91.0
6384,tt1582271,66.0
6385,tt3208026,78.0
6386,tt2132374,53.0
6387,tt1153690,92.0
6388,tt0120775,38.0
6389,tt0353324,0.0
6390,tt0380277,5.0
6391,tt0841032,19.0
6392,tt0118742,46.0
6393,tt1231287,0.0
6394,tt0443453,91.0
6395,tt4382824,25.0
6396,tt1645170,57.0
6397,tt0815241,69.0
6398,tt0319829,24.0
6399,tt0413466,38.0
6400,tt2168854,27.0
6401,tt0242193,55.0
6402,tt0127722,58.0
6403,tt0068306,71.0
6404,tt0117260,53.0
6405,tt0093286,50.0
6406,tt0069792,62.0
6407,tt0077756,50.0
6408,tt0088157,50.0
6409,tt0075930,73.0
6410,tt0071675,74.0
6411,tt0090094,69.0
6412,tt0120838,21.0
6413,tt7946216,84.0
6414,tt2325518,33.0
6415,tt0454864,76.0
6416,tt0275067,60.0
6417,tt0069736,9.0
6418,tt0064381,91.0
6419,tt8663516,63.0
6420,tt5598292,0.0
6421,tt0115751,85.0
6422,tt0276919,70.0
6423,tt4003440,59.0
6424,tt1527186,79.0
6425,tt0870984,53.0
6426,tt0168629,69.0
6427,tt0342735,50.0
6428,tt0896872,75.0
6429,tt0047677,78.0
6430,tt0066141,13.0
6431,tt1941541,71.0
6432,tt8106570,72.0
6433,tt0912596,90.0
6434,tt5359048,40.0
6435,tt6462482,0.0
6436,tt1581829,72.0
6437,tt8493776,100.0
6438,tt4044364,96.0
6439,tt4425258,86.0
6440,tt1522857,91.0
6441,tt5952594,95.0
6442,tt0492496,100.0
6443,tt2125666,95.0
6444,tt0375920,33.0
6445,tt1068646,95.0
6446,tt0388288,0.0
6447,tt0423169,75.0
6448,tt5291792,20.0
6449,tt1517249,63.0
6450,tt0910847,54.0
6451,tt3252998,60.0
6452,tt2852432,93.0
6453,tt0125980,71.0
6454,tt1748260,66.0
6455,tt0283469,47.0
6456,tt10645682,20.0
6457,tt0285156,0.0
6458,tt1297298,86.0
6459,tt0239395,54.0
6460,tt0362165,6.0
6461,tt0285531,28.0
6462,tt0140397,57.0
6463,tt0099819,56.0
6464,tt0111756,44.0
6465,tt0085244,68.0
6466,tt1730687,21.0
6467,tt0090022,76.0
6468,tt0094606,81.0
6469,tt4076760,19.0
6470,tt1966359,17.0
6471,tt0309372,67.0
6472,tt1220627,14.0
6473,tt1338687,89.0
6474,tt2468638,69.0
6475,tt1324055,79.0
6476,tt0403056,67.0
6477,tt6198946,83.0
6478,tt1496422,45.0
6479,tt0396857,19.0
6480,tt0117718,33.0
6481,tt0311361,80.0
6482,tt0069372,0.0
6483,tt0067334,67.0
6484,tt1682181,85.0
6485,tt1031947,93.0
6486,tt1769363,70.0
6487,tt9765144,89.0
6488,tt0223530,47.0
6489,tt0117107,31.0
6490,tt0164334,32.0
6491,tt0246460,57.0
6492,tt0119051,64.0
6493,tt0329774,17.0
6494,tt1270262,54.0
6495,tt0435705,28.0
6496,tt0110729,93.0
6497,tt1183921,70.0
6498,tt1655441,54.0
6499,tt0435761,98.0
6500,tt3177086,71.0
6501,tt5475468,60.0
6502,tt6747420,60.0
6503,tt3043252,86.0
6504,tt3177316,75.0
6505,tt6499752,88.0
6506,tt1051906,91.0
6507,tt9114472,90.0
6508,tt1386703,31.0
6509,tt0320691,31.0
6510,tt0401855,17.0
6511,tt0337978,82.0
6512,tt3853830,78.0
6513,tt4986098,18.0
6514,tt3170832,93.0
6515,tt2092011,91.0
6516,tt6859762,65.0
6517,tt1605717,92.0
6518,tt0028597,93.0
6519,tt0031593,86.0
6520,tt0050105,65.0
6521,tt0036872,81.0
6522,tt0023969,92.0
6523,tt0052117,30.0
6524,tt5813366,22.0
6525,tt1509803,63.0
6526,tt1280015,78.0
6527,tt0107079,20.0
6528,tt0261066,43.0
6529,tt0903131,20.0
6530,tt0064437,95.0
6531,tt0099623,0.0
6532,tt0283090,0.0
6533,tt2076220,92.0
6534,tt0083702,94.0
6535,tt0181316,36.0
6536,tt0119137,24.0
6537,tt0462229,4.0
6538,tt0104187,15.0
6539,tt0244000,14.0
6540,tt0110527,60.0
6541,tt0399327,12.0
6542,tt5086438,60.0
6543,tt0051876,60.0
6544,tt0114011,32.0
6545,tt0037098,40.0
6546,tt0057393,64.0
6547,tt0104575,67.0
6548,tt3165612,63.0
6549,tt1920849,56.0
6550,tt8963708,93.0
6551,tt0037219,75.0
6552,tt0037415,95.0
6553,tt0060086,96.0
6554,tt0076752,80.0
6555,tt0079574,60.0
6556,tt0098319,73.0
6557,tt0055884,100.0
6558,tt0062512,73.0
6559,tt0081793,75.0
6560,tt0085346,29.0
6561,tt0079239,95.0
6562,tt0038988,100.0
6563,tt0042539,88.0
6564,tt0031742,100.0
6565,tt0053183,83.0
6566,tt0100232,19.0
6567,tt0085382,63.0
6568,tt0089370,48.0
6569,tt0385002,47.0
6570,tt0450314,29.0
6571,tt9783620,100.0
6572,tt4805316,92.0
6573,tt0422528,65.0
6574,tt1724970,65.0
6575,tt0478197,69.0
6576,tt0102820,71.0
6577,tt0265651,92.0
6578,tt2622390,86.0
6579,tt5001754,77.0
6580,tt3268030,89.0
6581,tt2357788,85.0
6582,tt1581845,88.0
6583,tt0323572,14.0
6584,tt0186549,22.0
6585,tt0070464,78.0
6586,tt0057578,95.0
6587,tt0083694,50.0
6588,tt0094315,64.0
6589,tt0063850,91.0
6590,tt0077740,100.0
6591,tt4199898,18.0
6592,tt0119326,11.0
6593,tt0050800,96.0
6594,tt1610473,17.0
6595,tt5039860,33.0
6596,tt1592873,17.0
6597,tt0139362,73.0
6598,tt0842926,92.0
6599,tt0298408,68.0
6600,tt0990376,0.0
6601,tt4917554,88.0
6602,tt0089393,45.0
6603,tt1918836,0.0
6604,tt0144142,43.0
6605,tt5698320,19.0
6606,tt1053902,96.0
6607,tt2514338,88.0
6608,tt2094920,81.0
6609,tt2667960,52.0
6610,tt1512201,100.0
6611,tt0446046,44.0
6612,tt2077747,65.0
6613,tt3111426,72.0
6614,tt0368745,94.0
6615,tt4284010,89.0
6616,tt8353466,78.0
6617,tt2265534,16.0
6618,tt2463512,50.0
6619,tt1677082,83.0
6620,tt2093991,77.0
6621,tt0092238,90.0
6622,tt0085267,80.0
6623,tt0029217,100.0
6624,tt0024028,100.0
6625,tt0024034,96.0
6626,tt0030764,80.0
6627,tt0212879,70.0
6628,tt0462485,65.0
6629,tt0420291,81.0
6630,tt0106579,90.0
6631,tt8970448,69.0
6632,tt1661275,90.0
6633,tt1174732,94.0
6634,tt0243862,88.0
6635,tt1563738,36.0
6636,tt6515910,18.0
6637,tt8368406,72.0
6638,tt5503686,87.0
6639,tt1307068,55.0
6640,tt4501454,85.0
6641,tt1326283,42.0
6642,tt3765278,60.0
6643,tt1014806,63.0
6644,tt2073016,79.0
6645,tt0258038,27.0
6646,tt0800080,67.0
6647,tt1670345,51.0
6648,tt3381008,37.0
6649,tt0342258,66.0
6650,tt0800320,27.0
6651,tt0078111,71.0
6652,tt0104237,78.0
6653,tt0080388,100.0
6654,tt0111590,89.0
6655,tt0200469,17.0
6656,tt3106846,88.0
6657,tt0494203,83.0
6658,tt4515762,69.0
6659,tt0024353,64.0
6660,tt0024548,91.0
6661,tt0090095,75.0
6662,tt0119116,70.0
6663,tt0151137,30.0
6664,tt7456310,33.0
6665,tt2404311,28.0
6666,tt2872732,67.0
6667,tt2239822,48.0
6668,tt0473753,45.0
6669,tt1802197,36.0
6670,tt0110413,74.0
6671,tt0756648,50.0
6672,tt0428803,94.0
6673,tt5726616,94.0
6674,tt1226236,81.0
6675,tt2056771,90.0
6676,tt1034415,65.0
6677,tt1430110,97.0
6678,tt6927492,53.0
6679,tt0100670,80.0
6680,tt0057091,98.0
6681,tt0067445,71.0
6682,tt4799050,44.0
6683,tt0080440,33.0
6684,tt0069019,83.0
6685,tt0380066,67.0
6686,tt3758852,50.0
6687,tt0303361,69.0
6688,tt1714208,73.0
6689,tt7321274,100.0
6690,tt4653272,70.0
6691,tt1572769,79.0
6692,tt2499076,96.0
6693,tt0841084,98.0
6694,tt0995829,85.0
6695,tt1847746,75.0
6696,tt11698280,100.0
6697,tt0079946,29.0
6698,tt0082000,40.0
6699,tt0066491,97.0
6700,tt0061395,95.0
6701,tt0075824,100.0
6702,tt0055601,96.0
6703,tt0111255,7.0
6704,tt0118615,38.0
6705,tt0108171,38.0
6706,tt0225071,33.0
6707,tt0139462,32.0
6708,tt0280380,17.0
6709,tt0106466,23.0
6710,tt1921070,48.0
6711,tt1458169,36.0
6712,tt0098022,42.0
6713,tt0083365,56.0
6714,tt0093378,91.0
6715,tt8254556,85.0
6716,tt2364975,96.0
6717,tt0203166,90.0
6718,tt6445414,0.0
6719,tt0255798,30.0
6720,tt1924435,18.0
6721,tt0491152,15.0
6722,tt0265208,56.0
6723,tt3127902,96.0
6724,tt6010976,97.0
6725,tt2404299,29.0
6726,tt4520364,38.0
6727,tt1950235,81.0
6728,tt6774786,50.0
6729,tt8637428,98.0
6730,tt0458375,95.0
6731,tt0092608,71.0
6732,tt0270688,30.0
6733,tt1742336,83.0
6734,tt8484012,93.0
6735,tt2364949,40.0
6736,tt2034031,65.0
6737,tt7260048,95.0
6738,tt0086429,82.0
6739,tt5742374,89.0
6740,tt1242460,75.0
6741,tt3808342,96.0
6742,tt0313300,44.0
6743,tt2035599,89.0
6744,tt0245238,51.0
6745,tt1675759,31.0
6746,tt0368447,43.0
6747,tt3567288,68.0
6748,tt6823368,37.0
6749,tt0167404,86.0
6750,tt4972582,77.0
6751,tt0949731,17.0
6752,tt0286106,74.0
6753,tt0217869,70.0
6754,tt0452637,25.0
6755,tt0120510,44.0
6756,tt0938283,5.0
6757,tt1815862,11.0
6758,tt11576124,71.0
6759,tt1366365,4.0
6760,tt2386278,39.0
6761,tt2125548,57.0
6762,tt4078252,100.0
6763,tt1515935,64.0
6764,tt2825230,89.0
6765,tt1042499,25.0
6766,tt1536048,12.0
6767,tt7655142,83.0
6768,tt1729226,94.0
6769,tt1758795,55.0
6770,tt4532818,64.0
6771,tt0210299,74.0
6772,tt0106350,69.0
6773,tt1877688,13.0
6774,tt1639901,88.0
6775,tt0884819,100.0
6776,tt6014796,93.0
6777,tt11394298,95.0
6778,tt0233841,89.0
6779,tt0191043,87.0
6780,tt1753496,100.0
6781,tt1174954,67.0
6782,tt9358120,92.0
6783,tt0279493,77.0
6784,tt3628584,90.0
6785,tt0168501,72.0
6786,tt3564472,91.0
6787,tt1111948,46.0
6788,tt6781982,26.0
6789,tt2083355,71.0
6790,tt0403455,65.0
6791,tt0492487,100.0
6792,tt0122743,0.0
6793,tt1486186,33.0
6794,tt0089838,88.0
6795,tt0914837,41.0
6796,tt1220888,42.0
6797,tt7737734,75.0
6798,tt1549589,23.0
6799,tt7420342,26.0
6800,tt2125608,95.0
6801,tt8179024,44.0
6802,tt3331028,92.0
6803,tt3204392,92.0
6804,tt0808506,83.0
6805,tt6900448,90.0
6806,tt0113568,96.0
6807,tt2112096,58.0
6808,tt0262792,100.0
6809,tt0499335,100.0
6810,tt0499375,83.0
6811,tt1012757,64.0
6812,tt0104139,17.0
6813,tt0120478,43.0
6814,tt2093270,58.0
6815,tt1718747,67.0
6816,tt1639826,13.0
6817,tt1322313,92.0
6818,tt1054588,61.0
6819,tt1490785,18.0
6820,tt0363143,29.0
6821,tt1727300,54.0
6822,tt0308644,83.0
6823,tt4575576,73.0
6824,tt0371257,27.0
6825,tt0420223,73.0
6826,tt4486986,29.0
6827,tt0816711,66.0
6828,tt0830515,65.0
6829,tt1586752,27.0
6830,tt0285742,85.0
6831,tt0419887,65.0
6832,tt1604589,20.0
6833,tt0388193,38.0
6834,tt0428579,50.0
6835,tt2509850,66.0
6836,tt0178988,13.0
6837,tt0139615,61.0
6838,tt1086340,73.0
6839,tt9185066,68.0
6840,tt1302001,73.0
6841,tt8058874,69.0
6842,tt2291540,86.0
6843,tt2702920,65.0
6844,tt0105810,80.0
6845,tt0097236,0.0
6846,tt0407337,29.0
6847,tt0948470,73.0
6848,tt4481414,73.0
6849,tt1022603,85.0
6850,tt1872181,51.0
6851,tt6999052,100.0
6852,tt0800240,11.0
6853,tt3601350,80.0
6854,tt4935158,92.0
6855,tt1156173,92.0
6856,tt2184227,80.0
6857,tt7736478,84.0
6858,tt0119086,32.0
6859,tt0106697,60.0
6860,tt8739752,82.0
6861,tt0399095,33.0
6862,tt2043865,20.0
6863,tt2197936,62.0
6864,tt0811138,14.0
6865,tt1391034,14.0
6866,tt0373416,6.0
6867,tt0460745,31.0
6868,tt0381505,33.0
6869,tt0844479,29.0
6870,tt1748227,36.0
6871,tt3330764,67.0
6872,tt6418996,100.0
6873,tt0324216,37.0
6874,tt0446013,10.0
6875,tt0816462,25.0
6876,tt0758746,26.0
6877,tt0293815,26.0
6878,tt0086904,80.0
6879,tt0149367,48.0
6880,tt0093407,50.0
6881,tt4048272,93.0
6882,tt1157694,100.0
6883,tt0448022,30.0
6884,tt0298131,55.0
6885,tt1674773,88.0
6886,tt0477002,88.0
6887,tt0452618,56.0
6888,tt0113416,64.0
6889,tt0492481,50.0
6890,tt0397491,67.0
6891,tt2261434,64.0
6892,tt7317324,100.0
6893,tt1821635,67.0
6894,tt0438205,84.0
6895,tt1212454,0.0
6896,tt8196200,100.0
6897,tt7211972,56.0
6898,tt1157705,85.0
6899,tt2328549,64.0
6900,tt0054850,57.0
6901,tt0062861,64.0
6902,tt0054067,86.0
6903,tt1470020,57.0
6904,tt0102526,77.0
6905,tt2032572,17.0
6906,tt3773580,100.0
6907,tt3352034,28.0
6908,tt0095853,50.0
6909,tt3759298,50.0
6910,tt1606829,88.0
6911,tt1332134,94.0
6912,tt6142496,86.0
6913,tt1567437,74.0
6914,tt0120177,17.0
6915,tt8354752,77.0
6916,tt0436728,96.0
6917,tt0469976,16.0
6918,tt0269341,41.0
6919,tt0120577,17.0
6920,tt0376827,31.0
6921,tt4694544,21.0
6922,tt4586626,0.0
6923,tt0342300,52.0
6924,tt0371606,37.0
6925,tt0118829,74.0
6926,tt0492490,86.0
6927,tt2674430,43.0
6928,tt3717804,52.0
6929,tt1351133,72.0
6930,tt0094961,11.0
6931,tt0388285,0.0
6932,tt1834234,73.0
6933,tt2994646,40.0
6934,tt0996966,95.0
6935,tt2125501,91.0
6936,tt1623757,88.0
6937,tt2147459,73.0
6938,tt0452625,5.0
6939,tt0103827,19.0
6940,tt0314431,23.0
6941,tt0147004,79.0
6942,tt0162360,81.0
6943,tt0302361,67.0
6944,tt1791687,90.0
6945,tt2845578,57.0
6946,tt8917930,100.0
6947,tt0102969,67.0
6948,tt0107387,21.0
6949,tt3369350,80.0
6950,tt0088944,71.0
6951,tt0087262,37.0
6952,tt0102915,33.0
6953,tt0090660,10.0
6954,tt0099277,67.0
6955,tt0083739,75.0
6956,tt9115528,50.0
6957,tt1611180,100.0
6958,tt0412922,77.0
6959,tt1385956,96.0
6960,tt0113199,26.0
6961,tt0257954,60.0
6962,tt0110259,63.0
6963,tt1718158,0.0
6964,tt1198405,33.0
6965,tt1776086,74.0
6966,tt0770703,24.0
6967,tt0284837,53.0
6968,tt0402850,30.0
6969,tt0368721,53.0
6970,tt1524575,20.0
6971,tt6164762,67.0
6972,tt1003118,54.0
6973,tt2331047,25.0
6974,tt0472160,54.0
6975,tt0265349,52.0
6976,tt0137363,63.0
6977,tt5023260,40.0
6978,tt1691920,16.0
6979,tt6456222,39.0
6980,tt1029120,40.0
6981,tt2597098,60.0
6982,tt1880399,70.0
6983,tt0050839,65.0
6984,tt0049291,100.0
6985,tt0038343,89.0
6986,tt0051776,100.0
6987,tt0053841,31.0
6988,tt0046806,80.0
6989,tt0041239,93.0
6990,tt0059885,89.0
6991,tt0036341,93.0
6992,tt0037820,88.0
6993,tt0071455,42.0
6994,tt0062430,35.0
6995,tt0057426,50.0
6996,tt0265459,82.0
6997,tt1334260,70.0
6998,tt0380623,6.0
6999,tt0356470,12.0
7000,tt0404163,24.0
7001,tt0082846,93.0
7002,tt0101902,43.0
7003,tt0074608,56.0
7004,tt0069883,63.0
7005,tt0110146,9.0
7006,tt0064886,80.0
7007,tt0068421,79.0
7008,tt0025164,93.0
7009,tt0027630,83.0
7010,tt0034862,100.0
7011,tt0029546,89.0
7012,tt0027125,100.0
7013,tt2556936,50.0
7014,tt0188575,0.0
7015,tt1480295,10.0
7016,tt0124879,44.0
7017,tt1185416,17.0
7018,tt0287978,44.0
7019,tt0259324,26.0
7020,tt6032328,52.0
7021,tt0145893,16.0
7022,tt1582507,13.0
7023,tt1093369,50.0
7024,tt1095001,52.0
7025,tt0922642,33.0
7026,tt4974778,35.0
7027,tt1270296,0.0
7028,tt4288674,60.0
7029,tt2085752,20.0
7030,tt2263058,100.0
7031,tt1906426,80.0
7032,tt0081518,57.0
7033,tt0085873,40.0
7034,tt0091472,50.0
7035,tt0457496,100.0
7036,tt1152840,100.0
7037,tt3576060,72.0
7038,tt0118892,68.0
7039,tt1918727,68.0
7040,tt0780486,40.0
7041,tt2577990,91.0
7042,tt0089886,73.0
7043,tt0086525,83.0
7044,tt0119848,36.0
7045,tt0109129,44.0
7046,tt0102753,100.0
7047,tt0114663,13.0
7048,tt0107443,71.0
7049,tt0433412,4.0
7050,tt1791576,20.0
7051,tt6886080,81.0
7052,tt5541240,72.0
7053,tt0103670,80.0
7054,tt0095631,94.0
7055,tt0119643,45.0
7056,tt0086960,82.0
7057,tt0105323,89.0
7058,tt0299930,6.0
7059,tt0079219,82.0
7060,tt0120746,82.0
7061,tt1615160,65.0
7062,tt0386140,26.0
7063,tt1226273,55.0
7064,tt0097125,33.0
7065,tt0190865,48.0
7066,tt0381061,95.0
7067,tt0113189,78.0
7068,tt1133985,26.0
7069,tt0294357,14.0
7070,tt0421090,25.0
7071,tt0148421,67.0
7072,tt0358722,42.0
7073,tt4917224,11.0
7074,tt0479289,42.0
7075,tt1895315,42.0
7076,tt0795441,75.0
7077,tt0430745,60.0
7078,tt0780536,84.0
7079,tt5027774,90.0
7080,tt1931533,83.0
7081,tt8400758,0.0
7082,tt2976920,86.0
7083,tt0052631,20.0
7084,tt0057163,82.0
7085,tt0062760,67.0
7086,tt0077303,78.0
7087,tt0093660,33.0
7088,tt0051878,89.0
7089,tt0061770,93.0
7090,tt0074554,71.0
7091,tt0085380,67.0
7092,tt0089643,73.0
7093,tt0100680,33.0
7094,tt0078480,82.0
7095,tt0084509,57.0
7096,tt1130884,68.0
7097,tt0993846,80.0
7098,tt0077838,98.0
7099,tt0490215,83.0
7100,tt0106226,84.0
7101,tt0075314,96.0
7102,tt0070379,95.0
7103,tt0088680,89.0
7104,tt0090863,89.0
7105,tt0081398,93.0
7106,tt0071115,88.0
7107,tt0112641,80.0
7108,tt1302006,96.0
7109,tt0970179,93.0
7110,tt0338751,86.0
7111,tt0893382,86.0
7112,tt0068309,52.0
7113,tt0407887,91.0
7114,tt0217505,73.0
7115,tt0085794,89.0
7116,tt0163988,72.0
7117,tt0101540,74.0
7118,tt0095497,81.0
7119,tt3498950,74.0
7120,tt0800069,12.0
7121,tt2011311,17.0
7122,tt0284203,95.0
7123,tt0275947,13.0
7124,tt2299206,43.0
7125,tt1583356,89.0
7126,tt3289712,25.0
7127,tt0102631,36.0
7128,tt1407065,13.0
7129,tt1759744,59.0
7130,tt0144084,69.0
7131,tt0404802,57.0
7132,tt0822388,94.0
7133,tt0098084,51.0
7134,tt3009776,25.0
7135,tt0356443,4.0
7136,tt0418586,64.0
7137,tt2980554,92.0
7138,tt1684628,86.0
7139,tt0452039,100.0
7140,tt9193612,93.0
7141,tt0056058,100.0
7142,tt0097050,80.0
7143,tt0482599,9.0
7144,tt1294688,53.0
7145,tt1827579,43.0
7146,tt1393020,73.0
7147,tt5213534,84.0
