tconst,Year,IMDb rating,Movie title,rotten_tomatoes_link,movie_title,tomatometer_status,Rotten Tomatoes rating
tt0084745,1982,5.3,Swamp Thing,m/swamp_thing,Swamp Thing,Fresh,65.0
tt0084749,1982,5.4,The Sword and the Sorcerer,,,,
tt0084777,1982,7.0,Tenebrae,,,,
tt0084787,1982,8.2,The Thing,m/1021244-thing,The Thing,Certified-Fresh,85.0
tt0084805,1982,7.4,Tootsie,m/tootsie,Tootsie,Certified-Fresh,90.0
tt0084809,1982,5.8,The Toy,m/toy,The Toy,Rotten,9.0
tt0084814,1982,4.8,Trail of the Pink Panther,m/trail_of_the_pink_panther,Trail of the Pink Panther,Rotten,23.0
tt0084827,1982,6.7,TRON,m/tron,TRON,Certified-Fresh,72.0
tt0084855,1982,7.7,The Verdict,m/verdict,The Verdict,Fresh,88.0
tt0084865,1982,7.6,Victor/Victoria,,,,
tt0084899,1982,7.0,White Dog,m/white_dog,White Dog,Fresh,92.0
tt0084917,1982,7.1,The World According to Garp,m/world_according_to_garp,The World According to Garp,Fresh,74.0
tt0084934,1982,8.0,The Road,,,,
tt0084934,1982,8.0,The Road,,,,
tt0084945,1982,4.9,Zapped!,,,,
tt0085121,1983,6.3,10 to Midnight,m/ten_to_midnight,10 to Midnight,Rotten,40.0
tt0085154,1983,5.9,All the Right Moves,m/all_the_right_moves,All the Right Moves,Fresh,61.0
tt0085159,1983,4.1,Amityville 3-D,,,,
tt0085180,1983,7.4,L'Argent,m/largent,L'Argent,Fresh,97.0
tt0085210,1983,7.2,Bad Boys,m/bad_boys_1982,Bad Boys,Fresh,89.0
tt0085218,1983,8.0,Barefoot Gen,,,,
tt0085244,1983,7.1,The Big Chill,m/big_chill,The Big Chill,Fresh,68.0
tt0085255,1983,6.4,Blue Thunder,m/blue_thunder,Blue Thunder,Fresh,77.0
tt0085271,1983,6.4,Brainstorm,m/1003017-brainstorm,Brainstorm,Rotten,55.0
tt0085276,1983,5.9,Breathless,,,,
tt0085327,1981,7.1,Who Finds a Friend Finds a Treasure,,,,
tt0085333,1983,6.7,Christine,m/christine,Christine,Fresh,69.0
tt0085334,1983,7.9,A Christmas Story,m/1004151-christmas_story,A Christmas Story,Certified-Fresh,89.0
tt0085346,1983,6.0,Class,m/class,Class,Rotten,29.0
tt0085354,1983,6.9,The ComDads,,,,
tt0085382,1983,6.0,Cujo,m/cujo,Cujo,Fresh,63.0
tt0085384,1983,4.3,Curse of the Pink Panther,m/curse_of_the_pink_panther,Curse of the Pink Panther,Rotten,29.0
tt0085407,1983,7.2,The Dead Zone,m/dead_zone,The Dead Zone,Certified-Fresh,89.0
tt0085426,1983,6.7,The Last Battle,,,,
tt0085470,1983,6.2,Easy Money,m/1006425-easy_money,Easy Money,Fresh,60.0
tt0085475,1983,6.9,Eddie and the Cruisers,,,,
tt0085478,1983,7.2,Educating Rita,,,,
tt0085496,1983,6.5,Dark Habits,,,,
tt0085542,1983,6.5,Fire and Ice,,,,
tt0085542,1983,6.5,Fire and Ice,,,,
tt0085549,1983,6.2,Flashdance,m/flashdance,Flashdance,Rotten,36.0
tt0085601,1983,7.1,Go for It,,,,
tt0085615,1983,6.7,Gorky Park,m/gorky_park,Gorky Park,Fresh,75.0
tt0085636,1982,5.1,Halloween III: Season of the Witch,m/halloween_iii_season_of_the_witch,Halloween III: Season of the Witch,Rotten,41.0
tt0085694,1982,5.9,The House on Sorority Row,,,,
tt0085701,1983,6.6,The Hunger,m/the_hunger,The Hunger,Rotten,53.0
tt0085743,1983,8.3,Jaane Bhi Do Yaaro,,,,
tt0085750,1983,3.7,Jaws 3-D,,,,
tt0085780,1983,5.7,The Keep,m/keep,The Keep,Rotten,40.0
tt0085794,1982,7.8,The King of Comedy,m/1011623-king_of_comedy,The King of Comedy,Certified-Fresh,89.0
tt0085809,1982,8.2,Koyaanisqatsi,,,,
tt0085811,1983,6.1,Krull,m/krull,Krull,Rotten,32.0
tt0085852,1982,6.0,Liquid Sky,,,,
tt0085859,1983,7.3,Local Hero,m/local_hero,Local Hero,Fresh,100.0
tt0085862,1983,6.3,Lone Wolf McQuade,m/lone_wolf_mcquade,Lone Wolf McQuade,Rotten,57.0
tt0085894,1983,6.4,The Man with Two Brains,m/man_with_two_brains,The Man with Two Brains,Fresh,76.0
tt0085933,1983,7.2,Merry Christmas Mr. Lawrence,m/merry_christmas_mr_lawrence,"Merry Christmas, Mr. Lawrence",Fresh,82.0
tt0085970,1983,6.6,Mr. Mom,m/mr_mom,Mr. Mom,Fresh,82.0
tt0085995,1983,7.3,National Lampoon's Vacation,m/national_lampoons_vacation,National Lampoon's Vacation,Certified-Fresh,93.0
tt0086005,1983,7.5,Never Cry Wolf,m/never_cry_wolf,Never Cry Wolf,Fresh,100.0
tt0086006,1983,6.1,Never Say Never Again,m/never_say_never_again,Never Say Never Again,Fresh,67.0
tt0086022,1983,8.0,Nostalghia,,,,
tt0086034,1983,6.5,Octopussy,m/octopussy,Octopussy,Rotten,43.0
tt0086058,1983,5.8,The Osterman Weekend,m/osterman_weekend,The Osterman Weekend,Rotten,39.0
tt0086066,1983,7.1,The Outsiders,m/outsiders,The Outsiders,Fresh,63.0
tt0086087,1983,7.3,Pauline at the Beach,,,,
tt0086129,1983,5.0,Porky's II: The Next Day,,,,
tt0086143,1983,5.2,Private School,,,,
tt0086154,1983,6.5,Psycho II,m/psycho_2,Psycho II,Rotten,59.0
tt0086190,1983,8.3,Star Wars: Episode VI - Return of the Jedi,m/star_wars_episode_vi_return_of_the_jedi,Star Wars: Episode VI - Return of the Jedi,Certified-Fresh,82.0
tt0086197,1983,7.8,The Right Stuff,,,,
tt0086200,1983,6.8,Risky Business,m/1017641-risky_business,Risky Business,Certified-Fresh,92.0
tt0086216,1983,7.1,Rumble Fish,m/rumble_fish,Rumble Fish,Fresh,73.0
tt0086250,1983,8.3,Scarface,m/scarface,Scarface,Certified-Fresh,82.0
tt0086312,1983,7.1,Silkwood,,,,
tt0086320,1983,6.2,Sleepaway Camp,m/sleepaway_camp,Sleepaway Camp,Fresh,78.0
tt0086325,1983,3.5,Smokey and the Bandit Part 3,,,,
tt0086336,1983,6.7,Something Wicked This Way Comes,,,,
tt0086355,1983,6.8,Star 80,m/star_80,Star 80,Fresh,86.0
tt0086356,1983,6.3,The Star Chamber,m/star_chamber,The Star Chamber,Fresh,71.0
tt0086361,1983,4.7,Staying Alive,m/staying_alive,Staying Alive,Rotten,0.0
tt0086393,1983,5.0,Superman III,m/superman_iii,Superman III,Rotten,29.0
tt0086423,1983,7.4,Tender Mercies,m/tender_mercies,Tender Mercies,Fresh,84.0
tt0086425,1983,7.4,Terms of Endearment,m/terms_of_endearment,Terms of Endearment,Certified-Fresh,78.0
tt0086429,1983,7.0,Testament,m/testament,Testament,Fresh,82.0
tt0086450,1983,6.8,To Be or Not to Be,,,,
tt0086465,1983,7.5,Trading Places,m/trading_places,Trading Places,Certified-Fresh,87.0
tt0086491,1983,6.4,Twilight Zone: The Movie,m/twilight_zone_the_movie,Twilight Zone: The Movie,Rotten,58.0
tt0086491,1983,6.4,Twilight Zone: The Movie,m/twilight_zone_the_movie,Twilight Zone: The Movie,Rotten,58.0
tt0086491,1983,6.4,Twilight Zone: The Movie,m/twilight_zone_the_movie,Twilight Zone: The Movie,Rotten,58.0
tt0086491,1983,6.4,Twilight Zone: The Movie,m/twilight_zone_the_movie,Twilight Zone: The Movie,Rotten,58.0
tt0086508,1983,6.3,Uncommon Valor,m/1022314-uncommon_valor,Uncommon Valor,Rotten,56.0
tt0086510,1983,7.0,Under Fire,m/under_fire,Under Fire,Fresh,90.0
tt0086525,1983,6.4,Valley Girl,m/1022473-valley_girl,Valley Girl,Fresh,83.0
tt0086541,1983,7.2,Videodrome,m/videodrome,Videodrome,Certified-Fresh,80.0
tt0086543,1983,7.2,The 4th Man,,,,
tt0086551,1983,7.2,Confidentially Yours,,,,
tt0086567,1983,7.1,WarGames,,,,
tt0086610,1982,5.6,Xtro,,,,
tt0086617,1982,7.1,The Year of Living Dangerously,m/year_of_living_dangerously,The Year of Living Dangerously,Fresh,88.0
tt0086618,1983,5.9,Yellowbeard,m/yellowbeard,Yellowbeard,Rotten,22.0
tt0086837,1984,6.7,2010: The Year We Make Contact,,,,
tt0086856,1984,6.2,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,
tt0086859,1984,5.9,Against All Odds,m/against_all_odds,Against All Odds,Fresh,70.0
tt0086873,1984,6.6,All of Me,m/1000640-all_of_me,All of Me,Certified-Fresh,85.0
tt0086879,1984,8.4,Amadeus,m/amadeus,Amadeus,Certified-Fresh,93.0
tt0086904,1984,7.0,Another Country,m/another_country,Another Country,Fresh,80.0
tt0086927,1984,6.3,Bachelor Party,,,,
tt0086935,1984,8.8,Balkan Spy,,,,
tt0086935,1984,8.8,Balkan Spy,,,,
tt0086955,1984,3.8,Best Defense,,,,
tt0086960,1984,7.3,Beverly Hills Cop,m/beverly_hills_cop,Beverly Hills Cop,Certified-Fresh,82.0
tt0086969,1984,7.2,Birdy,m/birdy,Birdy,Fresh,85.0
tt0086973,1984,5.8,Blame It on Rio,m/blame_it_on_rio,Blame It on Rio,Rotten,8.0
tt0086979,1984,7.6,Blood Simple,m/blood_simple,Blood Simple,Certified-Fresh,94.0
tt0086979,1984,7.6,Blood Simple,m/blood_simple,Blood Simple,Certified-Fresh,94.0
tt0086984,1984,6.8,Body Double,m/body_double,Body Double,Fresh,76.0
tt0086993,1984,7.0,The Bounty,m/1002947-bounty,The Bounty,Fresh,74.0
tt0086998,1984,5.8,Breakin',,,,
tt0087004,1984,6.8,The Brother from Another Planet,m/the_brother_from_another_planet,The Brother from Another Planet,Fresh,89.0
tt0087015,1984,5.6,C.H.U.D.,,,,
tt0087032,1984,5.0,Cannonball Run II,,,,
tt0087032,1984,5.0,Cannonball Run II,,,,
tt0087050,1984,5.6,Children of the Corn,m/1004047-children_of_the_corn,Children of the Corn,Rotten,35.0
tt0087062,1984,5.5,City Heat,m/city_heat,City Heat,Rotten,22.0
tt0087065,1984,6.5,Cloak & Dagger,,,,
tt0087075,1984,6.6,The Company of Wolves,m/company_of_wolves,The Company of Wolves,Fresh,80.0
tt0087078,1984,5.9,Conan the Destroyer,m/conan_the_destroyer,Conan the Destroyer,Rotten,25.0
tt0087089,1984,6.5,The Cotton Club,m/cotton_club,The Cotton Club,Fresh,76.0
tt0087100,1984,6.4,Crimes of Passion,m/crimes_of_passion,Crimes of Passion,Rotten,36.0
tt0087175,1984,6.3,Dreamscape,m/dreamscape,Dreamscape,Fresh,77.0
tt0087182,1984,6.3,Dune,m/1006364-dune,Dune,Rotten,53.0
tt0087188,1983,7.5,The Ship Sails On,,,,
tt0087197,1984,6.4,Electric Dreams,,,,
tt0087231,1985,6.8,The Falcon and the Snowman,m/falcon_and_the_snowman,The Falcon and the Snowman,Fresh,82.0
tt0087233,1984,6.5,Falling in Love,m/falling_in_love,Falling in Love,Rotten,58.0
tt0087262,1984,6.0,Firestarter,m/firestarter,Firestarter,Rotten,37.0
tt0087277,1984,6.6,Footloose,m/1007657-footloose,Footloose,Rotten,52.0
tt0087280,1984,6.7,The Element of Crime,,,,
tt0087298,1984,6.0,Friday the 13th: The Final Chapter,m/friday-the-13th-the-final-chapter,Friday the 13th - The Final Chapter,Rotten,23.0
tt0087332,1984,7.8,Ghostbusters,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087344,1985,6.1,Godzilla 1985,,,,
tt0087363,1984,7.3,Gremlins,m/gremlins,Gremlins,Certified-Fresh,85.0
tt0087365,1984,6.4,"Greystoke: The Legend of Tarzan, Lord of the Apes",m/greystoke_the_legend_of_tarzan_lord_of_the_apes,"Greystoke: The Legend of Tarzan, Lord of the Apes",Fresh,73.0
tt0087414,1984,7.0,The Hit,m/1009691-hit,The Hit,Fresh,86.0
tt0087428,1984,5.9,The Hotel New Hampshire,m/hotel_new_hampshire,The Hotel New Hampshire,Fresh,71.0
tt0087451,1984,5.6,The Ice Pirates,m/ice_pirates,The Ice Pirates,Rotten,9.0
tt0087469,1984,7.5,Indiana Jones and the Temple of Doom,m/indiana_jones_and_the_temple_of_doom,Indiana Jones and the Temple of Doom,Certified-Fresh,84.0
tt0087481,1984,7.1,Double Trouble,,,,
tt0087507,1984,6.5,Johnny Dangerously,,,,
tt0087538,1984,7.3,The Karate Kid,m/karate_kid,The Karate Kid,Certified-Fresh,89.0
tt0087544,1984,8.0,Nausicaä of the Valley of the Wind,,,,
tt0087553,1984,7.8,The Killing Fields,m/killing_fields,The Killing Fields,Certified-Fresh,93.0
tt0087597,1984,6.7,The Last Starfighter,m/the_last_starfighter,The Last Starfighter,Fresh,74.0
tt0087622,1983,6.2,The Lift,,,,
tt0087635,1984,6.2,The Lonely Guy,m/lonely_guy,The Lonely Guy,Rotten,48.0
tt0087727,1984,5.4,Missing in Action,m/1014008-missing_in_action,Missing in Action,Rotten,19.0
tt0087747,1984,6.5,Moscow on the Hudson,,,,
tt0087781,1984,7.4,The Natural,m/natural,The Natural,Certified-Fresh,81.0
tt0087799,1984,6.3,Night of the Comet,,,,
tt0087800,1984,7.4,A Nightmare on Elm Street,m/nightmare_on_elm_street,A Nightmare on Elm Street,Certified-Fresh,94.0
tt0087803,1984,7.1,1984,m/1984_1984,1984,Fresh,74.0
tt0087843,1984,8.3,Once Upon a Time in America,m/once_upon_a_time_in_america,Once Upon a Time in America,Certified-Fresh,87.0
tt0087884,1984,8.1,"Paris, Texas",m/paris_texas,"Paris, Texas",Fresh,97.0
tt0087892,1984,7.3,A Passage to India,m/passage_to_india,A Passage to India,Fresh,76.0
tt0087909,1985,6.7,Phenomena,,,,
tt0087910,1984,6.1,The Philadelphia Experiment,m/philadelphia_experiment,The Philadelphia Experiment,Rotten,50.0
tt0087921,1984,7.4,Places in the Heart,m/places_in_the_heart,Places in the Heart,Fresh,89.0
tt0087928,1984,6.7,Police Academy,m/police_academy,Police Academy,Rotten,54.0
tt0087932,1984,6.6,The Pope of Greenwich Village,,,,
tt0087957,1984,6.5,Purple Rain,m/purple_rain,Purple Rain,Fresh,70.0
tt0087981,1984,6.0,Razorback,,,,
tt0087985,1984,6.3,Red Dawn,m/1017321-red_dawn,Red Dawn,Rotten,46.0
tt0087995,1984,6.9,Repo Man,m/repo_man,Repo Man,Certified-Fresh,98.0
tt0088000,1984,6.6,Revenge of the Nerds,,,,
tt0088001,1984,3.9,Rhinestone,,,,
tt0088007,1984,6.3,The River,,,,
tt0088011,1984,6.9,Romancing the Stone,m/romancing_the_stone,Romancing the Stone,Certified-Fresh,85.0
tt0088015,1984,7.3,Ronia: The Robber's Daughter,,,,
tt0088024,1984,5.8,Runaway,m/1017991-runaway,Runaway,Rotten,47.0
tt0088083,1984,7.5,Sexmission,,,,
tt0088117,1984,5.8,"Silent Night, Deadly Night",,,,
tt0088128,1984,7.0,Sixteen Candles,m/sixteen_candles,Sixteen Candles,Certified-Fresh,84.0
tt0088146,1984,7.2,A Soldier's Story,m/soldiers_story,A Soldier's Story,Fresh,90.0
tt0088161,1983,6.3,Splash,m/1019641-splash,Splash,,
tt0088172,1984,7.0,Starman,m/starman,Starman,Fresh,85.0
tt0088178,1984,8.6,Stop Making Sense,m/stop_making_sense,Stop Making Sense,Certified-Fresh,100.0
tt0088184,1984,7.4,Stranger Than Paradise,m/stranger_than_paradise,Stranger Than Paradise,Fresh,96.0
tt0088194,1984,6.7,Streets of Fire,m/streets_of_fire,Streets of Fire,Fresh,67.0
tt0088206,1984,4.4,Supergirl,m/supergirl,Supergirl,Rotten,9.0
tt0088247,1984,8.1,The Terminator,m/terminator,The Terminator,Certified-Fresh,100.0
tt0088272,1984,6.3,Tightrope,m/tightrope,Tightrope,Fresh,85.0
tt0088275,1984,8.2,The Times of Harvey Milk,m/the_times_of_harvey_milk,The Times of Harvey Milk,Fresh,96.0
tt0088286,1984,7.2,Top Secret!,m/1021699-top_secret,Top Secret!,Fresh,77.0
tt0088286,1984,7.2,Top Secret!,m/1021699-top_secret,Top Secret!,Fresh,77.0
tt0088286,1984,7.2,Top Secret!,m/1021699-top_secret,Top Secret!,Fresh,77.0
tt0088323,1984,7.3,The NeverEnding Story,,,,
tt0088461,1984,7.1,What Have I Done to Deserve This?,,,,
tt0088680,1985,7.6,After Hours,m/1032180-after_hours,After Hours,Certified-Fresh,89.0
tt0088683,1985,6.6,Agnes of God,m/agnes_of_god,Agnes of God,Rotten,43.0
tt0088707,1985,6.4,American Flyers,m/american_flyers,American Flyers,,
tt0088708,1985,5.4,American Ninja,,,,
tt0088748,1985,6.8,Asterix Versus Caesar,,,,
tt0088748,1985,6.8,Asterix Versus Caesar,,,,
tt0088763,1985,8.5,Back to the Future,m/back_to_the_future,Back to the Future,Certified-Fresh,96.0
tt0088794,1985,7.1,Better Off Dead...,,,,
tt0088814,1985,6.3,The Black Cauldron,m/black_cauldron,The Black Cauldron,Rotten,53.0
tt0088814,1985,6.3,The Black Cauldron,m/black_cauldron,The Black Cauldron,Rotten,53.0
tt0088846,1985,7.9,Brazil,,,,
tt0088847,1985,7.8,The Breakfast Club,m/breakfast_club,The Breakfast Club,Certified-Fresh,89.0
tt0088850,1985,6.5,Brewster's Millions,m/1003075-brewsters_millions,Brewster's Millions,Rotten,35.0
tt0088889,1985,6.3,Cat's Eye,,,,
tt0088915,1985,6.2,A Chorus Line,m/chorus_line,A Chorus Line,Rotten,40.0
tt0088930,1985,7.2,Clue,m/clue,Clue,Fresh,65.0
tt0088933,1985,6.7,Cocoon,,,,
tt0088936,1985,6.0,Code of Silence,m/code_of_silence,Code of Silence,Fresh,63.0
tt0088939,1985,7.7,The Color Purple,m/color_purple,The Color Purple,Fresh,81.0
tt0088944,1985,6.7,Commando,m/1004567-commando,Commando,Fresh,71.0
tt0088967,1985,5.6,Crimewave,,,,
tt0088979,1985,6.2,D.A.R.Y.L.,m/daryl,D.A.R.Y.L.,Rotten,53.0
tt0088993,1985,7.1,Day of the Dead,m/1005360-day_of_the_dead,Day of the Dead,Fresh,81.0
tt0089003,1985,5.8,Death Wish 3,m/death_wish_3,Death Wish 3,Rotten,11.0
tt0089013,1985,6.6,Demons,,,,
tt0089015,1985,7.1,Desert Hearts,m/desert_hearts,Desert Hearts,Fresh,95.0
tt0089017,1985,6.1,Desperately Seeking Susan,m/desperately_seeking_susan,Desperately Seeking Susan,Fresh,83.0
tt0089087,1985,6.9,The Emerald Forest,,,,
tt0089092,1985,6.8,Enemy Mine,m/enemy_mine,Enemy Mine,Fresh,63.0
tt0089108,1985,8.0,Waiting for the Hearse,,,,
tt0089114,1985,6.4,Explorers,m/explorers,Explorers,Fresh,77.0
tt0089118,1986,6.7,F/X,m/fx,F/X,Fresh,88.0
tt0089126,1985,6.7,Fandango,m/1007073-fandango,Fandango,Rotten,50.0
tt0089153,1985,6.7,Flesh+Blood,,,,
tt0089155,1985,6.9,Fletch,m/fletch,Fletch,Fresh,77.0
tt0089173,1985,4.7,Friday the 13th: A New Beginning,,,,
tt0089175,1985,7.0,Fright Night,m/1007910-fright_night,Fright Night,Fresh,92.0
tt0089200,1985,4.1,Ghoulies,,,,
tt0089208,1985,5.9,Girls Just Want to Have Fun,m/girls_just_want_to_have_fun,Girls Just Want to Have Fun,Rotten,38.0
tt0089218,1985,7.7,The Goonies,m/goonies,The Goonies,Certified-Fresh,76.0
tt0089222,1985,6.2,Gotcha!,,,,
tt0089274,1984,3.7,The Hills Have Eyes Part II,,,,
tt0089276,1985,7.7,The Official Story,,,,
tt0089280,1988,2.1,Hobgoblins,,,,
tt0089308,1985,3.6,Howling II: ... Your Sister Is a Werewolf,,,,
tt0089346,1985,6.4,Into the Night,m/into_the_night,Into the Night,Rotten,38.0
tt0089348,1985,5.4,Invasion U.S.A.,,,,
tt0089360,1985,6.5,Jagged Edge,m/jagged_edge,Jagged Edge,Fresh,81.0
tt0089370,1985,6.1,The Jewel of the Nile,m/jewel_of_the_nile,The Jewel of the Nile,Rotten,48.0
tt0089374,1985,7.5,Police Story,,,,
tt0089385,1985,7.0,The Journey of Natty Gann,m/journey_of_natty_gann,The Journey of Natty Gann,Fresh,91.0
tt0089393,1985,6.5,Just One of the Guys,m/just_one_of_the_guys,Just One of the Guys,Rotten,45.0
tt0089421,1985,5.2,King Solomon's Mines,,,,
tt0089424,1985,7.3,Kiss of the Spider Woman,m/kiss_of_the_spider_woman,Kiss of the Spider Woman,Fresh,87.0
tt0089457,1985,6.9,Ladyhawke,m/ladyhawke,Ladyhawke,Fresh,67.0
tt0089461,1985,6.8,The Last Dragon,m/the_last_dragon,The Last Dragon,Rotten,58.0
tt0089469,1985,6.3,Legend,m/1012164-legend,Legend,Rotten,38.0
tt0089470,1985,6.6,The Legend of Billie Jean,m/legend_of_billie_jean,The Legend of Billie Jean,Rotten,45.0
tt0089489,1985,6.1,Lifeforce,m/lifeforce,Lifeforce,Rotten,58.0
tt0089530,1985,6.2,Mad Max Beyond Thunderdome,m/mad_max_beyond_thunderdome,Mad Max Beyond Thunderdome,Certified-Fresh,80.0
tt0089530,1985,6.2,Mad Max Beyond Thunderdome,m/mad_max_beyond_thunderdome,Mad Max Beyond Thunderdome,Certified-Fresh,80.0
tt0089543,1985,5.7,The Man with One Red Shoe,m/man_with_one_red_shoe,The Man with One Red Shoe,Rotten,47.0
tt0089560,1985,7.2,Mask,,,,
tt0089591,1985,6.1,Miami Supercops,,,,
tt0089601,1985,6.5,Mischief,,,,
tt0089603,1985,7.9,Mishima: A Life in Four Chapters,m/mishima_a_life_in_four_chapters,Mishima: A Life in Four Chapters,Fresh,89.0
tt0089604,1985,5.2,Missing in Action 2: The Beginning,,,,
tt0089606,1985,7.6,My Life as a Dog,,,,
tt0089643,1985,7.0,Murphy's Romance,m/murphys_romance,Murphy's Romance,Fresh,73.0
tt0089670,1985,6.2,National Lampoon's European Vacation,m/national_lampoons_european_vacation,National Lampoon's European Vacation,Rotten,34.0
tt0089686,1985,5.4,A Nightmare on Elm Street 2: Freddy's Revenge,m/a_nightmare_on_elm_street_2_freddys_revenge,A Nightmare on Elm Street 2: Freddy's Revenge,Rotten,41.0
tt0089695,1985,5.6,"No Retreat, No Surrender",,,,
tt0089730,1985,5.5,Once Bitten,m/once_bitten,Once Bitten,Rotten,18.0
tt0089748,1985,7.7,When Father Was Away on Business,,,,
tt0089755,1985,7.1,Out of Africa,m/out_of_africa,Out of Africa,Rotten,59.0
tt0089791,1985,7.0,Pee-wee's Big Adventure,m/peewees_big_adventure,Pee-wee's Big Adventure,Certified-Fresh,87.0
tt0089822,1985,5.7,Police Academy 2: Their First Assignment,,,,
tt0089822,1985,5.7,Police Academy 2: Their First Assignment,,,,
tt0089826,1985,4.7,Porky's Revenge,,,,
tt0089839,1985,5.2,Private Resort,m/private_resort,Private Resort,Rotten,14.0
tt0089841,1985,6.7,Prizzi's Honor,,,,
tt0089853,1985,7.7,The Purple Rose of Cairo,m/purple_rose_of_cairo,The Purple Rose of Cairo,Fresh,92.0
tt0089869,1985,6.7,The Quiet Earth,,,,
tt0089880,1985,6.5,Rambo: First Blood Part II,m/rambo-first-blood-part-ii,Rambo: First Blood Part II,Rotten,35.0
tt0089881,1985,8.2,Ran,m/ran,Ran,Certified-Fresh,97.0
tt0089885,1985,7.2,Re-Animator,m/reanimator,Re-Animator,Certified-Fresh,93.0
tt0089886,1985,6.9,Real Genius,m/real_genius,Real Genius,Fresh,73.0
tt0089893,1985,5.1,Red Sonja,m/1017352-red_sonja,Red Sonja,Rotten,15.0
tt0089901,1985,6.4,Remo Williams: The Adventure Begins,,,,
tt0089907,1985,7.3,The Return of the Living Dead,m/return_of_the_living_dead,The Return of the Living Dead,Fresh,91.0
tt0089908,1985,6.7,Return to Oz,m/1017488-return_to_oz,Return to Oz,Rotten,53.0
tt0089913,1985,5.3,Revolution,m/1028715-revolution,Revolution,Rotten,10.0
tt0089941,1985,7.2,Runaway Train,m/runaway_train,Runaway Train,Fresh,85.0
tt0089960,1985,7.7,Vagabond,,,,
tt0089961,1985,6.2,Santa Claus: The Movie,m/santa_claus_the_movie,Santa Claus: The Movie,Rotten,20.0
tt0089981,1985,6.5,Secret Admirer,,,,
tt0090015,1985,8.7,Shoah,,,,
tt0090021,1985,6.3,Silver Bullet,,,,
tt0090022,1985,7.2,Silverado,m/silverado,Silverado,Fresh,76.0
tt0090056,1985,6.4,Spies Like Us,m/spies_like_us,Spies Like Us,Rotten,32.0
tt0090060,1985,6.3,St. Elmo's Fire,m/st_elmos_fire,St. Elmo's Fire,Rotten,44.0
tt0090094,1985,5.9,The Stuff,m/stuff,The Stuff,Fresh,69.0
tt0090095,1985,6.5,Subway,m/subway,Subway,Fresh,75.0
tt0090098,1985,6.2,Summer Rental,m/summer_rental,Summer Rental,Rotten,17.0
tt0090103,1985,7.0,The Sure Thing,,,,
tt0090142,1985,6.1,Teen Wolf,m/teen_wolf,Teen Wolf,Rotten,42.0
tt0090180,1985,7.3,To Live and Die in L.A.,,,,
tt0090190,1984,6.2,The Toxic Avenger,m/toxic_avenger,The Toxic Avenger,Fresh,70.0
tt0090190,1984,6.2,The Toxic Avenger,m/toxic_avenger,The Toxic Avenger,Fresh,70.0
tt0090192,1984,6.0,Trancers,m/trancers,Trancers,Fresh,83.0
tt0090196,1985,4.9,Transylvania 6-5000,m/transylvania_6_5000,Transylvania 6-5000,Rotten,18.0
tt0090248,1985,7.1,Vampire Hunter D,,,,
tt0090264,1985,6.3,A View to a Kill,m/view_to_a_kill,A View to a Kill,Rotten,38.0
tt0090270,1985,6.6,Vision Quest,m/vision_quest_1985,Vision Quest,Rotten,57.0
tt0090274,1985,5.5,Volunteers,m/volunteers,Volunteers,Rotten,58.0
tt0090305,1985,6.6,Weird Science,m/1023316-weird_science,Weird Science,Rotten,57.0
tt0090315,1986,7.7,When the Wind Blows,,,,
tt0090319,1985,6.6,White Nights,m/white-nights,White Nights,Rotten,46.0
tt0090327,1986,5.6,Witchboard,m/witchboard,Witchboard,Rotten,50.0
tt0090329,1985,7.4,Witness,m/1023854-witness,Witness,Certified-Fresh,93.0
tt0090350,1985,6.8,Year of the Dragon,m/1024232-year_of_the_dragon,Year of the Dragon,Rotten,56.0
tt0090357,1985,6.8,Young Sherlock Holmes,m/young_sherlock_holmes,Young Sherlock Holmes,Fresh,64.0
tt0090366,1985,7.2,A Zed & Two Noughts,,,,
tt0090555,1986,6.6,Crocodile Dundee,m/crocodile_dundee,Crocodile Dundee,Fresh,88.0
tt0090563,1986,7.3,Betty Blue,,,,
tt0090567,1986,6.4,52 Pick-Up,,,,
tt0090570,1987,7.4,84 Charing Cross Road,m/84_charing_cross_road,84 Charing Cross Road,Fresh,87.0
tt0090583,1986,6.2,About Last Night,m/about_last_night,About Last Night,Fresh,61.0
tt0090605,1986,8.4,Aliens,m/1000617-aliens,Aliens,Certified-Fresh,97.0
tt0090633,1986,6.9,An American Tail,m/american_tail,An American Tail,Fresh,71.0
tt0090655,1986,6.1,April Fool's Day,m/1001138-april_fools_day,April Fool's Day,Rotten,50.0
tt0090660,1986,5.7,Armed and Dangerous,m/1001180-armed_and_dangerous,Armed and Dangerous,Rotten,10.0
tt0090667,1986,7.1,Asterix in Britain,,,,
tt0090670,1986,6.9,At Close Range,m/at_close_range,At Close Range,Fresh,87.0
tt0090685,1986,6.6,Back to School,m/back-to-school,Back to School,Fresh,86.0
tt0090713,1986,6.0,The Best of Times,m/1002178-best_of_times,The Best of Times,Rotten,31.0
